Participant,DoF,Contents,Codecs,Bitrates,Scores,HRScores,DMOS,Content,Codec,Bitrate,PcqmAvg,p2pointMSEPSNR,p2planeMSEPSNR,YPSNR,UPSNR,VPSNR
2,1,1,2,2,2,5,2,H1,A2,R1,0.01240668,13.038201,15.332335,25.795635,31.858656,30.89267
2,1,1,2,3,2,5,2,H1,A2,R2,0.01132556,15.36644,18.979195,31.419878,34.51357,34.830279
2,1,1,2,4,2,5,2,H1,A2,R3,0.006527396,17.652933,22.434062,35.49371,38.412485,36.917475
2,1,1,2,5,3,5,3,H1,A2,R4,0.004630954,19.545768,24.328958,40.399029,39.983695,39.742064
2,1,1,3,2,1,5,1,H1,A3,R1,0.01475456,5.007717,5.7992517,22.54502,27.70464,26.337108
2,1,1,3,3,1,5,1,H1,A3,R2,0.01240668,5.8962024,10.956635,25.873452,29.08512,28.079271
2,1,1,3,4,2,5,2,H1,A3,R3,0.00750702,11.5176,16.9393,29.464484,31.570406,29.66509
2,1,1,3,5,3,5,3,H1,A3,R4,0.005216466,17.391648,22.16928,32.340964,32.405366,30.155904
2,1,2,2,2,2,1,6,H2,A2,R1,0.0131496,13.1699,16.623479,26.610234,33.1861,32.193414
2,1,2,2,3,3,1,7,H2,A2,R2,0.0121546,16.498704,19.378757,32.702322,36.64843,34.830279
2,1,2,2,4,2,1,6,H2,A2,R3,0.006317832,17.652933,23.120819,36.988182,40.39251,38.08329
2,1,2,2,5,3,1,7,H2,A2,R4,0.005695018,19.7432,24.579772,40.399029,42.508981,42.200336
2,1,2,3,2,1,1,5,H2,A3,R1,0.01505096,5.210049,5.85783,23.019652,28.859,26.8746
2,1,2,3,3,2,1,6,H2,A3,R2,0.0131496,6.0153176,11.879299,26.918844,29.99403,28.079271
2,1,2,3,4,2,1,6,H2,A3,R3,0.009144938,11.637575,17.45785,30.366458,32.858994,30.2705
2,1,2,3,5,2,1,6,H2,A3,R4,0.006317832,18.659789,23.32393,34.008024,33.0667,32.040648
2,1,3,2,2,1,1,5,H3,A2,R1,0.01294532,12.643104,15.332335,26.338701,32.522378,31.543042
2,1,3,2,3,2,1,6,H3,A2,R2,0.01193952,15.851696,19.378757,31.740489,35.22519,34.478458
2,1,3,2,4,3,1,7,H3,A2,R3,0.007944206,17.470944,22.662981,35.49371,39.204495,36.917475
2,1,3,2,5,4,1,8,H3,A2,R4,0.005074932,19.348336,23.82733,39.990958,41.246338,39.332352
2,1,3,3,2,1,1,5,H3,A3,R1,0.01319122,5.007717,5.7406734,22.54502,28.28182,26.068362
2,1,3,3,3,1,1,5,H3,A3,R2,0.01294532,5.7175296,11.187301,25.089408,29.08512,27.795642
2,1,3,3,4,3,1,7,H3,A3,R3,0.008847426,11.75755,16.42075,29.163826,30.926112,29.967795
2,1,3,3,5,4,1,8,H3,A3,R4,0.00561419,17.391648,22.16928,32.340964,31.744032,30.470028
2,1,4,2,2,1,4,2,H4,A2,R1,0.01313688,12.774803,15.977907,26.610234,32.522378,31.543042
2,1,4,2,3,1,4,2,H4,A2,R2,0.009411224,15.528192,19.178976,30.458045,35.22519,33.422995
2,1,4,2,4,3,4,4,H4,A2,R3,0.006358506,17.652933,22.662981,36.240946,38.412485,36.917475
2,1,4,2,5,4,4,5,H4,A2,R4,0.003438198,18.953472,24.078144,39.174816,39.983695,40.561488
2,1,4,3,2,1,4,2,H4,A3,R1,0.01313688,4.906551,5.6820951,23.494284,27.99323,25.53087
2,1,4,3,3,2,4,3,H4,A3,R2,0.009411224,5.8366448,10.956635,25.873452,29.99403,26.944755
2,1,4,3,4,4,4,5,H4,A3,R3,0.006358506,11.397625,16.42075,29.765142,31.248259,29.967795
2,1,4,3,5,3,4,4,H4,A3,R4,0.003438198,17.935137,22.63114,31.67414,32.736033,30.155904
3,1,1,2,2,2,4,3,H1,A2,R1,0.01240668,13.038201,15.332335,25.795635,31.858656,30.89267
3,1,1,2,3,2,4,3,H1,A2,R2,0.01132556,15.36644,18.979195,31.419878,34.51357,34.830279
3,1,1,2,4,3,4,4,H1,A2,R3,0.006527396,17.652933,22.434062,35.49371,38.412485,36.917475
3,1,1,2,5,3,4,4,H1,A2,R4,0.004630954,19.545768,24.328958,40.399029,39.983695,39.742064
3,1,1,3,2,1,4,2,H1,A3,R1,0.01475456,5.007717,5.7992517,22.54502,27.70464,26.337108
3,1,1,3,3,1,4,2,H1,A3,R2,0.01240668,5.8962024,10.956635,25.873452,29.08512,28.079271
3,1,1,3,4,3,4,4,H1,A3,R3,0.00750702,11.5176,16.9393,29.464484,31.570406,29.66509
3,1,1,3,5,2,4,3,H1,A3,R4,0.005216466,17.391648,22.16928,32.340964,32.405366,30.155904
3,1,2,2,2,2,4,3,H2,A2,R1,0.0131496,13.1699,16.623479,26.610234,33.1861,32.193414
3,1,2,2,3,2,4,3,H2,A2,R2,0.0121546,16.498704,19.378757,32.702322,36.64843,34.830279
3,1,2,2,4,4,4,5,H2,A2,R3,0.006317832,17.652933,23.120819,36.988182,40.39251,38.08329
3,1,2,2,5,3,4,4,H2,A2,R4,0.005695018,19.7432,24.579772,40.399029,42.508981,42.200336
3,1,2,3,2,1,4,2,H2,A3,R1,0.01505096,5.210049,5.85783,23.019652,28.859,26.8746
3,1,2,3,3,2,4,3,H2,A3,R2,0.0131496,6.0153176,11.879299,26.918844,29.99403,28.079271
3,1,2,3,4,2,4,3,H2,A3,R3,0.009144938,11.637575,17.45785,30.366458,32.858994,30.2705
3,1,2,3,5,2,4,3,H2,A3,R4,0.006317832,18.659789,23.32393,34.008024,33.0667,32.040648
3,1,3,2,2,2,5,2,H3,A2,R1,0.01294532,12.643104,15.332335,26.338701,32.522378,31.543042
3,1,3,2,3,2,5,2,H3,A2,R2,0.01193952,15.851696,19.378757,31.740489,35.22519,34.478458
3,1,3,2,4,3,5,3,H3,A2,R3,0.007944206,17.470944,22.662981,35.49371,39.204495,36.917475
3,1,3,2,5,4,5,4,H3,A2,R4,0.005074932,19.348336,23.82733,39.990958,41.246338,39.332352
3,1,3,3,2,1,5,1,H3,A3,R1,0.01319122,5.007717,5.7406734,22.54502,28.28182,26.068362
3,1,3,3,3,1,5,1,H3,A3,R2,0.01294532,5.7175296,11.187301,25.089408,29.08512,27.795642
3,1,3,3,4,3,5,3,H3,A3,R3,0.008847426,11.75755,16.42075,29.163826,30.926112,29.967795
3,1,3,3,5,3,5,3,H3,A3,R4,0.00561419,17.391648,22.16928,32.340964,31.744032,30.470028
3,1,4,2,2,1,3,3,H4,A2,R1,0.01313688,12.774803,15.977907,26.610234,32.522378,31.543042
3,1,4,2,3,1,3,3,H4,A2,R2,0.009411224,15.528192,19.178976,30.458045,35.22519,33.422995
3,1,4,2,4,3,3,5,H4,A2,R3,0.006358506,17.652933,22.662981,36.240946,38.412485,36.917475
3,1,4,2,5,3,3,5,H4,A2,R4,0.003438198,18.953472,24.078144,39.174816,39.983695,40.561488
3,1,4,3,2,1,3,3,H4,A3,R1,0.01313688,4.906551,5.6820951,23.494284,27.99323,25.53087
3,1,4,3,3,1,3,3,H4,A3,R2,0.009411224,5.8366448,10.956635,25.873452,29.99403,26.944755
3,1,4,3,4,3,3,5,H4,A3,R3,0.006358506,11.397625,16.42075,29.765142,31.248259,29.967795
3,1,4,3,5,3,3,5,H4,A3,R4,0.003438198,17.935137,22.63114,31.67414,32.736033,30.155904
4,1,1,2,2,1,4,2,H1,A2,R1,0.01240668,13.038201,15.332335,25.795635,31.858656,30.89267
4,1,1,2,3,2,4,3,H1,A2,R2,0.01132556,15.36644,18.979195,31.419878,34.51357,34.830279
4,1,1,2,4,3,4,4,H1,A2,R3,0.006527396,17.652933,22.434062,35.49371,38.412485,36.917475
4,1,1,2,5,4,4,5,H1,A2,R4,0.004630954,19.545768,24.328958,40.399029,39.983695,39.742064
4,1,1,3,2,1,4,2,H1,A3,R1,0.01475456,5.007717,5.7992517,22.54502,27.70464,26.337108
4,1,1,3,3,1,4,2,H1,A3,R2,0.01240668,5.8962024,10.956635,25.873452,29.08512,28.079271
4,1,1,3,4,3,4,4,H1,A3,R3,0.00750702,11.5176,16.9393,29.464484,31.570406,29.66509
4,1,1,3,5,4,4,5,H1,A3,R4,0.005216466,17.391648,22.16928,32.340964,32.405366,30.155904
4,1,2,2,2,2,4,3,H2,A2,R1,0.0131496,13.1699,16.623479,26.610234,33.1861,32.193414
4,1,2,2,3,2,4,3,H2,A2,R2,0.0121546,16.498704,19.378757,32.702322,36.64843,34.830279
4,1,2,2,4,4,4,5,H2,A2,R3,0.006317832,17.652933,23.120819,36.988182,40.39251,38.08329
4,1,2,2,5,3,4,4,H2,A2,R4,0.005695018,19.7432,24.579772,40.399029,42.508981,42.200336
4,1,2,3,2,1,4,2,H2,A3,R1,0.01505096,5.210049,5.85783,23.019652,28.859,26.8746
4,1,2,3,3,1,4,2,H2,A3,R2,0.0131496,6.0153176,11.879299,26.918844,29.99403,28.079271
4,1,2,3,4,3,4,4,H2,A3,R3,0.009144938,11.637575,17.45785,30.366458,32.858994,30.2705
4,1,2,3,5,4,4,5,H2,A3,R4,0.006317832,18.659789,23.32393,34.008024,33.0667,32.040648
4,1,3,2,2,1,5,1,H3,A2,R1,0.01294532,12.643104,15.332335,26.338701,32.522378,31.543042
4,1,3,2,3,1,5,1,H3,A2,R2,0.01193952,15.851696,19.378757,31.740489,35.22519,34.478458
4,1,3,2,4,4,5,4,H3,A2,R3,0.007944206,17.470944,22.662981,35.49371,39.204495,36.917475
4,1,3,2,5,5,5,5,H3,A2,R4,0.005074932,19.348336,23.82733,39.990958,41.246338,39.332352
4,1,3,3,2,1,5,1,H3,A3,R1,0.01319122,5.007717,5.7406734,22.54502,28.28182,26.068362
4,1,3,3,3,2,5,2,H3,A3,R2,0.01294532,5.7175296,11.187301,25.089408,29.08512,27.795642
4,1,3,3,4,4,5,4,H3,A3,R3,0.008847426,11.75755,16.42075,29.163826,30.926112,29.967795
4,1,3,3,5,4,5,4,H3,A3,R4,0.00561419,17.391648,22.16928,32.340964,31.744032,30.470028
4,1,4,2,2,1,4,2,H4,A2,R1,0.01313688,12.774803,15.977907,26.610234,32.522378,31.543042
4,1,4,2,3,2,4,3,H4,A2,R2,0.009411224,15.528192,19.178976,30.458045,35.22519,33.422995
4,1,4,2,4,3,4,4,H4,A2,R3,0.006358506,17.652933,22.662981,36.240946,38.412485,36.917475
4,1,4,2,5,2,4,3,H4,A2,R4,0.003438198,18.953472,24.078144,39.174816,39.983695,40.561488
4,1,4,3,2,1,4,2,H4,A3,R1,0.01313688,4.906551,5.6820951,23.494284,27.99323,25.53087
4,1,4,3,3,1,4,2,H4,A3,R2,0.009411224,5.8366448,10.956635,25.873452,29.99403,26.944755
4,1,4,3,4,3,4,4,H4,A3,R3,0.006358506,11.397625,16.42075,29.765142,31.248259,29.967795
4,1,4,3,5,3,4,4,H4,A3,R4,0.003438198,17.935137,22.63114,31.67414,32.736033,30.155904
5,1,1,2,2,3,5,3,H1,A2,R1,0.01240668,13.038201,15.332335,25.795635,31.858656,30.89267
5,1,1,2,3,4,5,4,H1,A2,R2,0.01132556,15.36644,18.979195,31.419878,34.51357,34.830279
5,1,1,2,4,5,5,5,H1,A2,R3,0.006527396,17.652933,22.434062,35.49371,38.412485,36.917475
5,1,1,2,5,4,5,4,H1,A2,R4,0.004630954,19.545768,24.328958,40.399029,39.983695,39.742064
5,1,1,3,2,1,5,1,H1,A3,R1,0.01475456,5.007717,5.7992517,22.54502,27.70464,26.337108
5,1,1,3,3,3,5,3,H1,A3,R2,0.01240668,5.8962024,10.956635,25.873452,29.08512,28.079271
5,1,1,3,4,5,5,5,H1,A3,R3,0.00750702,11.5176,16.9393,29.464484,31.570406,29.66509
5,1,1,3,5,5,5,5,H1,A3,R4,0.005216466,17.391648,22.16928,32.340964,32.405366,30.155904
5,1,2,2,2,3,4,4,H2,A2,R1,0.0131496,13.1699,16.623479,26.610234,33.1861,32.193414
5,1,2,2,3,4,4,5,H2,A2,R2,0.0121546,16.498704,19.378757,32.702322,36.64843,34.830279
5,1,2,2,4,5,4,6,H2,A2,R3,0.006317832,17.652933,23.120819,36.988182,40.39251,38.08329
5,1,2,2,5,5,4,6,H2,A2,R4,0.005695018,19.7432,24.579772,40.399029,42.508981,42.200336
5,1,2,3,2,2,4,3,H2,A3,R1,0.01505096,5.210049,5.85783,23.019652,28.859,26.8746
5,1,2,3,3,4,4,5,H2,A3,R2,0.0131496,6.0153176,11.879299,26.918844,29.99403,28.079271
5,1,2,3,4,5,4,6,H2,A3,R3,0.009144938,11.637575,17.45785,30.366458,32.858994,30.2705
5,1,2,3,5,5,4,6,H2,A3,R4,0.006317832,18.659789,23.32393,34.008024,33.0667,32.040648
5,1,3,2,2,4,5,4,H3,A2,R1,0.01294532,12.643104,15.332335,26.338701,32.522378,31.543042
5,1,3,2,3,4,5,4,H3,A2,R2,0.01193952,15.851696,19.378757,31.740489,35.22519,34.478458
5,1,3,2,4,5,5,5,H3,A2,R3,0.007944206,17.470944,22.662981,35.49371,39.204495,36.917475
5,1,3,2,5,5,5,5,H3,A2,R4,0.005074932,19.348336,23.82733,39.990958,41.246338,39.332352
5,1,3,3,2,1,5,1,H3,A3,R1,0.01319122,5.007717,5.7406734,22.54502,28.28182,26.068362
5,1,3,3,3,3,5,3,H3,A3,R2,0.01294532,5.7175296,11.187301,25.089408,29.08512,27.795642
5,1,3,3,4,5,5,5,H3,A3,R3,0.008847426,11.75755,16.42075,29.163826,30.926112,29.967795
5,1,3,3,5,5,5,5,H3,A3,R4,0.00561419,17.391648,22.16928,32.340964,31.744032,30.470028
5,1,4,2,2,2,5,2,H4,A2,R1,0.01313688,12.774803,15.977907,26.610234,32.522378,31.543042
5,1,4,2,3,4,5,4,H4,A2,R2,0.009411224,15.528192,19.178976,30.458045,35.22519,33.422995
5,1,4,2,4,3,5,3,H4,A2,R3,0.006358506,17.652933,22.662981,36.240946,38.412485,36.917475
5,1,4,2,5,3,5,3,H4,A2,R4,0.003438198,18.953472,24.078144,39.174816,39.983695,40.561488
5,1,4,3,2,2,5,2,H4,A3,R1,0.01313688,4.906551,5.6820951,23.494284,27.99323,25.53087
5,1,4,3,3,4,5,4,H4,A3,R2,0.009411224,5.8366448,10.956635,25.873452,29.99403,26.944755
5,1,4,3,4,3,5,3,H4,A3,R3,0.006358506,11.397625,16.42075,29.765142,31.248259,29.967795
5,1,4,3,5,4,5,4,H4,A3,R4,0.003438198,17.935137,22.63114,31.67414,32.736033,30.155904
6,1,1,2,2,1,4,2,H1,A2,R1,0.01240668,13.038201,15.332335,25.795635,31.858656,30.89267
6,1,1,2,3,2,4,3,H1,A2,R2,0.01132556,15.36644,18.979195,31.419878,34.51357,34.830279
6,1,1,2,4,4,4,5,H1,A2,R3,0.006527396,17.652933,22.434062,35.49371,38.412485,36.917475
6,1,1,2,5,4,4,5,H1,A2,R4,0.004630954,19.545768,24.328958,40.399029,39.983695,39.742064
6,1,1,3,2,1,4,2,H1,A3,R1,0.01475456,5.007717,5.7992517,22.54502,27.70464,26.337108
6,1,1,3,3,1,4,2,H1,A3,R2,0.01240668,5.8962024,10.956635,25.873452,29.08512,28.079271
6,1,1,3,4,3,4,4,H1,A3,R3,0.00750702,11.5176,16.9393,29.464484,31.570406,29.66509
6,1,1,3,5,3,4,4,H1,A3,R4,0.005216466,17.391648,22.16928,32.340964,32.405366,30.155904
6,1,2,2,2,1,4,2,H2,A2,R1,0.0131496,13.1699,16.623479,26.610234,33.1861,32.193414
6,1,2,2,3,1,4,2,H2,A2,R2,0.0121546,16.498704,19.378757,32.702322,36.64843,34.830279
6,1,2,2,4,3,4,4,H2,A2,R3,0.006317832,17.652933,23.120819,36.988182,40.39251,38.08329
6,1,2,2,5,4,4,5,H2,A2,R4,0.005695018,19.7432,24.579772,40.399029,42.508981,42.200336
6,1,2,3,2,1,4,2,H2,A3,R1,0.01505096,5.210049,5.85783,23.019652,28.859,26.8746
6,1,2,3,3,1,4,2,H2,A3,R2,0.0131496,6.0153176,11.879299,26.918844,29.99403,28.079271
6,1,2,3,4,2,4,3,H2,A3,R3,0.009144938,11.637575,17.45785,30.366458,32.858994,30.2705
6,1,2,3,5,3,4,4,H2,A3,R4,0.006317832,18.659789,23.32393,34.008024,33.0667,32.040648
6,1,3,2,2,1,5,1,H3,A2,R1,0.01294532,12.643104,15.332335,26.338701,32.522378,31.543042
6,1,3,2,3,2,5,2,H3,A2,R2,0.01193952,15.851696,19.378757,31.740489,35.22519,34.478458
6,1,3,2,4,4,5,4,H3,A2,R3,0.007944206,17.470944,22.662981,35.49371,39.204495,36.917475
6,1,3,2,5,5,5,5,H3,A2,R4,0.005074932,19.348336,23.82733,39.990958,41.246338,39.332352
6,1,3,3,2,1,5,1,H3,A3,R1,0.01319122,5.007717,5.7406734,22.54502,28.28182,26.068362
6,1,3,3,3,2,5,2,H3,A3,R2,0.01294532,5.7175296,11.187301,25.089408,29.08512,27.795642
6,1,3,3,4,3,5,3,H3,A3,R3,0.008847426,11.75755,16.42075,29.163826,30.926112,29.967795
6,1,3,3,5,4,5,4,H3,A3,R4,0.00561419,17.391648,22.16928,32.340964,31.744032,30.470028
6,1,4,2,2,1,4,2,H4,A2,R1,0.01313688,12.774803,15.977907,26.610234,32.522378,31.543042
6,1,4,2,3,2,4,3,H4,A2,R2,0.009411224,15.528192,19.178976,30.458045,35.22519,33.422995
6,1,4,2,4,3,4,4,H4,A2,R3,0.006358506,17.652933,22.662981,36.240946,38.412485,36.917475
6,1,4,2,5,3,4,4,H4,A2,R4,0.003438198,18.953472,24.078144,39.174816,39.983695,40.561488
6,1,4,3,2,1,4,2,H4,A3,R1,0.01313688,4.906551,5.6820951,23.494284,27.99323,25.53087
6,1,4,3,3,2,4,3,H4,A3,R2,0.009411224,5.8366448,10.956635,25.873452,29.99403,26.944755
6,1,4,3,4,3,4,4,H4,A3,R3,0.006358506,11.397625,16.42075,29.765142,31.248259,29.967795
6,1,4,3,5,3,4,4,H4,A3,R4,0.003438198,17.935137,22.63114,31.67414,32.736033,30.155904
7,1,1,2,2,1,2,4,H1,A2,R1,0.01240668,13.038201,15.332335,25.795635,31.858656,30.89267
7,1,1,2,3,2,2,5,H1,A2,R2,0.01132556,15.36644,18.979195,31.419878,34.51357,34.830279
7,1,1,2,4,4,2,7,H1,A2,R3,0.006527396,17.652933,22.434062,35.49371,38.412485,36.917475
7,1,1,2,5,5,2,8,H1,A2,R4,0.004630954,19.545768,24.328958,40.399029,39.983695,39.742064
7,1,1,3,2,1,2,4,H1,A3,R1,0.01475456,5.007717,5.7992517,22.54502,27.70464,26.337108
7,1,1,3,3,1,2,4,H1,A3,R2,0.01240668,5.8962024,10.956635,25.873452,29.08512,28.079271
7,1,1,3,4,3,2,6,H1,A3,R3,0.00750702,11.5176,16.9393,29.464484,31.570406,29.66509
7,1,1,3,5,2,2,5,H1,A3,R4,0.005216466,17.391648,22.16928,32.340964,32.405366,30.155904
7,1,2,2,2,2,4,3,H2,A2,R1,0.0131496,13.1699,16.623479,26.610234,33.1861,32.193414
7,1,2,2,3,2,4,3,H2,A2,R2,0.0121546,16.498704,19.378757,32.702322,36.64843,34.830279
7,1,2,2,4,3,4,4,H2,A2,R3,0.006317832,17.652933,23.120819,36.988182,40.39251,38.08329
7,1,2,2,5,3,4,4,H2,A2,R4,0.005695018,19.7432,24.579772,40.399029,42.508981,42.200336
7,1,2,3,2,1,4,2,H2,A3,R1,0.01505096,5.210049,5.85783,23.019652,28.859,26.8746
7,1,2,3,3,2,4,3,H2,A3,R2,0.0131496,6.0153176,11.879299,26.918844,29.99403,28.079271
7,1,2,3,4,2,4,3,H2,A3,R3,0.009144938,11.637575,17.45785,30.366458,32.858994,30.2705
7,1,2,3,5,2,4,3,H2,A3,R4,0.006317832,18.659789,23.32393,34.008024,33.0667,32.040648
7,1,3,2,2,2,5,2,H3,A2,R1,0.01294532,12.643104,15.332335,26.338701,32.522378,31.543042
7,1,3,2,3,2,5,2,H3,A2,R2,0.01193952,15.851696,19.378757,31.740489,35.22519,34.478458
7,1,3,2,4,3,5,3,H3,A2,R3,0.007944206,17.470944,22.662981,35.49371,39.204495,36.917475
7,1,3,2,5,3,5,3,H3,A2,R4,0.005074932,19.348336,23.82733,39.990958,41.246338,39.332352
7,1,3,3,2,1,5,1,H3,A3,R1,0.01319122,5.007717,5.7406734,22.54502,28.28182,26.068362
7,1,3,3,3,1,5,1,H3,A3,R2,0.01294532,5.7175296,11.187301,25.089408,29.08512,27.795642
7,1,3,3,4,2,5,2,H3,A3,R3,0.008847426,11.75755,16.42075,29.163826,30.926112,29.967795
7,1,3,3,5,4,5,4,H3,A3,R4,0.00561419,17.391648,22.16928,32.340964,31.744032,30.470028
7,1,4,2,2,1,2,4,H4,A2,R1,0.01313688,12.774803,15.977907,26.610234,32.522378,31.543042
7,1,4,2,3,1,2,4,H4,A2,R2,0.009411224,15.528192,19.178976,30.458045,35.22519,33.422995
7,1,4,2,4,2,2,5,H4,A2,R3,0.006358506,17.652933,22.662981,36.240946,38.412485,36.917475
7,1,4,2,5,4,2,7,H4,A2,R4,0.003438198,18.953472,24.078144,39.174816,39.983695,40.561488
7,1,4,3,2,1,2,4,H4,A3,R1,0.01313688,4.906551,5.6820951,23.494284,27.99323,25.53087
7,1,4,3,3,2,2,5,H4,A3,R2,0.009411224,5.8366448,10.956635,25.873452,29.99403,26.944755
7,1,4,3,4,1,2,4,H4,A3,R3,0.006358506,11.397625,16.42075,29.765142,31.248259,29.967795
7,1,4,3,5,1,2,4,H4,A3,R4,0.003438198,17.935137,22.63114,31.67414,32.736033,30.155904
8,1,1,2,2,2,5,2,H1,A2,R1,0.01240668,13.038201,15.332335,25.795635,31.858656,30.89267
8,1,1,2,3,2,5,2,H1,A2,R2,0.01132556,15.36644,18.979195,31.419878,34.51357,34.830279
8,1,1,2,4,3,5,3,H1,A2,R3,0.006527396,17.652933,22.434062,35.49371,38.412485,36.917475
8,1,1,2,5,3,5,3,H1,A2,R4,0.004630954,19.545768,24.328958,40.399029,39.983695,39.742064
8,1,1,3,2,1,5,1,H1,A3,R1,0.01475456,5.007717,5.7992517,22.54502,27.70464,26.337108
8,1,1,3,3,1,5,1,H1,A3,R2,0.01240668,5.8962024,10.956635,25.873452,29.08512,28.079271
8,1,1,3,4,4,5,4,H1,A3,R3,0.00750702,11.5176,16.9393,29.464484,31.570406,29.66509
8,1,1,3,5,3,5,3,H1,A3,R4,0.005216466,17.391648,22.16928,32.340964,32.405366,30.155904
8,1,2,2,2,2,4,3,H2,A2,R1,0.0131496,13.1699,16.623479,26.610234,33.1861,32.193414
8,1,2,2,3,1,4,2,H2,A2,R2,0.0121546,16.498704,19.378757,32.702322,36.64843,34.830279
8,1,2,2,4,4,4,5,H2,A2,R3,0.006317832,17.652933,23.120819,36.988182,40.39251,38.08329
8,1,2,2,5,4,4,5,H2,A2,R4,0.005695018,19.7432,24.579772,40.399029,42.508981,42.200336
8,1,2,3,2,1,4,2,H2,A3,R1,0.01505096,5.210049,5.85783,23.019652,28.859,26.8746
8,1,2,3,3,2,4,3,H2,A3,R2,0.0131496,6.0153176,11.879299,26.918844,29.99403,28.079271
8,1,2,3,4,3,4,4,H2,A3,R3,0.009144938,11.637575,17.45785,30.366458,32.858994,30.2705
8,1,2,3,5,3,4,4,H2,A3,R4,0.006317832,18.659789,23.32393,34.008024,33.0667,32.040648
8,1,3,2,2,2,5,2,H3,A2,R1,0.01294532,12.643104,15.332335,26.338701,32.522378,31.543042
8,1,3,2,3,2,5,2,H3,A2,R2,0.01193952,15.851696,19.378757,31.740489,35.22519,34.478458
8,1,3,2,4,4,5,4,H3,A2,R3,0.007944206,17.470944,22.662981,35.49371,39.204495,36.917475
8,1,3,2,5,5,5,5,H3,A2,R4,0.005074932,19.348336,23.82733,39.990958,41.246338,39.332352
8,1,3,3,2,1,5,1,H3,A3,R1,0.01319122,5.007717,5.7406734,22.54502,28.28182,26.068362
