DoF,Content,Codec,Rate,DMOS,CILow,CIHigh,HRScore,HRCILow,HRCIHigh
1,1,1,1,3.26666666666667,2.94242132570561,3.59091200762772,4.76666666666667,4.57846738491818,4.95486594841515
1,1,2,1,1.13333333333333,0.971210662852805,1.29545600381386,4.76666666666667,4.57846738491818,4.95486594841515
1,1,3,1,1.76666666666667,1.55445220082951,1.97888113250383,4.76666666666667,4.57846738491818,4.95486594841515
1,1,4,1,1.96666666666667,1.71697926758858,2.21635406574475,4.76666666666667,4.57846738491818,4.95486594841515
1,1,5,1,2.26666666666667,2.0278047989786,2.50552853435473,4.76666666666667,4.57846738491818,4.95486594841515
1,1,1,2,3.73333333333333,3.45713229865888,4.00953436800779,4.76666666666667,4.57846738491818,4.95486594841515
1,1,2,2,1.86666666666667,1.61221077712321,2.12112255621013,4.76666666666667,4.57846738491818,4.95486594841515
1,1,3,2,1.93333333333333,1.73885204344759,2.12781462321908,4.76666666666667,4.57846738491818,4.95486594841515
1,1,4,2,3,2.74055430429601,3.25944569570399,4.76666666666667,4.57846738491818,4.95486594841515
1,1,5,2,3.1,2.83414727296811,3.36585272703189,4.76666666666667,4.57846738491818,4.95486594841515
1,1,1,3,4.4,4.12966377428234,4.67033622571766,4.76666666666667,4.57846738491818,4.95486594841515
1,1,2,3,2.86666666666667,2.6771943200204,3.05613901331293,4.76666666666667,4.57846738491818,4.95486594841515
1,1,3,3,3.96666666666667,3.6491641679395,4.28416916539383,4.76666666666667,4.57846738491818,4.95486594841515
1,1,4,3,3.83333333333333,3.52194702542299,4.14471964124367,4.76666666666667,4.57846738491818,4.95486594841515
1,1,5,3,3.8,3.57212623397266,4.02787376602734,4.76666666666667,4.57846738491818,4.95486594841515
1,1,1,4,4.5,4.19380382736869,4.80619617263131,4.76666666666667,4.57846738491818,4.95486594841515
1,1,2,4,3.66666666666667,3.38358820492999,3.94974512840334,4.76666666666667,4.57846738491818,4.95486594841515
1,1,3,4,4.13333333333333,3.82739897876839,4.43926768789827,4.76666666666667,4.57846738491818,4.95486594841515
1,1,4,4,3.83333333333333,3.53779074267316,4.12887592399351,4.76666666666667,4.57846738491818,4.95486594841515
1,1,5,4,4.06666666666667,3.8278047989786,4.30552853435473,4.76666666666667,4.57846738491818,4.95486594841515
1,2,1,1,2.86666666666667,2.63186506985896,3.10146826347438,4.73333333333333,4.53885204344759,4.92781462321908
1,2,2,1,1.03333333333333,0.96515901192891,1.10150765473776,4.73333333333333,4.53885204344759,4.92781462321908
1,2,3,1,1.06666666666667,0.971930493343535,1.1614028399898,4.73333333333333,4.53885204344759,4.92781462321908
1,2,4,1,1.06666666666667,0.971930493343535,1.1614028399898,4.73333333333333,4.53885204344759,4.92781462321908
1,2,5,1,1.66666666666667,1.41988458510605,1.91344874822729,4.73333333333333,4.53885204344759,4.92781462321908
1,2,1,2,3.73333333333333,3.45713229865888,4.00953436800779,4.73333333333333,4.53885204344759,4.92781462321908
1,2,2,2,1.73333333333333,1.51552841608965,1.95113825057701,4.73333333333333,4.53885204344759,4.92781462321908
1,2,3,2,1.76666666666667,1.55445220082951,1.97888113250383,4.73333333333333,4.53885204344759,4.92781462321908
1,2,4,2,2.06666666666667,1.79046563199221,2.34286770134112,4.73333333333333,4.53885204344759,4.92781462321908
1,2,5,2,2.23333333333333,1.97982396618814,2.48684270047853,4.73333333333333,4.53885204344759,4.92781462321908
1,2,1,3,4.46666666666667,4.25332239089732,4.68001094243601,4.73333333333333,4.53885204344759,4.92781462321908
1,2,2,3,2.73333333333333,2.51552841608965,2.95113825057701,4.73333333333333,4.53885204344759,4.92781462321908
1,2,3,3,2.56666666666667,2.29485237511771,2.83848095821563,4.73333333333333,4.53885204344759,4.92781462321908
1,2,4,3,3.3,3.02005271860899,3.57994728139101,4.73333333333333,4.53885204344759,4.92781462321908
1,2,5,3,3.63333333333333,3.33135348824746,3.93531317841921,4.73333333333333,4.53885204344759,4.92781462321908
1,2,1,4,4.6,4.38968203748714,4.81031796251285,4.73333333333333,4.53885204344759,4.92781462321908
1,2,2,4,3.6,3.3480760728407,3.85192392715931,4.73333333333333,4.53885204344759,4.92781462321908
1,2,3,4,4.26666666666667,4.07218537678092,4.46114795655241,4.73333333333333,4.53885204344759,4.92781462321908
1,2,4,4,4.33333333333333,4.08655125177271,4.58011541489395,4.73333333333333,4.53885204344759,4.92781462321908
1,2,5,4,4.2,3.95192246554074,4.44807753445926,4.73333333333333,4.53885204344759,4.92781462321908
1,3,1,1,3.2,2.86890709400093,3.53109290599907,4.9,4.78606311698633,5.01393688301367
1,3,2,1,1.1,0.986063116986331,1.21393688301367,4.9,4.78606311698633,5.01393688301367
1,3,3,1,1.43333333333333,1.24513405158485,1.62153261508182,4.9,4.78606311698633,5.01393688301367
1,3,4,1,1.8,1.55192246554074,2.04807753445926,4.9,4.78606311698633,5.01393688301367
1,3,5,1,1.96666666666667,1.75903290848036,2.17430042485297,4.9,4.78606311698633,5.01393688301367
1,3,1,2,3.56666666666667,3.31315729952147,3.82017603381186,4.9,4.78606311698633,5.01393688301367
1,3,2,2,1.86666666666667,1.59396938104897,2.13936395228436,4.9,4.78606311698633,5.01393688301367
1,3,3,2,1.83333333333333,1.59147098960365,2.07519567706302,4.9,4.78606311698633,5.01393688301367
1,3,4,2,2.2,1.99430497482054,2.40569502517946,4.9,4.78606311698633,5.01393688301367
1,3,5,2,2.63333333333333,2.40370801373971,2.86295865292696,4.9,4.78606311698633,5.01393688301367
1,3,1,3,4.63333333333333,4.38364593425525,4.88302073241142,4.9,4.78606311698633,5.01393688301367
1,3,2,3,2.56666666666667,2.29485237511771,2.83848095821563,4.9,4.78606311698633,5.01393688301367
1,3,3,3,3.2,2.85469068610475,3.54530931389525,4.9,4.78606311698633,5.01393688301367
1,3,4,3,3.5,3.1498512805767,3.8501487194233,4.9,4.78606311698633,5.01393688301367
1,3,5,3,3.9,3.58452305623072,4.21547694376928,4.9,4.78606311698633,5.01393688301367
1,3,1,4,4.63333333333333,4.42569957514703,4.84096709151964,4.9,4.78606311698633,5.01393688301367
1,3,2,4,3.23333333333333,2.97982396618814,3.48684270047853,4.9,4.78606311698633,5.01393688301367
1,3,3,4,4.13333333333333,3.84354061526892,4.42312605139775,4.9,4.78606311698633,5.01393688301367
1,3,4,4,4.1,3.8001505507924,4.3998494492076,4.9,4.78606311698633,5.01393688301367
1,3,5,4,3.83333333333333,3.53779074267316,4.12887592399351,4.9,4.78606311698633,5.01393688301367
1,4,1,1,2.53333333333333,2.26063604771564,2.80603061895103,4.9,4.78606311698633,5.01393688301367
1,4,2,1,1,1,1,4.9,4.78606311698633,5.01393688301367
1,4,3,1,1.9,1.6731836585462,2.1268163414538,4.9,4.78606311698633,5.01393688301367
1,4,4,1,1.56666666666667,1.33289115603637,1.80044217729696,4.9,4.78606311698633,5.01393688301367
1,4,5,1,2.2,1.9157914800306,2.4842085199694,4.9,4.78606311698633,5.01393688301367
1,4,1,2,3.3,3.03778926319025,3.56221073680975,4.9,4.78606311698633,5.01393688301367
1,4,2,2,1.66666666666667,1.44020389727733,1.893129436056,4.9,4.78606311698633,5.01393688301367
1,4,3,2,1.6,1.36794471517446,1.83205528482554,4.9,4.78606311698633,5.01393688301367
1,4,4,2,2.46666666666667,2.17687394860225,2.75645938473108,4.9,4.78606311698633,5.01393688301367
1,4,5,2,2.96666666666667,2.69841341483497,3.23491991849837,4.9,4.78606311698633,5.01393688301367
1,4,1,3,4,3.72264088462927,4.27735911537073,4.9,4.78606311698633,5.01393688301367
1,4,2,3,2.8,2.55192246554074,3.04807753445926,4.9,4.78606311698633,5.01393688301367
1,4,3,3,3.13333333333333,2.78341354412046,3.4832531225462,4.9,4.78606311698633,5.01393688301367
1,4,4,3,3.56666666666667,3.27770469866713,3.85562863466621,4.9,4.78606311698633,5.01393688301367
1,4,5,3,4.3,4.02005271860899,4.57994728139101,4.9,4.78606311698633,5.01393688301367
1,4,1,4,4.33333333333333,4.0181104991049,4.64855616756177,4.9,4.78606311698633,5.01393688301367
1,4,2,4,3.4,3.1124279485152,3.6875720514848,4.9,4.78606311698633,5.01393688301367
1,4,3,4,4.13333333333333,3.87887744378987,4.38778922287679,4.9,4.78606311698633,5.01393688301367
1,4,4,4,4.4,4.16794471517446,4.63205528482554,4.9,4.78606311698633,5.01393688301367
1,4,5,4,4.23333333333333,3.96151904178437,4.50514762488229,4.9,4.78606311698633,5.01393688301367
