Participant,DoF,Contents,Codecs,Bitrates,Scores,Motion
15,1,4,2,1,2,0.451807229
15,1,2,6,4,4,0.527131783
15,1,1,1,0,4,0.223011364
15,1,2,6,3,4,0.380664653
15,1,3,2,4,4,0.430868167
15,1,4,2,2,3,0.389396709
15,1,1,3,2,1,0.347402597
15,1,4,3,1,1,0.389204545
15,1,3,3,1,1,0.407692308
15,1,4,8,1,2,0.545454545
15,1,1,8,4,4,0.375518672
15,1,2,3,4,3,0.653125
15,1,1,8,1,3,0.443421053
15,1,3,8,1,3,0.323232323
15,1,4,2,3,4,0.362459547
15,1,1,4,4,4,0.374028857
15,1,4,6,1,1,0.340057637
15,1,3,4,2,1,0.598784195
15,1,4,8,2,3,0.701711491
15,1,1,3,1,1,0.329310345
15,1,2,1,0,5,0.73015873
15,1,1,8,2,4,0.608895706
15,1,4,6,4,5,0.637168142
15,1,1,4,2,2,0.717693837
15,1,2,4,3,3,0.432048682
15,1,4,6,2,4,0.48553719
15,1,2,3,2,2,0.554817276
15,1,4,3,3,3,0.535947712
15,1,3,6,3,4,0.351973684
15,1,3,6,2,3,0.495049505
15,1,4,6,3,4,0.393442623
15,1,3,4,4,4,0.409669211
15,1,4,2,4,5,0.298329356
15,1,3,4,1,1,0.326446281
15,1,2,8,3,4,0.24535809
15,1,1,6,1,3,0.540123457
15,1,4,3,4,4,0.565495208
15,1,2,2,3,4,0.608163265
15,1,3,1,0,5,0.641196013
15,1,1,2,2,4,0.471698113
15,1,4,4,2,3,0.551495017
15,1,1,6,3,4,0.624293785
15,1,2,2,2,4,0.56969697
15,1,4,4,3,5,0.523219814
15,1,2,3,3,3,0.435393258
15,1,3,6,4,4,0.343898574
15,1,2,4,4,4,0.119601329
15,1,4,1,0,5,0.148876404
15,1,3,6,1,2,0.708108108
15,1,4,8,4,5,0.462395543
15,1,2,2,4,5,0.468944099
15,1,1,3,3,3,0.221130221
15,1,3,3,4,4,0.427983539
15,1,1,6,2,4,0.324503311
15,1,2,4,2,2,0.516666667
15,1,3,2,1,3,0.8
15,1,1,2,3,5,0.427616927
15,1,3,8,2,3,0.717948718
15,1,1,2,4,5,0.39275766
15,1,2,6,2,4,0.482972136
15,1,3,8,4,4,0.362126246
15,1,2,8,2,4,0.364238411
15,1,1,8,3,4,0.640449438
15,1,4,4,1,3,0.328903654
15,1,2,3,1,1,0.73271028
15,1,3,3,3,3,0.405063291
15,1,2,6,1,1,0.329201102
15,1,4,4,4,5,0.647783251
15,1,1,6,4,4,0.634078212
15,1,3,3,2,2,0.554817276
15,1,2,4,1,1,0.486702128
4,1,2,2,4,5,0.328981723
4,1,1,8,3,4,0.388704319
4,1,2,8,2,1,0.122249389
4,1,3,4,1,1,0.319078947
4,1,1,6,2,2,0.536423841
4,1,2,6,2,1,0.065395095
4,1,3,6,4,3,0.197183099
4,1,2,2,2,4,0.404878049
4,1,4,8,4,4,0.667630058
4,1,2,8,3,3,0.556122449
4,1,4,2,4,5,0.301775148
4,1,2,4,4,4,0.266288952
4,1,3,4,4,3,0.410828025
4,1,4,6,3,2,0.256723716
4,1,3,8,2,2,0.558823529
4,1,1,2,2,4,0.082278481
4,1,3,1,0,5,0.140522876
4,1,4,4,3,3,0.25
4,1,2,4,2,1,0.241157556
4,1,3,3,2,1,0.395348837
4,1,1,6,3,3,0.070769231
4,1,4,1,0,5,0.071895425
4,1,1,2,4,5,0.125786164
4,1,4,4,1,1,0.18372093
4,1,2,3,1,1,0.195718654
4,1,3,3,3,1,0.126245847
4,1,1,2,3,4,0.198675497
4,1,3,8,4,3,0.155844156
4,1,2,3,3,2,0.093023256
4,1,3,2,1,2,0.149006623
4,1,2,2,3,4,0.147435897
4,1,4,3,4,2,0.814569536
4,1,3,6,2,2,0.610778443
4,1,1,6,4,3,0.045751634
4,1,3,6,1,1,0.109271523
4,1,4,4,4,3,0.514619883
4,1,2,6,1,1,0.120253165
4,1,1,3,3,2,0.48427673
4,1,3,3,4,2,0.19269103
4,1,2,4,1,1,0.109634551
4,1,1,6,1,1,0.103225806
4,1,4,4,2,1,0.48534202
4,1,3,6,3,2,0.43125
4,1,2,8,4,3,0.665562914
4,1,1,3,4,2,0.508305648
4,1,3,8,3,2,0.277628032
4,1,1,8,2,2,0.700996678
4,1,4,3,1,1,0.521865889
4,1,1,3,1,1,0.687878788
4,1,4,6,1,1,0.304615385
4,1,1,3,2,1,0.312206573
4,1,4,2,3,4,0.07073955
4,1,1,8,1,2,0.29226361
4,1,2,4,3,1,0.059850374
4,1,4,8,3,3,0.269230769
4,1,1,1,0,5,0.318936877
4,1,2,6,4,4,0.285714286
4,1,4,8,2,2,0.119140625
4,1,1,4,3,3,0.415282392
4,1,3,8,1,1,0.684754522
4,1,2,6,3,2,0.710963455
4,1,1,2,1,2,0.458083832
4,1,3,2,4,4,0.205298013
4,1,4,2,2,3,0.380062305
4,1,3,2,3,3,0.391397849
4,1,4,2,1,1,0.309677419
4,1,2,3,2,1,0.289552239
4,1,4,6,2,2,0.321192053
4,1,1,8,4,3,0.236363636
4,1,4,8,1,1,0.420895522
4,1,2,8,1,1,0.112956811
4,1,3,4,2,1,0.407407407
4,1,2,3,4,2,0.166666667
4,1,4,3,3,2,0.333333333
4,1,2,2,1,2,0.199453552
4,1,3,4,3,2,0.147577093
4,1,1,4,4,2,0.067331671
4,1,3,2,2,2,0.1609538
4,1,4,3,2,2,0.430769231
4,1,1,4,1,1,0.26910299
4,1,3,3,1,1,0.336336336
4,1,2,1,0,5,0.125
4,1,4,6,4,4,0.651162791
4,1,1,4,2,1,0.392026578
5,1,4,6,1,2,0.38647343
5,1,1,4,1,3,0.732815965
5,1,3,2,3,5,0.637931034
5,1,2,1,0,5,0.602960969
5,1,4,3,2,2,0.464379947
5,1,1,3,1,3,0.556574924
5,1,3,4,3,4,0.617142857
5,1,4,2,2,4,0.708045977
5,1,1,8,4,4,0.658610272
5,1,2,3,4,3,0.34625323
5,1,1,4,3,4,0.373814042
5,1,4,2,1,2,0.556626506
5,1,1,3,2,2,0.371179039
5,1,4,3,3,3,0.631578947
5,1,2,6,3,3,0.300387597
5,1,4,2,3,4,0.289208633
5,1,3,2,4,5,0.418300654
5,1,2,4,3,3,0.394673123
5,1,3,4,2,3,0.552238806
5,1,2,8,4,4,0.472727273
5,1,3,3,1,1,0.507739938
5,1,1,8,2,3,0.310144928
5,1,4,8,1,2,0.468085106
5,1,2,8,1,1,0.674033149
5,1,1,3,4,4,0.269736842
5,1,4,3,1,1,0.427125506
5,1,2,3,2,2,0.300884956
5,1,3,8,3,4,0.222570533
5,1,1,2,1,3,0.447976879
5,1,4,8,2,3,0.670116429
5,1,2,6,4,4,0.432601881
5,1,1,4,4,4,0.582089552
5,1,4,6,2,2,0.324921136
5,1,1,8,1,2,0.347003155
5,1,3,2,2,3,0.478405316
5,1,2,2,1,2,0.779220779
5,1,1,4,2,2,0.625
5,1,4,8,3,4,0.726415094
5,1,3,6,3,4,0.717032967
5,1,1,1,0,5,0.526490066
5,1,3,8,1,2,0.392026578
5,1,4,6,4,4,0.360946746
5,1,2,3,3,3,0.401840491
5,1,3,6,4,4,0.312703583
5,1,2,8,3,4,0.56443299
5,1,1,6,1,2,0.450920245
5,1,2,4,2,2,0.123493976
5,1,4,2,4,4,0.45625
5,1,2,6,1,1,0.466257669
5,1,4,4,4,4,0.467065868
5,1,2,6,2,2,0.327922078
5,1,3,4,4,4,0.429487179
5,1,4,4,1,2,0.517915309
5,1,3,3,3,3,0.389908257
5,1,4,4,3,3,0.502369668
5,1,3,4,1,2,0.563758389
5,1,2,2,2,3,0.426791277
5,1,3,8,2,2,0.284578696
5,1,1,6,3,4,0.326488706
5,1,3,8,4,4,0.55988024
5,1,2,4,1,1,0.314285714
5,1,4,4,2,2,0.429467085
5,1,1,2,3,4,0.323308271
5,1,4,3,4,4,0.48125
5,1,3,6,1,3,0.338870432
5,1,1,2,4,4,0.339130435
5,1,2,4,4,4,0.27244582
5,1,4,8,4,4,0.272425249
5,1,3,3,4,3,0.441358025
5,1,1,3,3,2,0.341935484
5,1,2,8,2,2,0.537815126
5,1,1,6,2,3,0.246031746
5,1,4,1,0,5,0.320359281
5,1,1,2,2,3,0.375321337
5,1,3,3,2,1,0.35620915
5,1,1,6,4,4,0.252427184
5,1,2,2,4,5,0.372093023
5,1,3,1,0,5,0.295681063
5,1,2,2,3,4,0.425806452
5,1,3,2,1,3,0.450793651
5,1,1,8,3,4,0.524429967
5,1,2,3,1,1,0.357798165
5,1,3,6,2,2,0.195583596
5,1,4,6,3,4,0.326219512
8,1,1,6,2,3,0.361655773
8,1,4,4,2,1,0.586757991
8,1,2,4,4,4,0.305647841
8,1,3,8,4,4,0.605597964
8,1,2,4,1,1,0.577922078
8,1,1,2,4,5,0.495024876
8,1,3,4,4,4,0.387096774
8,1,2,8,2,2,0.708542714
8,1,1,2,2,3,0.406417112
8,1,3,6,2,2,0.494047619
8,1,2,6,1,1,0.27388535
8,1,3,3,3,2,0.684375
8,1,1,8,3,3,0.521311475
8,1,3,3,2,1,0.376315789
8,1,2,2,3,5,0.319620253
8,1,1,2,3,5,0.592827004
8,1,3,2,1,3,0.72299169
8,1,4,8,4,5,0.654605263
8,1,1,6,3,3,0.267295597
8,1,3,8,2,3,0.6443769
8,1,4,2,4,5,0.171806167
8,1,1,6,1,1,0.614649682
8,1,4,3,4,3,0.610619469
8,1,1,6,4,4,0.731629393
8,1,2,6,2,2,0.537704918
8,1,3,4,1,1,0.451187335
8,1,4,6,3,3,0.189440994
8,1,3,1,0,5,0.56284153
8,1,2,3,3,3,0.25915493
8,1,3,6,4,5,0.513586957
8,1,2,4,2,1,0.76744186
8,1,4,4,4,5,0.728476821
8,1,2,8,3,4,0.38762215
8,1,4,1,0,5,0.609836066
8,1,1,3,3,3,0.277777778
8,1,2,3,1,1,0.485049834
8,1,3,6,1,2,0.48974359
8,1,2,2,4,4,0.507331378
8,1,4,4,1,2,0.328903654
8,1,3,3,4,3,0.563636364
8,1,2,2,2,3,0.679300292
8,1,4,4,3,3,0.472677596
8,1,3,8,1,2,0.445182724
8,1,4,2,3,5,0.236760125
8,1,2,6,4,4,0.276923077
8,1,1,1,0,5,0.021943574
8,1,2,6,3,3,0.33442623
8,1,4,6,1,1,0.415873016
8,1,1,8,4,4,0.263929619
8,1,3,3,1,1,0.506451613
8,1,4,3,2,1,0.469255663
8,1,3,2,4,5,0.212827988
8,1,2,1,0,4,0.395833333
8,1,4,3,3,3,0.047169811
8,1,1,4,4,4,0.62962963
8,1,3,4,2,2,0.575851393
8,1,4,3,1,1,0.206741573
8,1,3,4,3,4,0.436031332
8,1,1,2,1,3,0.345733042
8,1,4,8,1,3,0.731012658
8,1,1,8,1,3,0.424836601
8,1,4,8,3,5,0.647181628
8,1,1,4,3,4,0.455108359
8,1,4,8,2,3,0.166281755
8,1,2,3,4,4,0.580128205
8,1,1,4,1,2,0.395948435
8,1,3,6,3,4,0.355029586
8,1,1,8,2,3,0.507168459
8,1,2,2,1,3,0.193609023
8,1,1,3,2,2,0.651898734
8,1,2,8,1,2,0.285714286
8,1,1,3,1,1,0.516216216
8,1,3,2,3,5,0.61247216
8,1,2,4,3,3,0.692307692
8,1,4,2,1,3,0.535014006
8,1,3,8,3,4,0.400651466
8,1,2,8,4,4,0.457076566
8,1,4,2,2,3,0.504504505
8,1,1,4,2,2,0.586021505
8,1,4,6,4,4,0.431893688
8,1,3,2,2,3,0.534334764
8,1,2,3,2,2,0.249376559
8,1,4,6,2,3,0.466463415
8,1,1,3,4,3,0.504273504
9,1,4,2,1,3,0.614035088
9,1,1,8,2,3,0.560846561
9,1,3,2,2,4,0.435582822
9,1,1,8,1,3,0.458852868
9,1,4,8,3,5,0.487854251
9,1,3,4,2,1,0.43287037
9,1,4,3,3,4,0.422885572
9,1,2,8,4,5,0.649164678
9,1,1,4,4,5,0.564935065
9,1,4,6,1,1,0.38961039
9,1,2,6,3,3,0.5
9,1,3,8,3,5,0.457202505
9,1,1,3,2,1,0.623239437
9,1,2,6,4,5,0.604010025
9,1,4,3,1,1,0.706713781
9,1,3,8,1,2,0.260645161
9,1,4,6,4,5,0.481216458
9,1,1,8,4,4,0.238693467
9,1,3,4,3,4,0.406716418
9,1,1,1,0,5,0.623880597
9,1,2,3,4,3,0.542936288
9,1,4,8,2,2,0.273076923
9,1,3,2,4,5,0.556354916
9,1,4,6,2,2,0.67651633
9,1,2,4,3,2,0.670769231
9,1,4,2,2,3,0.296587927
9,1,3,2,3,5,0.247159091
9,1,2,1,0,4,0.422505308
9,1,1,4,1,1,0.485135135
9,1,2,3,2,1,0.555900621
9,1,1,4,3,4,0.329596413
9,1,4,2,3,4,0.453074434
9,1,1,2,1,3,0.761904762
9,1,2,8,1,1,0.33030303
9,1,1,3,4,5,0.476331361
9,1,2,2,1,2,0.614224138
9,1,3,6,3,3,0.366233766
9,1,1,4,2,2,0.63434903
9,1,4,3,2,1,0.675268817
9,1,1,3,1,1,0.369636964
9,1,3,3,1,1,0.382059801
9,1,4,8,1,2,0.703036053
9,1,2,2,2,3,0.430232558
9,1,3,1,0,5,0.29303548
9,1,1,6,2,4,0.467720685
9,1,4,2,4,5,0.642045455
9,1,3,6,2,3,0.632022472
9,1,2,8,3,4,0.564039409
9,1,3,6,1,2,0.317241379
9,1,4,1,0,5,0.28490566
9,1,2,6,1,1,0.253776435
9,1,1,6,3,5,0.46130031
9,1,2,3,1,1,0.285714286
9,1,3,4,4,5,0.33988764
9,1,4,8,4,5,0.233560091
9,1,2,4,2,1,0.349693252
9,1,3,8,2,3,0.460829493
9,1,1,6,1,2,0.642424242
9,1,3,6,4,5,0.096345515
9,1,2,4,1,1,0.470108696
9,1,1,2,3,5,0.310679612
9,1,2,6,2,2,0.645695364
9,1,3,3,4,4,0.543478261
9,1,4,4,1,2,0.514195584
9,1,2,2,3,4,0.380829016
9,1,3,3,2,3,0.148541114
9,1,2,8,2,2,0.655384615
9,1,1,6,4,4,0.677339901
9,1,4,4,4,4,0.384126984
9,1,2,2,4,4,0.635179153
9,1,3,4,1,2,0.45482866
9,1,1,2,4,5,0.518272425
9,1,4,3,4,4,0.78
9,1,2,3,3,3,0.427652733
9,1,1,3,3,3,0.279503106
9,1,4,6,3,4,0.493449782
9,1,3,2,1,3,0.727574751
9,1,2,4,4,4,0.799426934
9,1,3,8,4,5,0.28611898
9,1,4,4,2,1,0.673139159
9,1,1,2,2,4,0.632258065
9,1,4,4,3,3,0.741071429
9,1,3,3,3,3,0.398671096
9,1,1,8,3,4,0.564784053
16,1,4,4,1,1,0.538666667
16,1,1,6,1,2,0.636568849
16,1,2,8,3,3,0.611295681
16,1,1,3,3,3,0.414985591
16,1,2,4,2,2,0.406940063
16,1,3,2,1,4,0.281456954
16,1,1,6,4,5,0.46179402
16,1,3,4,1,2,0.479357798
16,1,4,4,2,3,0.603585657
16,1,3,1,0,5,0.45751634
16,1,1,6,2,4,0.496674058
16,1,3,3,3,3,0.13960114
16,1,1,2,4,5,0.231213873
16,1,3,6,2,3,0.159763314
16,1,2,6,1,1,0.707641196
16,1,4,4,4,5,0.440366972
16,1,3,8,2,3,0.526041667
16,1,2,4,4,4,0.68852459
16,1,3,3,2,2,0.107246377
16,1,1,2,2,4,0.307855626
16,1,4,1,0,5,0.362126246
16,1,3,6,4,5,0.451827243
16,1,1,8,3,4,0.259953162
16,1,4,3,4,4,0.225913621
16,1,2,4,1,1,0.857142857
16,1,3,4,4,5,0.26746988
16,1,2,2,2,4,0.204402516
16,1,3,8,4,5,0.204334365
16,1,2,3,3,3,0.169435216
16,1,4,4,3,4,0.205980066
16,1,2,2,4,4,0.366071429
16,1,3,3,4,4,0.051671733
16,1,4,2,4,5,0.509933775
16,1,2,2,3,5,0.463414634
16,1,4,8,4,5,0.35347432
16,1,2,3,1,1,0.286956522
16,1,1,2,3,5,0.138586957
16,1,2,8,2,2,0.543417367
16,1,1,6,3,5,0.402597403
16,1,2,6,2,3,0.692063492
16,1,4,6,3,4,0.490625
16,1,3,6,1,2,0.315420561
16,1,1,8,4,5,0.728971963
16,1,2,8,4,5,0.710601719
16,1,4,8,2,4,0.754874652
16,1,1,4,4,5,0.734939759
16,1,3,3,1,2,0.349673203
16,1,4,3,1,1,0.535714286
16,1,3,8,3,5,0.163636364
16,1,2,3,2,2,0.242524917
16,1,3,4,2,3,0.06744868
16,1,1,4,1,3,0.205955335
16,1,4,8,3,5,0.608552632
16,1,3,4,3,4,0.537530266
16,1,4,2,2,4,0.550595238
16,1,1,8,1,3,0.432717678
16,1,3,2,2,4,0.388888889
16,1,2,6,3,4,0.611675127
16,1,4,6,1,3,0.392026578
16,1,3,6,3,4,0.407854985
16,1,2,3,4,4,0.287634409
16,1,4,3,2,3,0.558282209
16,1,2,2,1,4,0.344497608
16,1,1,3,2,3,0.334951456
16,1,4,2,1,4,0.325581395
16,1,2,1,0,5,0.224438903
16,1,4,6,4,5,0.349845201
16,1,1,2,1,4,0.119601329
16,1,4,2,3,4,0.379146919
16,1,2,8,1,3,0.554123711
16,1,1,4,3,4,0.350132626
16,1,4,3,3,3,0.36
16,1,1,3,4,4,0.119096509
16,1,2,6,4,5,0.528784648
16,1,4,6,2,3,0.547400612
16,1,1,8,2,3,0.489361702
16,1,3,2,4,5,0.275747508
16,1,1,1,0,5,0.330788804
16,1,2,4,3,4,0.365853659
16,1,3,8,1,3,0.534772182
16,1,1,4,2,3,0.567924528
16,1,3,2,3,5,0.351190476
16,1,1,3,1,2,0.275747508
16,1,4,8,1,3,0.632603406
17,1,2,6,4,5,0.605960265
17,1,3,2,3,5,0.415816327
17,1,1,4,4,4,0.774647887
17,1,3,8,1,1,0.711246201
17,1,2,6,3,3,0.453488372
17,1,1,3,2,1,0.582554517
17,1,4,6,2,1,0.764150943
17,1,2,3,4,4,0.578947368
17,1,1,3,4,4,0.462616822
17,1,4,6,1,1,0.713665944
17,1,3,6,3,3,0.259259259
17,1,1,8,4,4,0.273195876
17,1,4,8,3,4,0.686468647
17,1,2,8,1,1,0.255747126
17,1,1,2,1,2,0.281179138
17,1,2,3,2,1,0.209302326
17,1,1,1,0,5,0.485119048
17,1,3,3,1,1,0.415282392
17,1,4,3,3,3,0.411960133
17,1,1,8,2,3,0.630541872
17,1,3,2,2,3,0.163141994
17,1,2,8,4,4,0.773584906
17,1,4,3,2,1,0.344051447
17,1,1,4,2,2,0.556016598
17,1,4,8,1,2,0.524390244
17,1,1,8,1,2,0.531135531
17,1,4,2,2,3,0.460559796
17,1,2,4,3,3,0.751054852
17,1,4,3,1,1,0.219269103
17,1,2,2,1,2,0.388535032
17,1,4,2,3,4,0.470308789
17,1,3,4,3,3,0.529126214
17,1,4,2,1,2,0.484210526
17,1,1,3,1,1,0.338870432
17,1,3,8,3,3,0.756660746
17,1,2,1,0,4,0.405479452
17,1,1,4,1,2,0.559395248
17,1,4,8,2,3,0.743589744
17,1,3,2,4,5,0.321192053
17,1,4,6,4,5,0.580808081
17,1,1,4,3,4,0.431578947
17,1,3,4,2,2,0.53820598
17,1,1,8,3,4,0.25
17,1,2,2,4,4,0.540275049
17,1,3,1,0,5,0.368421053
17,1,1,6,2,3,0.59469697
17,1,2,2,2,2,0.377232143
17,1,3,6,2,2,0.663551402
17,1,4,4,4,4,0.354929577
17,1,3,8,4,4,0.293375394
17,1,4,4,1,2,0.609336609
17,1,2,4,1,1,0.658031088
17,1,4,3,4,3,0.29154519
17,1,2,4,4,4,0.477211796
17,1,3,6,1,2,0.631921824
17,1,2,3,1,1,0.253968254
17,1,3,3,3,3,0.32967033
17,1,2,2,3,4,0.536873156
17,1,3,8,2,3,0.617824773
17,1,4,6,3,3,0.482926829
17,1,3,3,2,2,0.4169279
17,1,1,2,4,4,0.273529412
17,1,2,6,2,2,0.548286604
17,1,3,4,1,1,0.683823529
17,1,1,2,3,5,0.133495146
17,1,2,8,2,3,0.335423197
17,1,3,3,4,3,0.160883281
17,1,4,4,3,4,0.606153846
17,1,1,6,3,4,0.537313433
17,1,2,3,3,3,0.336391437
17,1,1,3,3,3,0.209302326
17,1,2,8,3,4,0.706935123
17,1,3,6,4,4,0.483679525
17,1,4,1,0,5,0.383259912
17,1,3,4,4,4,0.46105919
17,1,1,2,2,3,0.456359102
17,1,4,4,2,2,0.463483146
17,1,3,2,1,2,0.213592233
17,1,4,8,4,4,0.312292359
17,1,2,4,2,2,0.597087379
17,1,1,6,4,4,0.425249169
17,1,4,2,4,4,0.348837209
17,1,2,6,1,1,0.236979167
17,1,1,6,1,2,0.727574751
18,1,4,4,1,2,0.832835821
18,1,1,2,2,4,0.72070626
18,1,3,3,3,1,0.655270655
18,1,2,3,1,1,0.733830846
18,1,1,6,1,1,0.554817276
18,1,3,6,1,1,0.758713137
18,1,1,2,4,5,0.561461794
18,1,4,4,4,5,0.762626263
18,1,3,4,4,5,0.796526055
18,1,2,4,2,3,0.396166134
18,1,3,3,4,3,0.498402556
18,1,1,3,3,3,0.560693642
18,1,4,1,0,4,0.705741627
18,1,2,8,2,4,0.697959184
18,1,3,1,0,4,0.501144165
18,1,1,8,3,4,0.757303371
18,1,3,4,1,2,0.493630573
18,1,2,6,2,2,0.65408805
18,1,4,8,4,3,0.798728814
18,1,2,8,3,4,0.66568915
18,1,3,6,4,4,0.668555241
18,1,4,6,3,4,0.770935961
18,1,2,4,1,1,0.854651163
18,1,1,2,3,3,0.768707483
18,1,3,8,2,2,0.785016287
18,1,4,2,4,4,0.635316699
18,1,1,6,2,3,0.70694864
18,1,2,3,3,3,0.406727829
18,1,3,3,2,2,0.442675159
18,1,4,4,3,3,0.757731959
18,1,2,2,2,4,0.642424242
18,1,3,6,2,2,0.840108401
18,1,1,6,3,4,0.699316629
18,1,2,4,4,4,0.684971098
18,1,3,2,1,4,0.491935484
18,1,2,2,4,5,0.409495549
18,1,4,4,2,2,0.683035714
18,1,1,6,4,4,0.576146789
18,1,2,6,1,1,0.818731118
18,1,4,3,4,3,0.705501618
18,1,2,2,3,5,0.440340909
18,1,3,8,4,5,0.771604938
18,1,3,4,2,2,0.677631579
18,1,2,6,4,5,0.709497207
18,1,3,8,3,5,0.694352159
18,1,2,4,3,3,0.40599455
18,1,4,2,2,3,0.617021277
18,1,2,3,4,4,0.495798319
18,1,3,2,4,5,0.574229692
18,1,4,2,1,3,0.644257703
18,1,1,4,4,4,0.495327103
18,1,4,8,1,2,0.854304636
18,1,2,1,0,5,0.458823529
18,1,4,3,2,1,0.598006645
18,1,1,8,1,2,0.445141066
18,1,3,8,1,1,0.813953488
18,1,4,3,3,3,0.75872093
18,1,2,8,1,2,0.291907514
18,1,1,4,3,5,0.684210526
18,1,4,8,3,5,0.726368159
18,1,1,2,1,3,0.791540785
18,1,4,2,3,4,0.570063694
18,1,3,3,1,1,0.40247678
18,1,1,3,1,1,0.686084142
18,1,4,6,4,5,0.553191489
18,1,2,8,4,5,0.514124294
18,1,1,3,4,4,0.372093023
18,1,2,2,1,3,0.452722063
18,1,1,8,2,3,0.619186047
18,1,4,8,2,2,0.636942675
18,1,3,6,3,3,0.617910448
18,1,1,4,1,2,0.870056497
18,1,3,2,3,4,0.46179402
18,1,4,3,1,1,0.504983389
18,1,1,4,2,2,0.612121212
18,1,4,6,2,3,0.796407186
18,1,3,2,2,3,0.725433526
18,1,4,6,1,2,0.566860465
18,1,1,3,2,2,0.388198758
18,1,3,4,3,4,0.75
18,1,1,8,4,4,0.705014749
18,1,2,3,2,2,0.51552795
18,1,1,1,0,5,0.320754717
18,1,2,6,3,3,0.377643505
19,1,1,2,1,3,0.284634761
19,1,2,8,1,2,0.55
19,1,3,8,3,5,0.652173913
19,1,1,4,3,5,0.344117647
19,1,2,6,3,4,0.57278481
19,1,1,8,2,4,0.439189189
19,1,4,3,3,4,0.653104925
19,1,1,3,1,1,0.434679335
19,1,4,3,2,2,0.54796748
19,1,3,6,3,5,0.60625
19,1,1,3,2,3,0.541528239
19,1,4,8,2,4,0.510703364
19,1,3,3,1,2,0.280898876
19,1,1,8,4,5,0.342672414
19,1,2,6,4,5,0.472081218
19,1,4,6,2,3,0.485645933
19,1,3,4,2,3,0.168141593
19,1,4,6,4,5,0.18579235
19,1,2,4,3,3,0.577903683
19,1,1,4,4,5,0.490566038
19,1,3,4,3,4,0.486068111
19,1,1,8,1,3,0.398706897
19,1,4,8,1,2,0.564920273
19,1,1,4,2,2,0.345454545
19,1,2,3,2,1,0.183585313
19,1,3,2,4,5,0.146750524
19,1,2,1,0,5,0.432360743
19,1,4,6,1,1,0.724675325
19,1,2,8,4,4,0.395454545
19,1,4,2,3,3,0.217391304
19,1,2,3,4,3,0.361185984
19,1,3,8,1,2,0.273567468
19,1,4,8,3,3,0.640378549
19,1,3,2,2,4,0.108108108
19,1,4,2,1,3,0.611285266
19,1,3,2,3,4,0.315384615
19,1,1,4,1,2,0.571675302
19,1,4,3,1,1,0.446540881
19,1,2,2,1,3,0.306501548
19,1,1,1,0,4,0.221388368
19,1,4,2,2,3,0.550458716
19,1,1,3,4,3,0.341666667
19,1,2,8,2,3,0.7625
19,1,3,8,2,3,0.51875
19,1,1,6,4,4,0.362869198
19,1,2,4,4,3,0.705298013
19,1,4,3,4,2,0.376470588
19,1,2,3,3,3,0.497572816
19,1,4,8,4,5,0.573529412
19,1,1,3,3,4,0.324200913
19,1,3,1,0,5,0.113496933
19,1,1,6,2,2,0.428184282
19,1,4,4,2,1,0.491183879
19,1,3,3,3,3,0.11627907
19,1,2,2,2,4,0.485049834
19,1,4,1,0,5,0.365853659
19,1,2,6,2,2,0.140142518
19,1,3,6,1,3,0.285714286
19,1,1,2,4,5,0.294710327
19,1,4,6,3,4,0.609836066
19,1,3,6,2,2,0.689552239
19,1,1,6,3,4,0.610354223
19,1,4,4,1,2,0.583850932
19,1,3,3,4,4,0.104477612
19,1,2,6,1,1,0.687707641
19,1,1,8,3,4,0.503012048
19,1,2,3,1,1,0.274193548
19,1,4,2,4,5,0.545189504
19,1,3,6,4,5,0.117824773
19,1,4,4,4,4,0.547752809
19,1,1,2,2,4,0.32195122
19,1,2,2,4,3,0.320430108
19,1,3,4,4,4,0.080645161
19,1,2,4,2,2,0.428904429
19,1,3,8,4,3,0.197647059
19,1,1,6,1,2,0.095923261
19,1,2,2,3,4,0.457920792
19,1,3,2,1,3,0.025236593
19,1,2,8,3,3,0.553623188
19,1,1,2,3,3,0.231884058
19,1,4,4,3,4,0.45505618
19,1,3,4,1,2,0.066037736
19,1,2,4,1,1,0.609004739
19,1,3,3,2,2,0.111553785
20,1,3,8,2,3,0.621065375
20,1,1,2,2,5,0.602965404
20,1,2,2,4,5,0.622688039
20,1,4,4,4,5,0.532724505
20,1,2,8,3,3,0.717607973
20,1,3,3,2,1,0.560679612
20,1,2,4,2,2,0.482219061
20,1,1,3,3,3,0.476274165
20,1,4,4,1,3,0.458544839
20,1,2,4,1,1,0.652818991
20,1,1,6,2,4,0.54377312
20,1,3,4,4,5,0.699507389
20,1,2,2,3,5,0.643564356
20,1,4,6,3,4,0.675306958
20,1,3,8,4,4,0.503030303
20,1,4,3,4,4,0.482608696
20,1,2,8,2,2,0.428571429
20,1,3,6,1,1,0.642458101
20,1,2,6,2,1,0.603839442
20,1,4,8,4,5,0.523755656
20,1,1,6,3,4,0.508413462
20,1,4,4,2,1,0.709551657
20,1,1,6,1,1,0.558858502
20,1,4,4,3,2,0.578846154
20,1,2,3,1,1,0.849246231
20,1,4,1,0,5,0.571005917
20,1,3,6,4,5,0.415384615
20,1,2,3,3,2,0.481595092
20,1,3,1,0,5,0.515695067
20,1,2,2,2,4,0.527070064
20,1,3,3,3,2,0.575
20,1,4,2,4,5,0.486322188
20,1,1,6,4,4,0.370741483
20,1,3,2,1,2,0.454783748
