Participant,DoF,Contents,Codecs,Bitrates,Scores,Motion
20,1,2,4,4,5,0.466057441
20,1,1,8,3,4,0.410550459
20,1,3,3,4,3,0.622030238
20,1,1,2,3,4,0.466936572
20,1,3,4,1,1,0.50166113
20,1,2,6,1,1,0.746875
20,1,3,6,2,2,0.474437628
20,1,1,2,4,5,0.225526642
20,1,4,8,1,2,0.675630252
20,1,1,4,3,4,0.440340909
20,1,2,8,1,2,0.532915361
20,1,3,4,3,3,0.383986928
20,1,1,4,4,4,0.580385852
20,1,4,6,2,2,0.476082005
20,1,1,3,4,4,0.44637224
20,1,3,3,1,1,0.710280374
20,1,4,8,3,5,0.490467938
20,1,3,8,1,2,0.403278689
20,1,2,2,1,3,0.54812099
20,1,1,4,2,2,0.308641975
20,1,2,3,4,3,0.46031746
20,1,1,4,1,2,0.525993884
20,1,3,6,3,3,0.48245614
20,1,2,3,2,2,0.844512195
20,1,1,8,2,3,0.50363901
20,1,2,6,4,4,0.666184971
20,1,4,3,1,1,0.743093923
20,1,2,4,3,2,0.589583333
20,1,4,2,2,3,0.487987988
20,1,2,6,3,3,0.254620123
20,1,4,2,1,2,0.546409807
20,1,1,1,0,5,0.362002567
20,1,3,2,3,5,0.602794411
20,1,4,3,2,2,0.580275229
20,1,2,1,0,5,0.442645074
20,1,1,2,1,3,0.497159091
20,1,4,2,3,4,0.443828017
20,1,3,4,2,1,0.475716065
20,1,1,3,1,1,0.684385382
20,1,3,2,4,4,0.680529301
20,1,1,3,2,2,0.534441805
20,1,4,8,2,2,0.603585657
20,1,3,2,2,3,0.525672372
20,1,4,6,4,4,0.542600897
20,1,2,8,4,4,0.578347578
20,1,1,8,4,3,0.280653951
20,1,4,3,3,2,0.538057743
20,1,1,8,1,2,0.751633987
20,1,3,8,3,3,0.694352159
20,1,4,6,1,2,0.63803681
21,1,2,3,4,4,0.20383693
21,1,3,2,3,5,0.335443038
21,1,1,8,1,1,0.199335548
21,1,4,8,3,5,0.768211921
21,1,1,1,0,5,0.222591362
21,1,2,4,3,2,0.174454829
21,1,4,2,1,2,0.327102804
21,1,3,3,1,1,0.42192691
21,1,4,8,1,1,0.565625
21,1,1,4,2,2,0.401993355
21,1,2,6,3,3,0.165562914
21,1,4,2,3,4,0.378737542
21,1,2,2,1,3,0.271393643
21,1,3,2,2,4,0.429032258
21,1,4,6,2,2,0.129568106
21,1,3,4,3,4,0.225913621
21,1,1,3,1,1,0.295731707
21,1,2,8,1,3,0.304075235
21,1,4,2,2,3,0.28852459
21,1,2,1,0,5,0.243902439
21,1,1,8,4,4,0.34551495
21,1,4,8,2,3,0.162079511
21,1,2,8,4,3,0.272425249
21,1,3,4,2,1,0.15282392
21,1,4,3,1,1,0.159292035
21,1,1,4,4,3,0.156146179
21,1,3,8,1,3,0.294670846
21,1,2,3,2,1,0.155629139
21,1,1,4,3,4,0.129568106
21,1,3,2,4,4,0.275747508
21,1,1,3,4,4,0.101973684
21,1,4,6,4,4,0.333333333
21,1,1,8,2,2,0.319892473
21,1,4,3,3,3,0.098765432
21,1,1,2,1,4,0.564814815
21,1,4,6,1,2,0.167213115
21,1,3,6,3,4,0.156923077
21,1,4,3,2,1,0.201986755
21,1,1,4,1,2,0.400662252
21,1,2,6,4,3,0.213114754
21,1,3,8,3,4,0.214925373
21,1,1,3,2,2,0.49833887
21,1,3,4,4,4,0.569579288
21,1,4,8,4,4,0.455149502
21,1,1,2,2,4,0.203883495
21,1,4,2,4,5,0.389067524
21,1,2,4,4,4,0.435215947
21,1,3,6,2,2,0.219269103
21,1,2,3,1,1,0.279069767
21,1,4,4,1,2,0.411960133
21,1,2,3,3,3,0.272131148
21,1,1,2,4,5,0.470031546
21,1,3,3,4,3,0.262458472
21,1,2,2,2,4,0.38961039
21,1,3,8,4,4,0.422712934
21,1,2,6,1,2,0.367283951
21,1,1,2,3,5,0.724252492
21,1,4,6,3,3,0.336419753
21,1,2,6,2,2,0.518032787
21,1,1,8,3,4,0.314641745
21,1,3,3,2,2,0.355481728
21,1,4,3,4,3,0.216374269
21,1,3,6,1,2,0.212418301
21,1,2,2,4,5,0.508305648
21,1,4,4,4,4,0.438538206
21,1,1,3,3,3,0.408637874
21,1,2,4,2,1,0.365448505
21,1,4,1,0,5,0.136627907
21,1,3,1,0,5,0.156050955
21,1,4,4,2,1,0.710610932
21,1,1,6,2,3,0.521875
21,1,2,8,2,2,0.465189873
21,1,3,8,2,2,0.601328904
21,1,2,8,3,3,0.572847682
21,1,3,6,4,4,0.319078947
21,1,4,4,3,4,0.295681063
21,1,1,6,1,3,0.249169435
21,1,2,4,1,1,0.306784661
21,1,3,3,3,3,0.189368771
21,1,1,6,4,4,0.495268139
21,1,3,2,1,5,0.38538206
21,1,1,6,3,4,0.513071895
21,1,3,4,1,1,0.22392638
21,1,2,2,3,4,0.282392027
22,1,2,8,1,2,0.487238979
22,1,1,3,2,2,0.486404834
22,1,2,2,1,3,0.784431138
22,1,3,2,2,5,0.599358974
22,1,1,2,1,4,0.350453172
22,1,4,3,1,1,0.272151899
22,1,3,8,1,2,0.25617284
22,1,1,4,1,1,0.648076923
22,1,2,6,4,5,0.792134831
22,1,3,2,3,5,0.411764706
22,1,2,6,3,4,0.553459119
22,1,4,3,2,2,0.842783505
22,1,1,4,2,2,0.480597015
22,1,2,3,4,4,0.781671159
22,1,4,2,2,4,0.56097561
22,1,1,8,1,4,0.449367089
22,1,3,3,1,1,0.316923077
22,1,1,8,2,4,0.5
22,1,2,1,0,5,0.52681388
22,1,4,6,2,3,0.642857143
22,1,3,8,3,4,0.25
22,1,4,8,2,4,0.834983498
22,1,1,4,3,5,0.382789318
22,1,4,6,1,2,0.613832853
22,1,1,8,4,4,0.299516908
22,1,4,8,1,3,0.609452736
22,1,1,3,1,1,0.55351682
22,1,4,2,3,5,0.415841584
22,1,1,4,4,5,0.627009646
22,1,4,2,1,2,0.338278932
22,1,3,4,3,4,0.308196721
22,1,4,8,3,5,0.275409836
22,1,1,1,0,5,0.339779006
22,1,3,6,3,4,0.157377049
22,1,2,8,4,5,0.470769231
22,1,4,3,3,3,0.325581395
22,1,3,4,2,2,0.188854489
22,1,2,3,2,2,0.581538462
22,1,4,6,4,5,0.490797546
22,1,3,2,4,5,0.388704319
22,1,2,4,3,2,0.342857143
22,1,1,3,4,4,0.285714286
22,1,1,2,3,5,0.541401274
22,1,3,1,0,5,0.303797468
22,1,2,2,2,5,0.371967655
22,1,4,8,4,4,0.56379822
22,1,3,3,3,2,0.335548173
22,1,2,6,1,1,0.455149502
22,1,1,6,2,4,0.712820513
22,1,4,4,3,4,0.253405995
22,1,3,2,1,4,0.295321637
22,1,2,3,3,3,0.306188925
22,1,3,4,4,4,0.301538462
22,1,4,3,4,4,0.732937685
22,1,2,4,1,1,0.522099448
22,1,4,2,4,5,0.732732733
22,1,3,6,2,3,0.416938111
22,1,4,4,2,2,0.624641834
22,1,3,8,4,4,0.373529412
22,1,4,1,0,5,0.396969697
22,1,3,6,1,2,0.291139241
22,1,1,2,4,5,0.306451613
22,1,3,8,2,3,0.182119205
22,1,1,8,3,4,0.783171521
22,1,2,4,4,5,0.303921569
22,1,4,4,4,5,0.576687117
22,1,2,8,2,2,0.471098266
22,1,1,6,1,2,0.230263158
22,1,2,2,4,5,0.553125
22,1,1,3,3,3,0.322259136
22,1,2,2,3,4,0.375
22,1,4,4,1,2,0.566563467
22,1,3,3,4,3,0.287634409
22,1,2,8,3,4,0.409356725
22,1,3,3,2,2,0.142857143
22,1,4,6,3,4,0.40952381
22,1,3,6,4,4,0.309210526
22,1,2,6,2,3,0.419753086
22,1,3,4,1,1,0.167763158
22,1,1,6,4,4,0.332298137
22,1,2,4,2,1,0.398176292
22,1,1,2,2,5,0.397476341
22,1,2,3,1,1,0.535714286
22,1,1,6,3,4,0.549668874
23,1,3,4,3,5,0.332225914
23,1,2,3,4,5,0.655688623
23,1,1,4,1,1,0.44648318
23,1,2,1,0,5,0.601073345
23,1,1,4,2,1,0.412256267
23,1,4,3,1,1,0.450980392
23,1,3,3,1,1,0.38410596
23,1,4,8,1,3,0.52661597
23,1,3,4,2,2,0.181034483
23,1,1,2,1,5,0.595121951
23,1,2,6,4,5,0.689578714
23,1,4,6,1,2,0.409836066
23,1,1,8,4,5,0.591549296
23,1,3,8,1,2,0.653005464
23,1,4,8,3,5,0.621242485
23,1,2,3,2,3,0.473029046
23,1,1,3,1,1,0.406332454
23,1,4,8,2,4,0.432048682
23,1,2,4,3,3,0.598627787
23,1,4,2,1,4,0.5
23,1,3,6,3,5,0.534759358
23,1,2,6,3,5,0.670658683
23,1,1,3,2,2,0.459566075
23,1,3,2,3,5,0.37260274
23,1,1,4,4,5,0.441860465
23,1,3,2,4,5,0.499017682
23,1,2,8,1,2,0.311518325
23,1,4,6,4,5,0.654255319
23,1,1,8,2,5,0.258160237
23,1,4,2,3,5,0.588235294
23,1,3,8,3,5,0.345419847
23,1,1,3,4,5,0.378132118
23,1,4,2,2,4,0.377643505
23,1,1,1,0,5,0.400437637
23,1,2,8,4,5,0.419117647
23,1,4,3,3,4,0.31626506
23,1,1,4,3,5,0.413857678
23,1,4,6,2,4,0.75794621
23,1,2,2,1,4,0.371158392
23,1,3,2,2,4,0.450127877
23,1,4,3,2,2,0.205633803
23,1,1,8,1,2,0.35483871
23,1,4,6,3,5,0.783333333
23,1,2,4,4,5,0.511961722
23,1,3,3,3,4,0.600790514
23,1,1,6,3,5,0.637931034
23,1,2,8,2,2,0.36196319
23,1,4,2,4,5,0.438538206
23,1,2,3,1,1,0.55888651
23,1,3,8,4,5,0.434673367
23,1,4,1,0,5,0.459770115
23,1,2,2,4,4,0.374603175
23,1,1,6,2,3,0.415584416
23,1,3,6,4,5,0.477272727
23,1,2,2,3,4,0.347826087
23,1,3,6,2,3,0.374592834
23,1,1,6,4,5,0.672897196
23,1,2,2,2,4,0.555944056
23,1,4,4,1,2,0.487096774
23,1,3,8,2,3,0.728915663
23,1,1,2,2,5,0.274052478
23,1,2,3,3,4,0.557823129
23,1,1,2,4,4,0.414215686
23,1,3,6,1,2,0.271144279
23,1,2,6,2,2,0.552238806
23,1,3,3,2,3,0.368421053
23,1,4,4,2,1,0.409375
23,1,2,4,1,1,0.46701847
23,1,1,8,3,5,0.536523929
23,1,2,8,3,3,0.642384106
23,1,1,3,3,4,0.461971831
23,1,3,4,1,1,0.288343558
23,1,4,4,4,5,0.479418886
23,1,3,1,0,5,0.644117647
23,1,4,4,3,3,0.360110803
23,1,2,4,2,2,0.473846154
23,1,4,8,4,5,0.567669173
23,1,1,2,3,4,0.613122172
23,1,3,2,1,3,0.498721228
23,1,2,6,1,1,0.206128134
23,1,4,3,4,5,0.561461794
23,1,3,4,4,5,0.489028213
23,1,1,6,1,3,0.440162272
23,1,3,3,4,4,0.503225806
24,1,2,2,4,5,0.481958763
24,1,3,1,0,5,0.264516129
24,1,2,8,3,5,0.405797101
24,1,4,1,0,5,0.175724638
24,1,2,2,3,5,0.28042328
24,1,4,3,4,4,0.173824131
24,1,3,2,1,4,0.117962466
24,1,1,3,3,3,0.128930818
24,1,4,6,3,3,0.123867069
24,1,1,6,1,2,0.109034268
24,1,4,4,2,1,0.495327103
24,1,2,4,1,1,0.624584718
24,1,4,2,4,4,0.176229508
24,1,1,2,4,5,0.125581395
24,1,2,2,2,4,0.161764706
24,1,3,8,4,4,0.190163934
24,1,4,8,4,4,0.111764706
24,1,1,6,2,3,0.310030395
24,1,2,6,1,1,0.264615385
24,1,3,3,4,4,0.567757009
24,1,2,6,2,3,0.209876543
24,1,3,4,4,4,0.403292181
24,1,4,4,1,2,0.426332288
24,1,3,4,1,2,0.25566343
24,1,2,4,4,4,0.086513995
24,1,3,6,2,3,0.404040404
24,1,2,3,3,3,0.41955836
24,1,3,6,4,4,0.136075949
24,1,2,8,2,2,0.191950464
24,1,1,6,3,4,0.373493976
24,1,3,3,3,3,0.710191083
24,1,1,6,4,4,0.391691395
24,1,2,3,1,1,0.171253823
24,1,3,8,2,3,0.239130435
24,1,1,2,2,5,0.389189189
24,1,3,3,2,3,0.132890365
24,1,1,8,3,4,0.164086687
24,1,4,4,3,3,0.242690058
24,1,1,2,3,5,0.069767442
24,1,4,4,4,4,0.203647416
24,1,2,4,2,2,0.188679245
24,1,3,6,1,3,0.133333333
24,1,2,4,3,3,0.279069767
24,1,4,8,2,4,0.458471761
24,1,2,8,1,2,0.540697674
24,1,4,8,1,2,0.240469208
24,1,1,3,1,1,0.365930599
24,1,3,8,3,4,0.289036545
24,1,1,3,4,4,0.151241535
24,1,3,2,4,5,0.317333333
24,1,1,4,3,4,0.544642857
24,1,3,8,1,2,0.118012422
24,1,2,8,4,4,0.220820189
24,1,1,2,1,5,0.426799007
24,1,4,2,1,3,0.134110787
24,1,2,6,4,4,0.482200647
24,1,4,2,2,4,0.153284672
24,1,3,4,3,3,0.144654088
24,1,2,3,4,4,0.207207207
24,1,4,3,3,3,0.365625
24,1,1,4,4,4,0.24137931
24,1,4,6,1,2,0.275316456
24,1,3,2,2,4,0.033707865
24,1,4,3,2,2,0.072555205
24,1,1,4,1,2,0.427710843
24,1,3,2,3,5,0.319088319
24,1,4,6,4,4,0.117460317
24,1,2,1,0,5,0.241486068
24,1,1,1,0,5,0.161290323
24,1,2,6,3,3,0.105769231
24,1,1,8,2,3,0.221884498
24,1,2,2,1,3,0.108938547
24,1,4,6,2,3,0.679411765
24,1,3,3,1,1,0.788203753
24,1,1,8,1,2,0.312292359
24,1,4,8,3,4,0.620879121
24,1,3,6,3,4,0.172839506
24,1,4,2,3,4,0.546637744
24,1,1,4,2,2,0.463576159
24,1,3,4,2,2,0.2375
24,1,1,3,2,3,0.206349206
24,1,4,3,1,1,0.135646688
24,1,1,8,4,4,0.29787234
24,1,2,3,2,3,0.134375
25,1,4,3,2,2,0.537946429
25,1,2,6,3,5,0.395784543
25,1,1,4,1,2,0.641421947
25,1,4,8,3,5,0.662817552
25,1,3,2,3,5,0.22029703
25,1,4,6,4,4,0.603603604
25,1,1,8,2,3,0.579465541
25,1,3,4,2,1,0.569105691
25,1,4,8,2,3,0.599147122
25,1,1,2,1,4,0.367647059
25,1,2,1,0,5,0.554179567
25,1,3,4,3,3,0.347305389
25,1,1,4,4,4,0.367346939
25,1,3,2,4,4,0.185750636
25,1,4,6,1,2,0.414925373
25,1,3,2,2,3,0.234986945
25,1,2,8,1,1,0.697940503
25,1,1,4,2,1,0.533546326
25,1,2,4,3,3,0.357588358
25,1,1,4,3,3,0.344370861
25,1,3,8,1,2,0.443768997
25,1,1,3,1,1,0.619047619
25,1,4,2,1,3,0.47761194
25,1,3,6,3,3,0.578454333
25,1,1,3,4,3,0.629427793
25,1,4,6,2,3,0.623003195
25,1,3,8,3,3,0.477272727
25,1,1,8,4,4,0.284057971
25,1,2,3,4,4,0.647761194
25,1,1,1,0,5,0.28852459
25,1,4,2,3,4,0.194444444
25,1,2,8,4,4,0.555240793
25,1,4,3,3,3,0.53869969
25,1,2,3,2,1,0.488888889
25,1,4,3,1,1,0.38658147
25,1,3,3,1,1,0.436746988
25,1,2,2,1,3,0.378737542
25,1,1,3,2,1,0.456953642
25,1,4,2,2,3,0.219026549
25,1,1,8,1,2,0.477848101
25,1,2,6,4,4,0.551948052
25,1,4,8,1,3,0.377464789
25,1,4,8,4,4,0.627565982
25,1,1,2,4,5,0.28042328
25,1,3,2,1,3,0.402366864
25,1,2,3,1,1,0.6
25,1,3,4,4,4,0.473520249
25,1,4,1,0,5,0.240072202
25,1,2,2,3,5,0.37254902
25,1,4,4,4,4,0.450980392
25,1,3,6,4,4,0.211838006
25,1,1,2,2,3,0.393548387
25,1,4,2,4,4,0.20935412
25,1,1,8,3,4,0.487012987
25,1,2,6,2,1,0.571895425
25,1,3,4,1,1,0.473354232
25,1,1,6,3,4,0.54340836
25,1,3,8,2,2,0.553672316
25,1,2,4,2,2,0.672897196
25,1,3,6,2,2,0.61827957
25,1,1,6,1,2,0.586206897
25,1,4,4,3,2,0.489296636
25,1,2,3,3,3,0.623762376
25,1,4,6,3,4,0.463949843
25,1,2,4,4,5,0.450581395
25,1,3,3,2,2,0.455974843
25,1,1,6,2,3,0.601265823
25,1,3,1,0,5,0.311764706
25,1,4,4,2,2,0.42
25,1,2,2,4,5,0.319892473
25,1,1,6,4,4,0.355140187
25,1,4,4,1,1,0.6
25,1,1,2,3,5,0.251243781
25,1,3,3,3,3,0.212121212
25,1,2,8,3,4,0.422077922
25,1,3,6,1,2,0.453968254
25,1,2,4,1,1,0.507886435
25,1,4,3,4,4,0.210810811
25,1,3,8,4,4,0.527508091
25,1,2,8,2,2,0.375314861
25,1,3,3,4,3,0.557275542
25,1,2,6,1,1,0.671641791
25,1,1,3,3,3,0.566978193
25,1,2,2,2,4,0.253759398
26,1,1,6,1,2,0.332288401
26,1,2,2,3,5,0.533123028
26,1,3,3,4,3,0.297029703
26,1,2,2,4,4,0.253298153
26,1,4,3,4,3,0.531615925
26,1,2,4,4,4,0.72611465
26,1,4,4,4,4,0.626822157
26,1,3,3,2,1,0.421383648
26,1,4,4,2,1,0.613372093
26,1,1,6,4,4,0.628125
26,1,3,6,4,4,0.527777778
26,1,1,2,3,4,0.422442244
26,1,2,4,1,1,0.219047619
26,1,1,6,2,3,0.222591362
26,1,4,1,0,5,0.561643836
26,1,3,4,4,3,0.716088328
26,1,2,6,1,1,0.293729373
26,1,4,4,1,2,0.166144201
26,1,3,3,3,3,0.051118211
26,1,1,3,3,3,0.508038585
26,1,2,3,1,1,0.316831683
26,1,3,6,2,2,0.554179567
26,1,2,8,3,5,0.234726688
26,1,1,2,2,4,0.430939227
26,1,2,6,2,2,0.682098765
26,1,4,8,4,5,0.495440729
26,1,1,2,4,4,0.286532951
26,1,2,8,2,2,0.588235294
26,1,3,6,1,1,0.793650794
26,1,2,4,2,1,0.4
26,1,3,8,2,3,0.641025641
26,1,2,2,2,4,0.162790698
26,1,1,6,3,5,0.370491803
26,1,3,2,1,3,0.205438066
26,1,4,4,3,4,0.601880878
26,1,3,8,4,4,0.6625387
26,1,2,3,3,3,0.222222222
26,1,3,4,1,2,0.185303514
26,1,4,2,4,5,0.425480769
26,1,3,1,0,5,0.268072289
26,1,1,8,3,4,0.68373494
26,1,4,6,3,3,0.653374233
26,1,4,2,3,5,0.313888889
26,1,2,6,3,3,0.424528302
26,1,4,8,2,3,0.548286604
26,1,1,4,2,2,0.632450331
26,1,2,3,2,1,0.538216561
26,1,3,2,3,5,0.374213836
26,1,2,4,3,3,0.485804416
26,1,4,3,3,3,0.520634921
26,1,3,4,2,2,0.231023102
26,1,1,8,4,4,0.73089701
26,1,3,4,3,3,0.236065574
26,1,4,6,4,4,0.726384365
26,1,3,6,3,3,0.465116279
26,1,1,8,2,3,0.496932515
26,1,2,6,4,5,0.402985075
26,1,1,3,1,1,0.394230769
26,1,2,8,1,2,0.40397351
26,1,1,4,1,2,0.470404984
26,1,4,6,2,3,0.568106312
26,1,1,4,3,5,0.17218543
26,1,4,3,2,1,0.427631579
26,1,1,2,1,4,0.16875
26,1,3,2,2,4,0.189368771
26,1,4,2,2,3,0.295180723
26,1,3,3,1,1,0.138263666
26,1,1,4,4,5,0.42192691
26,1,4,2,1,3,0.298412698
26,1,3,8,3,4,0.521172638
26,1,4,3,1,1,0.294303797
26,1,3,2,4,4,0.096256684
26,1,4,8,1,3,0.362126246
26,1,2,2,1,3,0.168789809
26,1,1,3,2,1,0.205980066
26,1,4,6,1,1,0.458333333
26,1,3,8,1,2,0.530944625
26,1,4,8,3,5,0.50798722
26,1,2,1,0,5,0.42074928
26,1,1,3,4,4,0.44648318
26,1,2,8,4,4,0.521594684
26,1,1,1,0,5,0.256493506
26,1,2,3,4,3,0.345505618
26,1,1,8,1,2,0.709265176
27,1,2,8,4,5,0.631790744
27,1,4,6,1,3,0.503480278
27,1,1,4,1,2,0.312364425
27,1,2,6,4,5,0.574257426
27,1,1,4,3,4,0.130208333
27,1,3,2,4,5,0.321266968
27,1,4,2,2,4,0.278481013
27,1,3,3,1,1,0.627151052
27,1,1,8,2,4,0.535377358
27,1,4,2,1,3,0.326241135
27,1,1,3,1,1,0.388412017
27,1,2,3,2,2,0.464968153
27,1,1,3,2,2,0.359673025
27,1,4,6,2,2,0.383098592
27,1,1,4,4,3,0.52173913
27,1,4,6,4,3,0.380327869
27,1,3,8,1,2,0.5
27,1,2,8,1,2,0.586111111
27,1,1,8,4,3,0.588059701
27,1,3,4,2,2,0.52259887
27,1,2,4,3,3,0.70766129
27,1,1,1,0,5,0.491891892
27,1,4,3,1,1,0.448071217
27,1,3,8,3,3,0.298701299
27,1,2,6,3,4,0.40247678
27,1,4,8,3,3,0.312169312
27,1,2,3,4,2,0.209366391
27,1,1,3,4,3,0.396907216
27,1,3,4,3,2,0.579234973
27,1,1,4,2,2,0.524940618
27,1,4,2,3,4,0.356020942
27,1,3,2,3,5,0.173633441
27,1,2,1,0,5,0.34551495
27,1,4,8,2,3,0.23655914
27,1,2,2,1,3,0.417391304
27,1,4,3,2,2,0.317204301
27,1,3,2,2,4,0.171581769
27,1,4,8,1,3,0.361643836
27,1,1,2,1,4,0.239393939
27,1,4,3,3,3,0.558479532
27,1,3,6,3,3,0.40546697
27,1,1,8,1,3,0.57027027
27,1,2,4,1,2,0.5
27,1,4,4,3,4,0.318936877
27,1,3,1,0,5,0.345794393
27,1,4,4,1,3,0.482758621
27,1,2,2,3,5,0.446745562
27,1,3,8,2,3,0.272425249
27,1,2,8,2,2,0.527439024
27,1,4,6,3,4,0.554054054
27,1,2,2,2,5,0.415019763
27,1,4,8,4,3,0.449086162
27,1,3,3,3,3,0.391304348
27,1,1,6,1,3,0.509641873
27,1,2,8,3,4,0.477876106
27,1,3,4,4,3,0.488023952
27,1,1,2,2,4,0.192810458
27,1,4,1,0,5,0.329519451
27,1,1,2,4,4,0.244791667
27,1,3,6,4,3,0.281818182
27,1,2,3,3,3,0.314814815
27,1,4,3,4,3,0.411267606
27,1,1,3,3,3,0.153605016
27,1,2,4,4,4,0.388724036
27,1,3,2,1,3,0.225895317
27,1,2,2,4,4,0.23943662
27,1,3,8,4,3,0.523316062
27,1,1,6,2,4,0.431421446
27,1,3,6,2,2,0.337209302
27,1,2,3,1,1,0.591054313
27,1,3,3,2,2,0.299382716
27,1,2,6,1,1,0.273182957
27,1,1,2,3,4,0.30794702
27,1,2,4,2,2,0.215873016
27,1,4,4,4,3,0.480555556
27,1,2,6,2,3,0.562340967
27,1,3,3,4,3,0.381538462
27,1,1,6,4,4,0.226299694
27,1,3,4,1,1,0.241830065
27,1,4,4,2,2,0.221518987
27,1,3,6,1,2,0.303125
27,1,1,8,3,3,0.507462687
27,1,4,2,4,4,0.416149068
27,1,1,6,3,2,0.174927114
28,1,4,3,4,4,0.467048711
28,1,2,4,1,1,0.835260116
28,1,1,6,3,5,0.762430939
28,1,3,6,2,3,0.445182724
28,1,1,2,2,4,0.265463918
28,1,4,4,2,1,0.720496894
28,1,3,8,2,4,0.351898734
28,1,2,3,3,3,0.411960133
28,1,3,4,4,5,0.22923588
28,1,4,4,3,2,0.667673716
28,1,2,4,2,3,0.337423313
28,1,4,6,3,5,0.399515738
28,1,1,6,4,5,0.63826087
28,1,3,2,1,4,0.518427518
28,1,1,2,3,5,0.254901961
28,1,4,1,0,5,0.427109974
28,1,2,6,2,3,0.442771084
28,1,1,6,1,3,0.470588235
28,1,3,8,4,4,0.547683924
28,1,4,2,4,4,0.716171617
28,1,2,8,2,3,0.389972145
28,1,3,3,4,4,0.326923077
28,1,2,6,1,1,0.692556634
28,1,1,3,3,3,0.392739274
28,1,2,3,1,1,0.338870432
28,1,3,3,2,2,0.109014675
28,1,4,4,4,5,0.407643312
28,1,2,2,3,5,0.369281046
28,1,4,8,4,4,0.45308311
28,1,3,4,1,2,0.322259136
28,1,1,6,2,3,0.569405099
28,1,2,2,2,4,0.265780731
28,1,4,4,1,2,0.303030303
28,1,2,4,4,5,0.245847176
28,1,3,3,3,3,0.322259136
28,1,2,2,4,4,0.290419162
28,1,3,6,1,2,0.195439739
28,1,1,2,4,5,0.168091168
28,1,3,6,4,5,0.274691358
28,1,1,8,3,4,0.48603352
28,1,2,8,3,5,0.589583333
28,1,3,1,0,5,0.549668874
28,1,2,6,4,4,0.564792176
28,1,4,6,4,5,0.557275542
28,1,1,2,1,3,0.663522013
28,1,2,6,3,4,0.390804598
28,1,3,8,1,2,0.303514377
28,1,1,4,2,2,0.618421053
28,1,4,8,2,3,0.692695214
28,1,2,3,2,2,0.658227848
28,1,3,4,2,2,0.507462687
28,1,1,4,1,2,0.801608579
28,1,4,3,1,1,0.432024169
28,1,1,3,1,1,0.253918495
28,1,4,2,2,4,0.35828877
28,1,3,4,3,5,0.19269103
28,1,4,2,3,5,0.488764045
28,1,1,3,2,3,0.202657807
28,1,4,8,3,5,0.554054054
28,1,3,3,1,1,0.588039867
28,1,4,3,2,2,0.451086957
28,1,3,2,3,5,0.173366834
28,1,1,8,4,5,0.668789809
28,1,3,6,3,4,0.435215947
28,1,4,6,2,3,0.445182724
28,1,2,8,4,5,0.35483871
28,1,4,2,1,3,0.479768786
28,1,1,4,3,4,0.34551495
28,1,2,8,1,2,0.288753799
28,1,4,3,3,3,0.412307692
28,1,1,4,4,5,0.47029703
28,1,4,6,1,2,0.726443769
28,1,2,4,3,3,0.504854369
28,1,1,8,2,3,0.57918552
28,1,3,2,4,5,0.150943396
28,1,1,3,4,5,0.192926045
28,1,3,8,3,5,0.328402367
28,1,2,1,0,5,0.441860465
28,1,4,8,1,3,0.464516129
28,1,2,3,4,4,0.485049834
28,1,1,8,1,2,0.528528529
28,1,3,2,2,4,0.200636943
28,1,2,2,1,4,0.269444444
28,1,1,1,0,5,0.157738095
29,1,4,3,1,1,0.069767442
29,1,1,2,1,3,0.086065574
29,1,2,6,4,4,0.378923767
29,1,4,2,3,4,0.438848921
29,1,1,4,1,2,0.415697674
29,1,3,8,1,3,0.281437126
29,1,1,1,0,5,0.067833698
29,1,3,2,2,4,0.082352941
29,1,4,2,1,2,0.085051546
29,1,2,3,4,3,0.049095607
29,1,1,8,2,3,0.604651163
29,1,2,4,3,2,0.533152909
29,1,1,4,4,4,0.651162791
29,1,3,4,2,1,0.581395349
29,1,2,8,4,3,0.663934426
29,1,4,3,3,2,0.392156863
29,1,1,8,4,4,0.079470199
29,1,4,8,2,2,0.159827214
29,1,2,3,2,1,0.075208914
29,1,4,6,2,2,0.109467456
29,1,2,1,0,5,0.12849162
29,1,4,6,4,4,0.360691145
29,1,1,3,1,1,0.540059347
29,1,3,3,1,1,0.075376884
29,1,1,3,2,2,0.141689373
29,1,3,2,4,5,0.040723982
29,1,1,4,3,4,0.511961722
29,1,4,8,3,3,0.472897196
29,1,3,4,3,2,0.352941176
29,1,2,2,1,2,0.478021978
29,1,4,6,1,1,0.299003322
29,1,1,3,4,3,0.110056926
29,1,3,8,3,4,0.543478261
29,1,2,8,1,1,0.631229236
29,1,4,2,2,2,0.282352941
29,1,3,6,3,3,0.434322034
29,1,1,4,2,1,0.443627451
29,1,4,3,2,1,0.64619883
29,1,2,6,3,2,0.635761589
29,1,4,8,1,1,0.233695652
29,1,3,2,3,5,0.192771084
29,1,1,8,1,2,0.077151335
29,1,1,3,3,2,0.067055394
29,1,4,8,4,3,0.134796238
29,1,2,8,3,2,0.448484848
29,1,3,3,2,1,0.117647059
29,1,4,6,3,2,0.094224924
29,1,2,2,2,3,0.365448505
29,1,4,4,1,1,0.144615385
29,1,3,4,1,1,0.018348624
29,1,1,2,3,4,0.089397089
29,1,2,4,4,4,0.260752688
29,1,4,4,4,4,0.188118812
29,1,3,6,1,1,0.398089172
29,1,1,6,3,3,0.400887574
