DoF,Content,Codec,Rate,DMOS,CILow,CIHigh,HRScore,HRCILow,HRCIHigh
2,1,2,1,2.19230769230769,1.6811534866391,2.70346189797629,3.92307692307692,3.4531093323371,4.39304451381674
2,1,1,2,3.26923076923077,2.69168146613705,3.84678007232449,3.92307692307692,3.4531093323371,4.39304451381674
2,1,2,2,3.03846153846154,2.45057496202075,3.62634811490232,3.92307692307692,3.4531093323371,4.39304451381674
2,1,1,3,4.19230769230769,3.57688827661532,4.80772710800006,3.92307692307692,3.4531093323371,4.39304451381674
2,1,2,3,4.03846153846154,3.47321127232012,4.60371180460296,3.92307692307692,3.4531093323371,4.39304451381674
2,1,1,4,4.80769230769231,4.4116272013936,5.20375741399102,3.92307692307692,3.4531093323371,4.39304451381674
2,1,2,4,4.69230769230769,4.22448119512105,5.16013418949433,3.92307692307692,3.4531093323371,4.39304451381674
2,2,1,1,3.03846153846154,2.49679272822172,3.58013034870136,4.26923076923077,3.91604372188408,4.62241781657746
2,2,2,1,1.96153846153846,1.52680400644968,2.39627291662725,4.26923076923077,3.91604372188408,4.62241781657746
2,2,1,2,3.23076923076923,2.67922812741026,3.7823103341282,4.26923076923077,3.91604372188408,4.62241781657746
2,2,2,2,3,2.46415450244541,3.53584549755459,4.26923076923077,3.91604372188408,4.62241781657746
2,2,1,3,4.26923076923077,3.83334317032564,4.7051183681359,4.26923076923077,3.91604372188408,4.62241781657746
2,2,2,3,3.88461538461538,3.45219644242451,4.31703432680626,4.26923076923077,3.91604372188408,4.62241781657746
2,2,1,4,4.53846153846154,4.0782072995844,4.99871577733868,4.26923076923077,3.91604372188408,4.62241781657746
2,2,2,4,4.38461538461539,3.97149080963948,4.79773995959129,4.26923076923077,3.91604372188408,4.62241781657746
2,3,1,1,2.19230769230769,1.83069352632261,2.55392185829278,4.5,4.19239226720478,4.80760773279522
2,3,2,1,1.69230769230769,1.31740324940129,2.06721213521409,4.5,4.19239226720478,4.80760773279522
2,3,1,2,2.5,2.05386821361766,2.94613178638234,4.5,4.19239226720478,4.80760773279522
2,3,2,2,2.30769230769231,1.91576792339845,2.69961669198616,4.5,4.19239226720478,4.80760773279522
2,3,1,3,3.73076923076923,3.31011899935824,4.15141946218022,4.5,4.19239226720478,4.80760773279522
2,3,2,3,3.30769230769231,2.91576792339845,3.69961669198616,4.5,4.19239226720478,4.80760773279522
2,3,1,4,4.26923076923077,3.88084455191636,4.65761698654518,4.5,4.19239226720478,4.80760773279522
2,3,2,4,4.07692307692308,3.63559919023727,4.51824696360889,4.5,4.19239226720478,4.80760773279522
2,4,1,1,2.76923076923077,2.33710213854774,3.2013593999138,3.34615384615385,2.91957867179909,3.77272902050861
2,4,2,1,2.65384615384615,2.22727097949139,3.08042132820091,3.34615384615385,2.91957867179909,3.77272902050861
2,4,1,2,3.88461538461538,3.43735983880446,4.33187093042631,3.34615384615385,2.91957867179909,3.77272902050861
2,4,2,2,3.65384615384615,3.18361161188302,4.12408069580929,3.34615384615385,2.91957867179909,3.77272902050861
2,4,1,3,4.19230769230769,3.76455737750508,4.6200580071103,3.34615384615385,2.91957867179909,3.77272902050861
2,4,2,3,4.19230769230769,3.76455737750508,4.6200580071103,3.34615384615385,2.91957867179909,3.77272902050861
2,4,1,4,4.23076923076923,3.71594552928012,4.74559293225834,3.34615384615385,2.91957867179909,3.77272902050861
2,4,2,4,4.19230769230769,3.83069352632261,4.55392185829278,3.34615384615385,2.91957867179909,3.77272902050861
3,1,1,1,2.8,2.38722028767439,3.2127797123256,4.44,4.12293788678638,4.75706211321363
3,1,2,1,2.12,1.66908027859746,2.57091972140254,4.44,4.12293788678638,4.75706211321363
3,1,1,2,3.4,3.0047935138876,3.7952064861124,4.44,4.12293788678638,4.75706211321363
3,1,2,2,2.76,2.25053328357069,3.26946671642931,4.44,4.12293788678638,4.75706211321363
3,1,1,3,4.24,3.78971049514778,4.69028950485222,4.44,4.12293788678638,4.75706211321363
3,1,2,3,3.84,3.41568601320205,4.26431398679795,4.44,4.12293788678638,4.75706211321363
3,1,1,4,4.16,3.80893495983911,4.5110650401609,4.44,4.12293788678638,4.75706211321363
3,1,2,4,4.44,4.17142871495469,4.70857128504531,4.44,4.12293788678638,4.75706211321363
3,2,1,1,2.32,1.92985583705832,2.71014416294168,4.64,4.37676863731229,4.90323136268771
3,2,2,1,1.68,1.34891738923561,2.01108261076439,4.64,4.37676863731229,4.90323136268771
3,2,1,2,2.88,2.55760873855881,3.20239126144119,4.64,4.37676863731229,4.90323136268771
3,2,2,2,2.24,1.877004108882,2.602995891118,4.64,4.37676863731229,4.90323136268771
3,2,1,3,4.12,3.79760873855881,4.44239126144119,4.64,4.37676863731229,4.90323136268771
3,2,2,3,3.32,2.96812698399442,3.67187301600558,4.64,4.37676863731229,4.90323136268771
3,2,1,4,4.28,3.95323416595044,4.60676583404956,4.64,4.37676863731229,4.90323136268771
3,2,2,4,4.12,3.75622263135505,4.48377736864495,4.64,4.37676863731229,4.90323136268771
3,3,1,1,3,2.62318540046462,3.37681459953538,4.52,4.22521632276722,4.81478367723278
3,3,2,1,2,1.58722028767439,2.41277971232561,4.52,4.22521632276722,4.81478367723278
3,3,1,2,3.32,2.92985583705832,3.71014416294168,4.52,4.22521632276722,4.81478367723278
3,3,2,2,2.92,2.42985124892567,3.41014875107433,4.52,4.22521632276722,4.81478367723278
3,3,1,3,4.08,3.74465617644122,4.41534382355878,4.52,4.22521632276722,4.81478367723278
3,3,2,3,3.84,3.46926345383079,4.21073654616921,4.52,4.22521632276722,4.81478367723278
3,3,1,4,4.6,4.26296677620981,4.93703322379019,4.52,4.22521632276722,4.81478367723278
3,3,2,4,4.6,4.22318540046462,4.97681459953538,4.52,4.22521632276722,4.81478367723278
3,4,1,1,2.48,2.1009312551369,2.8590687448631,3.76,3.43849079564661,4.08150920435339
3,4,2,1,2.52,2.1409312551369,2.8990687448631,3.76,3.43849079564661,4.08150920435339
3,4,1,2,3.56,3.08217293733381,4.03782706266619,3.76,3.43849079564661,4.08150920435339
3,4,2,2,4,3.52336304394559,4.47663695605441,3.76,3.43849079564661,4.08150920435339
3,4,1,3,4.56,4.12904532826608,4.99095467173392,3.76,3.43849079564661,4.08150920435339
3,4,2,3,4.76,4.30971049514778,5.21028950485222,3.76,3.43849079564661,4.08150920435339
3,4,1,4,4.36,4.00491346509389,4.71508653490611,3.76,3.43849079564661,4.08150920435339
3,4,2,4,4.76,4.30971049514778,5.21028950485222,3.76,3.43849079564661,4.08150920435339
