Participant,DoF,Contents,Codecs,Bitrates,Scores,Motion,Playback
16,1,1,6,4,5,0.46179402,Adaptive
16,1,3,4,1,2,0.479357798,Adaptive
16,1,4,4,2,3,0.603585657,Adaptive
16,1,3,1,0,5,0.45751634,Naïve
16,1,1,6,2,4,0.496674058,Adaptive
16,1,3,3,3,3,0.13960114,Naïve
16,1,1,2,4,5,0.231213873,Naïve
16,1,3,6,2,3,0.159763314,Adaptive
16,1,2,6,1,1,0.707641196,Adaptive
16,1,4,4,4,5,0.440366972,Adaptive
16,1,3,8,2,3,0.526041667,Adaptive
16,1,2,4,4,4,0.68852459,Adaptive
16,1,3,3,2,2,0.107246377,Naïve
16,1,1,2,2,4,0.307855626,Naïve
16,1,4,1,0,5,0.362126246,Naïve
16,1,3,6,4,5,0.451827243,Adaptive
16,1,1,8,3,4,0.259953162,Adaptive
16,1,4,3,4,4,0.225913621,Naïve
16,1,2,4,1,1,0.857142857,Adaptive
16,1,3,4,4,5,0.26746988,Adaptive
16,1,2,2,2,4,0.204402516,Naïve
16,1,3,8,4,5,0.204334365,Adaptive
16,1,2,3,3,3,0.169435216,Naïve
16,1,4,4,3,4,0.205980066,Adaptive
16,1,2,2,4,4,0.366071429,Naïve
16,1,3,3,4,4,0.051671733,Naïve
16,1,4,2,4,5,0.509933775,Naïve
16,1,2,2,3,5,0.463414634,Naïve
16,1,4,8,4,5,0.35347432,Adaptive
16,1,2,3,1,1,0.286956522,Naïve
16,1,1,2,3,5,0.138586957,Naïve
16,1,2,8,2,2,0.543417367,Adaptive
16,1,1,6,3,5,0.402597403,Adaptive
16,1,2,6,2,3,0.692063492,Adaptive
16,1,4,6,3,4,0.490625,Adaptive
16,1,3,6,1,2,0.315420561,Adaptive
16,1,1,8,4,5,0.728971963,Adaptive
16,1,2,8,4,5,0.710601719,Adaptive
16,1,4,8,2,4,0.754874652,Adaptive
16,1,1,4,4,5,0.734939759,Adaptive
16,1,3,3,1,2,0.349673203,Naïve
16,1,4,3,1,1,0.535714286,Naïve
16,1,3,8,3,5,0.163636364,Adaptive
16,1,2,3,2,2,0.242524917,Naïve
16,1,3,4,2,3,0.06744868,Adaptive
16,1,1,4,1,3,0.205955335,Adaptive
16,1,4,8,3,5,0.608552632,Adaptive
16,1,3,4,3,4,0.537530266,Adaptive
16,1,4,2,2,4,0.550595238,Naïve
16,1,1,8,1,3,0.432717678,Adaptive
16,1,3,2,2,4,0.388888889,Naïve
16,1,2,6,3,4,0.611675127,Adaptive
16,1,4,6,1,3,0.392026578,Adaptive
16,1,3,6,3,4,0.407854985,Adaptive
16,1,2,3,4,4,0.287634409,Naïve
16,1,4,3,2,3,0.558282209,Naïve
16,1,2,2,1,4,0.344497608,Naïve
16,1,1,3,2,3,0.334951456,Naïve
16,1,4,2,1,4,0.325581395,Naïve
16,1,2,1,0,5,0.224438903,Naïve
16,1,4,6,4,5,0.349845201,Adaptive
16,1,1,2,1,4,0.119601329,Naïve
16,1,4,2,3,4,0.379146919,Naïve
16,1,2,8,1,3,0.554123711,Adaptive
16,1,1,4,3,4,0.350132626,Adaptive
16,1,4,3,3,3,0.36,Naïve
16,1,1,3,4,4,0.119096509,Naïve
16,1,2,6,4,5,0.528784648,Adaptive
16,1,4,6,2,3,0.547400612,Adaptive
16,1,1,8,2,3,0.489361702,Adaptive
16,1,3,2,4,5,0.275747508,Naïve
16,1,1,1,0,5,0.330788804,Naïve
16,1,2,4,3,4,0.365853659,Adaptive
16,1,3,8,1,3,0.534772182,Adaptive
16,1,1,4,2,3,0.567924528,Adaptive
16,1,3,2,3,5,0.351190476,Naïve
16,1,1,3,1,2,0.275747508,Naïve
16,1,4,8,1,3,0.632603406,Adaptive
17,1,2,6,4,5,0.605960265,Adaptive
17,1,3,2,3,5,0.415816327,Naïve
17,1,1,4,4,4,0.774647887,Adaptive
17,1,3,8,1,1,0.711246201,Adaptive
17,1,2,6,3,3,0.453488372,Adaptive
17,1,1,3,2,1,0.582554517,Naïve
17,1,4,6,2,1,0.764150943,Adaptive
17,1,2,3,4,4,0.578947368,Naïve
17,1,1,3,4,4,0.462616822,Naïve
17,1,4,6,1,1,0.713665944,Adaptive
17,1,3,6,3,3,0.259259259,Adaptive
17,1,1,8,4,4,0.273195876,Adaptive
17,1,4,8,3,4,0.686468647,Adaptive
17,1,2,8,1,1,0.255747126,Adaptive
17,1,1,2,1,2,0.281179138,Naïve
17,1,2,3,2,1,0.209302326,Naïve
17,1,1,1,0,5,0.485119048,Naïve
17,1,3,3,1,1,0.415282392,Naïve
17,1,4,3,3,3,0.411960133,Naïve
17,1,1,8,2,3,0.630541872,Adaptive
17,1,3,2,2,3,0.163141994,Naïve
17,1,2,8,4,4,0.773584906,Adaptive
17,1,4,3,2,1,0.344051447,Naïve
17,1,1,4,2,2,0.556016598,Adaptive
17,1,4,8,1,2,0.524390244,Adaptive
17,1,1,8,1,2,0.531135531,Adaptive
17,1,4,2,2,3,0.460559796,Naïve
17,1,2,4,3,3,0.751054852,Adaptive
17,1,4,3,1,1,0.219269103,Naïve
17,1,2,2,1,2,0.388535032,Naïve
17,1,4,2,3,4,0.470308789,Naïve
17,1,3,4,3,3,0.529126214,Adaptive
17,1,4,2,1,2,0.484210526,Naïve
17,1,1,3,1,1,0.338870432,Naïve
17,1,3,8,3,3,0.756660746,Adaptive
17,1,2,1,0,4,0.405479452,Naïve
17,1,1,4,1,2,0.559395248,Adaptive
17,1,4,8,2,3,0.743589744,Adaptive
17,1,3,2,4,5,0.321192053,Naïve
17,1,4,6,4,5,0.580808081,Adaptive
17,1,1,4,3,4,0.431578947,Adaptive
17,1,3,4,2,2,0.53820598,Adaptive
17,1,1,8,3,4,0.25,Adaptive
17,1,2,2,4,4,0.540275049,Naïve
17,1,3,1,0,5,0.368421053,Naïve
17,1,1,6,2,3,0.59469697,Adaptive
17,1,2,2,2,2,0.377232143,Naïve
17,1,3,6,2,2,0.663551402,Adaptive
17,1,4,4,4,4,0.354929577,Adaptive
17,1,3,8,4,4,0.293375394,Adaptive
17,1,4,4,1,2,0.609336609,Adaptive
17,1,2,4,1,1,0.658031088,Adaptive
17,1,4,3,4,3,0.29154519,Naïve
17,1,2,4,4,4,0.477211796,Adaptive
17,1,3,6,1,2,0.631921824,Adaptive
17,1,2,3,1,1,0.253968254,Naïve
17,1,3,3,3,3,0.32967033,Naïve
17,1,2,2,3,4,0.536873156,Naïve
17,1,3,8,2,3,0.617824773,Adaptive
17,1,4,6,3,3,0.482926829,Adaptive
17,1,3,3,2,2,0.4169279,Naïve
17,1,1,2,4,4,0.273529412,Naïve
17,1,2,6,2,2,0.548286604,Adaptive
17,1,3,4,1,1,0.683823529,Adaptive
17,1,1,2,3,5,0.133495146,Naïve
17,1,2,8,2,3,0.335423197,Adaptive
17,1,3,3,4,3,0.160883281,Naïve
17,1,4,4,3,4,0.606153846,Adaptive
17,1,1,6,3,4,0.537313433,Adaptive
17,1,2,3,3,3,0.336391437,Naïve
17,1,1,3,3,3,0.209302326,Naïve
17,1,2,8,3,4,0.706935123,Adaptive
17,1,3,6,4,4,0.483679525,Adaptive
17,1,4,1,0,5,0.383259912,Naïve
17,1,3,4,4,4,0.46105919,Adaptive
17,1,1,2,2,3,0.456359102,Naïve
17,1,4,4,2,2,0.463483146,Adaptive
17,1,3,2,1,2,0.213592233,Naïve
17,1,4,8,4,4,0.312292359,Adaptive
17,1,2,4,2,2,0.597087379,Adaptive
17,1,1,6,4,4,0.425249169,Adaptive
17,1,4,2,4,4,0.348837209,Naïve
17,1,2,6,1,1,0.236979167,Adaptive
17,1,1,6,1,2,0.727574751,Adaptive
18,1,4,4,1,2,0.832835821,Adaptive
18,1,1,2,2,4,0.72070626,Naïve
18,1,3,3,3,1,0.655270655,Naïve
18,1,2,3,1,1,0.733830846,Naïve
18,1,1,6,1,1,0.554817276,Adaptive
18,1,3,6,1,1,0.758713137,Adaptive
18,1,1,2,4,5,0.561461794,Naïve
18,1,4,4,4,5,0.762626263,Adaptive
18,1,3,4,4,5,0.796526055,Adaptive
18,1,2,4,2,3,0.396166134,Adaptive
18,1,3,3,4,3,0.498402556,Naïve
18,1,1,3,3,3,0.560693642,Naïve
18,1,4,1,0,4,0.705741627,Naïve
18,1,2,8,2,4,0.697959184,Adaptive
18,1,3,1,0,4,0.501144165,Naïve
18,1,1,8,3,4,0.757303371,Adaptive
18,1,3,4,1,2,0.493630573,Adaptive
18,1,2,6,2,2,0.65408805,Adaptive
18,1,4,8,4,3,0.798728814,Adaptive
18,1,2,8,3,4,0.66568915,Adaptive
18,1,3,6,4,4,0.668555241,Adaptive
18,1,4,6,3,4,0.770935961,Adaptive
18,1,2,4,1,1,0.854651163,Adaptive
18,1,1,2,3,3,0.768707483,Naïve
18,1,3,8,2,2,0.785016287,Adaptive
18,1,4,2,4,4,0.635316699,Naïve
18,1,1,6,2,3,0.70694864,Adaptive
18,1,2,3,3,3,0.406727829,Naïve
18,1,3,3,2,2,0.442675159,Naïve
18,1,4,4,3,3,0.757731959,Adaptive
18,1,2,2,2,4,0.642424242,Naïve
18,1,3,6,2,2,0.840108401,Adaptive
18,1,1,6,3,4,0.699316629,Adaptive
18,1,2,4,4,4,0.684971098,Adaptive
18,1,3,2,1,4,0.491935484,Naïve
18,1,2,2,4,5,0.409495549,Naïve
18,1,4,4,2,2,0.683035714,Adaptive
18,1,1,6,4,4,0.576146789,Adaptive
18,1,2,6,1,1,0.818731118,Adaptive
18,1,4,3,4,3,0.705501618,Naïve
18,1,2,2,3,5,0.440340909,Naïve
18,1,3,8,4,5,0.771604938,Adaptive
18,1,3,4,2,2,0.677631579,Adaptive
18,1,2,6,4,5,0.709497207,Adaptive
18,1,3,8,3,5,0.694352159,Adaptive
18,1,2,4,3,3,0.40599455,Adaptive
18,1,4,2,2,3,0.617021277,Naïve
18,1,2,3,4,4,0.495798319,Naïve
18,1,3,2,4,5,0.574229692,Naïve
18,1,4,2,1,3,0.644257703,Naïve
18,1,1,4,4,4,0.495327103,Adaptive
18,1,4,8,1,2,0.854304636,Adaptive
18,1,2,1,0,5,0.458823529,Naïve
18,1,4,3,2,1,0.598006645,Naïve
18,1,1,8,1,2,0.445141066,Adaptive
18,1,3,8,1,1,0.813953488,Adaptive
18,1,4,3,3,3,0.75872093,Naïve
18,1,2,8,1,2,0.291907514,Adaptive
18,1,1,4,3,5,0.684210526,Adaptive
18,1,4,8,3,5,0.726368159,Adaptive
18,1,1,2,1,3,0.791540785,Naïve
18,1,4,2,3,4,0.570063694,Naïve
18,1,3,3,1,1,0.40247678,Naïve
18,1,1,3,1,1,0.686084142,Naïve
18,1,4,6,4,5,0.553191489,Adaptive
18,1,2,8,4,5,0.514124294,Adaptive
18,1,1,3,4,4,0.372093023,Naïve
18,1,2,2,1,3,0.452722063,Naïve
18,1,1,8,2,3,0.619186047,Adaptive
18,1,4,8,2,2,0.636942675,Adaptive
18,1,3,6,3,3,0.617910448,Adaptive
18,1,1,4,1,2,0.870056497,Adaptive
18,1,3,2,3,4,0.46179402,Naïve
18,1,4,3,1,1,0.504983389,Naïve
18,1,1,4,2,2,0.612121212,Adaptive
18,1,4,6,2,3,0.796407186,Adaptive
18,1,3,2,2,3,0.725433526,Naïve
18,1,4,6,1,2,0.566860465,Adaptive
18,1,1,3,2,2,0.388198758,Naïve
18,1,3,4,3,4,0.75,Adaptive
18,1,1,8,4,4,0.705014749,Adaptive
18,1,2,3,2,2,0.51552795,Naïve
18,1,1,1,0,5,0.320754717,Naïve
18,1,2,6,3,3,0.377643505,Adaptive
19,1,1,2,1,3,0.284634761,Naïve
19,1,2,8,1,2,0.55,Adaptive
19,1,3,8,3,5,0.652173913,Adaptive
19,1,1,4,3,5,0.344117647,Adaptive
19,1,2,6,3,4,0.57278481,Adaptive
19,1,1,8,2,4,0.439189189,Adaptive
19,1,4,3,3,4,0.653104925,Naïve
19,1,1,3,1,1,0.434679335,Naïve
19,1,4,3,2,2,0.54796748,Naïve
19,1,3,6,3,5,0.60625,Adaptive
19,1,1,3,2,3,0.541528239,Naïve
19,1,4,8,2,4,0.510703364,Adaptive
19,1,3,3,1,2,0.280898876,Naïve
19,1,1,8,4,5,0.342672414,Adaptive
19,1,2,6,4,5,0.472081218,Adaptive
19,1,4,6,2,3,0.485645933,Adaptive
19,1,3,4,2,3,0.168141593,Adaptive
19,1,4,6,4,5,0.18579235,Adaptive
19,1,2,4,3,3,0.577903683,Adaptive
19,1,1,4,4,5,0.490566038,Adaptive
19,1,3,4,3,4,0.486068111,Adaptive
19,1,1,8,1,3,0.398706897,Adaptive
19,1,4,8,1,2,0.564920273,Adaptive
19,1,1,4,2,2,0.345454545,Adaptive
19,1,2,3,2,1,0.183585313,Naïve
19,1,3,2,4,5,0.146750524,Naïve
19,1,2,1,0,5,0.432360743,Naïve
19,1,4,6,1,1,0.724675325,Adaptive
19,1,2,8,4,4,0.395454545,Adaptive
19,1,4,2,3,3,0.217391304,Naïve
19,1,2,3,4,3,0.361185984,Naïve
19,1,3,8,1,2,0.273567468,Adaptive
19,1,4,8,3,3,0.640378549,Adaptive
19,1,3,2,2,4,0.108108108,Naïve
19,1,4,2,1,3,0.611285266,Naïve
19,1,3,2,3,4,0.315384615,Naïve
19,1,1,4,1,2,0.571675302,Adaptive
19,1,4,3,1,1,0.446540881,Naïve
19,1,2,2,1,3,0.306501548,Naïve
19,1,1,1,0,4,0.221388368,Naïve
19,1,4,2,2,3,0.550458716,Naïve
19,1,1,3,4,3,0.341666667,Naïve
19,1,2,8,2,3,0.7625,Adaptive
19,1,3,8,2,3,0.51875,Adaptive
19,1,1,6,4,4,0.362869198,Adaptive
19,1,2,4,4,3,0.705298013,Adaptive
19,1,4,3,4,2,0.376470588,Naïve
19,1,2,3,3,3,0.497572816,Naïve
19,1,4,8,4,5,0.573529412,Adaptive
19,1,1,3,3,4,0.324200913,Naïve
19,1,3,1,0,5,0.113496933,Naïve
19,1,1,6,2,2,0.428184282,Adaptive
19,1,4,4,2,1,0.491183879,Adaptive
19,1,3,3,3,3,0.11627907,Naïve
19,1,2,2,2,4,0.485049834,Naïve
19,1,4,1,0,5,0.365853659,Naïve
19,1,2,6,2,2,0.140142518,Adaptive
19,1,3,6,1,3,0.285714286,Adaptive
19,1,1,2,4,5,0.294710327,Naïve
19,1,4,6,3,4,0.609836066,Adaptive
19,1,3,6,2,2,0.689552239,Adaptive
19,1,1,6,3,4,0.610354223,Adaptive
19,1,4,4,1,2,0.583850932,Adaptive
19,1,3,3,4,4,0.104477612,Naïve
19,1,2,6,1,1,0.687707641,Adaptive
19,1,1,8,3,4,0.503012048,Adaptive
19,1,2,3,1,1,0.274193548,Naïve
19,1,4,2,4,5,0.545189504,Naïve
19,1,3,6,4,5,0.117824773,Adaptive
19,1,4,4,4,4,0.547752809,Adaptive
19,1,1,2,2,4,0.32195122,Naïve
19,1,2,2,4,3,0.320430108,Naïve
19,1,3,4,4,4,0.080645161,Adaptive
19,1,2,4,2,2,0.428904429,Adaptive
19,1,3,8,4,3,0.197647059,Adaptive
19,1,1,6,1,2,0.095923261,Adaptive
19,1,2,2,3,4,0.457920792,Naïve
19,1,3,2,1,3,0.025236593,Naïve
19,1,2,8,3,3,0.553623188,Adaptive
19,1,1,2,3,3,0.231884058,Naïve
19,1,4,4,3,4,0.45505618,Adaptive
19,1,3,4,1,2,0.066037736,Adaptive
19,1,2,4,1,1,0.609004739,Adaptive
19,1,3,3,2,2,0.111553785,Naïve
20,1,3,8,2,3,0.621065375,Adaptive
20,1,1,2,2,5,0.602965404,Naïve
20,1,2,2,4,5,0.622688039,Naïve
20,1,4,4,4,5,0.532724505,Adaptive
20,1,2,8,3,3,0.717607973,Adaptive
20,1,3,3,2,1,0.560679612,Naïve
20,1,2,4,2,2,0.482219061,Adaptive
20,1,1,3,3,3,0.476274165,Naïve
20,1,4,4,1,3,0.458544839,Adaptive
20,1,2,4,1,1,0.652818991,Adaptive
20,1,1,6,2,4,0.54377312,Adaptive
20,1,3,4,4,5,0.699507389,Adaptive
20,1,2,2,3,5,0.643564356,Naïve
20,1,4,6,3,4,0.675306958,Adaptive
20,1,3,8,4,4,0.503030303,Adaptive
20,1,4,3,4,4,0.482608696,Naïve
20,1,2,8,2,2,0.428571429,Adaptive
20,1,3,6,1,1,0.642458101,Adaptive
20,1,2,6,2,1,0.603839442,Adaptive
20,1,4,8,4,5,0.523755656,Adaptive
20,1,1,6,3,4,0.508413462,Adaptive
20,1,4,4,2,1,0.709551657,Adaptive
20,1,1,6,1,1,0.558858502,Adaptive
20,1,4,4,3,2,0.578846154,Adaptive
20,1,2,3,1,1,0.849246231,Naïve
20,1,4,1,0,5,0.571005917,Naïve
20,1,3,6,4,5,0.415384615,Adaptive
20,1,2,3,3,2,0.481595092,Naïve
20,1,3,1,0,5,0.515695067,Naïve
20,1,2,2,2,4,0.527070064,Naïve
20,1,3,3,3,2,0.575,Naïve
20,1,4,2,4,5,0.486322188,Naïve
20,1,1,6,4,4,0.370741483,Adaptive
20,1,3,2,1,2,0.454783748,Naïve
20,1,2,4,4,5,0.466057441,Adaptive
20,1,1,8,3,4,0.410550459,Adaptive
20,1,3,3,4,3,0.622030238,Naïve
20,1,1,2,3,4,0.466936572,Naïve
20,1,3,4,1,1,0.50166113,Adaptive
20,1,2,6,1,1,0.746875,Adaptive
20,1,3,6,2,2,0.474437628,Adaptive
20,1,1,2,4,5,0.225526642,Naïve
20,1,4,8,1,2,0.675630252,Adaptive
20,1,1,4,3,4,0.440340909,Adaptive
20,1,2,8,1,2,0.532915361,Adaptive
20,1,3,4,3,3,0.383986928,Adaptive
20,1,1,4,4,4,0.580385852,Adaptive
20,1,4,6,2,2,0.476082005,Adaptive
20,1,1,3,4,4,0.44637224,Naïve
20,1,3,3,1,1,0.710280374,Naïve
20,1,4,8,3,5,0.490467938,Adaptive
20,1,3,8,1,2,0.403278689,Adaptive
20,1,2,2,1,3,0.54812099,Naïve
20,1,1,4,2,2,0.308641975,Adaptive
20,1,2,3,4,3,0.46031746,Naïve
20,1,1,4,1,2,0.525993884,Adaptive
20,1,3,6,3,3,0.48245614,Adaptive
20,1,2,3,2,2,0.844512195,Naïve
20,1,1,8,2,3,0.50363901,Adaptive
20,1,2,6,4,4,0.666184971,Adaptive
20,1,4,3,1,1,0.743093923,Naïve
20,1,2,4,3,2,0.589583333,Adaptive
20,1,4,2,2,3,0.487987988,Naïve
20,1,2,6,3,3,0.254620123,Adaptive
20,1,4,2,1,2,0.546409807,Naïve
20,1,1,1,0,5,0.362002567,Naïve
20,1,3,2,3,5,0.602794411,Naïve
20,1,4,3,2,2,0.580275229,Naïve
20,1,2,1,0,5,0.442645074,Naïve
20,1,1,2,1,3,0.497159091,Naïve
20,1,4,2,3,4,0.443828017,Naïve
20,1,3,4,2,1,0.475716065,Adaptive
20,1,1,3,1,1,0.684385382,Naïve
20,1,3,2,4,4,0.680529301,Naïve
20,1,1,3,2,2,0.534441805,Naïve
20,1,4,8,2,2,0.603585657,Adaptive
20,1,3,2,2,3,0.525672372,Naïve
20,1,4,6,4,4,0.542600897,Adaptive
20,1,2,8,4,4,0.578347578,Adaptive
20,1,1,8,4,3,0.280653951,Adaptive
20,1,4,3,3,2,0.538057743,Naïve
20,1,1,8,1,2,0.751633987,Adaptive
20,1,3,8,3,3,0.694352159,Adaptive
20,1,4,6,1,2,0.63803681,Adaptive
21,1,2,3,4,4,0.20383693,Naïve
21,1,3,2,3,5,0.335443038,Naïve
21,1,1,8,1,1,0.199335548,Adaptive
21,1,4,8,3,5,0.768211921,Adaptive
21,1,1,1,0,5,0.222591362,Naïve
21,1,2,4,3,2,0.174454829,Adaptive
21,1,4,2,1,2,0.327102804,Naïve
21,1,3,3,1,1,0.42192691,Naïve
21,1,4,8,1,1,0.565625,Adaptive
21,1,1,4,2,2,0.401993355,Adaptive
21,1,2,6,3,3,0.165562914,Adaptive
21,1,4,2,3,4,0.378737542,Naïve
21,1,2,2,1,3,0.271393643,Naïve
21,1,3,2,2,4,0.429032258,Naïve
21,1,4,6,2,2,0.129568106,Adaptive
21,1,3,4,3,4,0.225913621,Adaptive
21,1,1,3,1,1,0.295731707,Naïve
21,1,2,8,1,3,0.304075235,Adaptive
21,1,4,2,2,3,0.28852459,Naïve
21,1,2,1,0,5,0.243902439,Naïve
21,1,1,8,4,4,0.34551495,Adaptive
21,1,4,8,2,3,0.162079511,Adaptive
21,1,2,8,4,3,0.272425249,Adaptive
21,1,3,4,2,1,0.15282392,Adaptive
21,1,4,3,1,1,0.159292035,Naïve
21,1,1,4,4,3,0.156146179,Adaptive
21,1,3,8,1,3,0.294670846,Adaptive
21,1,2,3,2,1,0.155629139,Naïve
21,1,1,4,3,4,0.129568106,Adaptive
21,1,3,2,4,4,0.275747508,Naïve
21,1,1,3,4,4,0.101973684,Naïve
21,1,4,6,4,4,0.333333333,Adaptive
21,1,1,8,2,2,0.319892473,Adaptive
21,1,4,3,3,3,0.098765432,Naïve
21,1,1,2,1,4,0.564814815,Naïve
21,1,4,6,1,2,0.167213115,Adaptive
21,1,3,6,3,4,0.156923077,Adaptive
21,1,4,3,2,1,0.201986755,Naïve
21,1,1,4,1,2,0.400662252,Adaptive
21,1,2,6,4,3,0.213114754,Adaptive
21,1,3,8,3,4,0.214925373,Adaptive
21,1,1,3,2,2,0.49833887,Naïve
21,1,3,4,4,4,0.569579288,Adaptive
21,1,4,8,4,4,0.455149502,Adaptive
21,1,1,2,2,4,0.203883495,Naïve
21,1,4,2,4,5,0.389067524,Naïve
21,1,2,4,4,4,0.435215947,Adaptive
21,1,3,6,2,2,0.219269103,Adaptive
21,1,2,3,1,1,0.279069767,Naïve
21,1,4,4,1,2,0.411960133,Adaptive
21,1,2,3,3,3,0.272131148,Naïve
21,1,1,2,4,5,0.470031546,Naïve
21,1,3,3,4,3,0.262458472,Naïve
21,1,2,2,2,4,0.38961039,Naïve
21,1,3,8,4,4,0.422712934,Adaptive
21,1,2,6,1,2,0.367283951,Adaptive
21,1,1,2,3,5,0.724252492,Naïve
21,1,4,6,3,3,0.336419753,Adaptive
21,1,2,6,2,2,0.518032787,Adaptive
21,1,1,8,3,4,0.314641745,Adaptive
21,1,3,3,2,2,0.355481728,Naïve
21,1,4,3,4,3,0.216374269,Naïve
21,1,3,6,1,2,0.212418301,Adaptive
21,1,2,2,4,5,0.508305648,Naïve
21,1,4,4,4,4,0.438538206,Adaptive
21,1,1,3,3,3,0.408637874,Naïve
21,1,2,4,2,1,0.365448505,Adaptive
21,1,4,1,0,5,0.136627907,Naïve
21,1,3,1,0,5,0.156050955,Naïve
21,1,4,4,2,1,0.710610932,Adaptive
21,1,1,6,2,3,0.521875,Adaptive
21,1,2,8,2,2,0.465189873,Adaptive
21,1,3,8,2,2,0.601328904,Adaptive
21,1,2,8,3,3,0.572847682,Adaptive
21,1,3,6,4,4,0.319078947,Adaptive
21,1,4,4,3,4,0.295681063,Adaptive
21,1,1,6,1,3,0.249169435,Adaptive
21,1,2,4,1,1,0.306784661,Adaptive
21,1,3,3,3,3,0.189368771,Naïve
21,1,1,6,4,4,0.495268139,Adaptive
21,1,3,2,1,5,0.38538206,Naïve
21,1,1,6,3,4,0.513071895,Adaptive
21,1,3,4,1,1,0.22392638,Adaptive
21,1,2,2,3,4,0.282392027,Naïve
22,1,2,8,1,2,0.487238979,Adaptive
22,1,1,3,2,2,0.486404834,Naïve
22,1,2,2,1,3,0.784431138,Naïve
22,1,3,2,2,5,0.599358974,Naïve
22,1,1,2,1,4,0.350453172,Naïve
22,1,4,3,1,1,0.272151899,Naïve
22,1,3,8,1,2,0.25617284,Adaptive
22,1,1,4,1,1,0.648076923,Adaptive
22,1,2,6,4,5,0.792134831,Adaptive
22,1,3,2,3,5,0.411764706,Naïve
22,1,2,6,3,4,0.553459119,Adaptive
22,1,4,3,2,2,0.842783505,Naïve
22,1,1,4,2,2,0.480597015,Adaptive
22,1,2,3,4,4,0.781671159,Naïve
22,1,4,2,2,4,0.56097561,Naïve
22,1,1,8,1,4,0.449367089,Adaptive
22,1,3,3,1,1,0.316923077,Naïve
22,1,1,8,2,4,0.5,Adaptive
22,1,2,1,0,5,0.52681388,Naïve
22,1,4,6,2,3,0.642857143,Adaptive
22,1,3,8,3,4,0.25,Adaptive
22,1,4,8,2,4,0.834983498,Adaptive
22,1,1,4,3,5,0.382789318,Adaptive
22,1,4,6,1,2,0.613832853,Adaptive
22,1,1,8,4,4,0.299516908,Adaptive
22,1,4,8,1,3,0.609452736,Adaptive
22,1,1,3,1,1,0.55351682,Naïve
22,1,4,2,3,5,0.415841584,Naïve
22,1,1,4,4,5,0.627009646,Adaptive
22,1,4,2,1,2,0.338278932,Naïve
22,1,3,4,3,4,0.308196721,Adaptive
22,1,4,8,3,5,0.275409836,Adaptive
22,1,1,1,0,5,0.339779006,Naïve
22,1,3,6,3,4,0.157377049,Adaptive
22,1,2,8,4,5,0.470769231,Adaptive
22,1,4,3,3,3,0.325581395,Naïve
22,1,3,4,2,2,0.188854489,Adaptive
22,1,2,3,2,2,0.581538462,Naïve
22,1,4,6,4,5,0.490797546,Adaptive
22,1,3,2,4,5,0.388704319,Naïve
22,1,2,4,3,2,0.342857143,Adaptive
22,1,1,3,4,4,0.285714286,Naïve
22,1,1,2,3,5,0.541401274,Naïve
22,1,3,1,0,5,0.303797468,Naïve
22,1,2,2,2,5,0.371967655,Naïve
22,1,4,8,4,4,0.56379822,Adaptive
22,1,3,3,3,2,0.335548173,Naïve
22,1,2,6,1,1,0.455149502,Adaptive
22,1,1,6,2,4,0.712820513,Adaptive
22,1,4,4,3,4,0.253405995,Adaptive
22,1,3,2,1,4,0.295321637,Naïve
22,1,2,3,3,3,0.306188925,Naïve
22,1,3,4,4,4,0.301538462,Adaptive
22,1,4,3,4,4,0.732937685,Naïve
22,1,2,4,1,1,0.522099448,Adaptive
22,1,4,2,4,5,0.732732733,Naïve
22,1,3,6,2,3,0.416938111,Adaptive
22,1,4,4,2,2,0.624641834,Adaptive
22,1,3,8,4,4,0.373529412,Adaptive
22,1,4,1,0,5,0.396969697,Naïve
22,1,3,6,1,2,0.291139241,Adaptive
22,1,1,2,4,5,0.306451613,Naïve
22,1,3,8,2,3,0.182119205,Adaptive
22,1,1,8,3,4,0.783171521,Adaptive
22,1,2,4,4,5,0.303921569,Adaptive
22,1,4,4,4,5,0.576687117,Adaptive
22,1,2,8,2,2,0.471098266,Adaptive
22,1,1,6,1,2,0.230263158,Adaptive
22,1,2,2,4,5,0.553125,Naïve
22,1,1,3,3,3,0.322259136,Naïve
22,1,2,2,3,4,0.375,Naïve
22,1,4,4,1,2,0.566563467,Adaptive
22,1,3,3,4,3,0.287634409,Naïve
22,1,2,8,3,4,0.409356725,Adaptive
22,1,3,3,2,2,0.142857143,Naïve
22,1,4,6,3,4,0.40952381,Adaptive
22,1,3,6,4,4,0.309210526,Adaptive
22,1,2,6,2,3,0.419753086,Adaptive
22,1,3,4,1,1,0.167763158,Adaptive
22,1,1,6,4,4,0.332298137,Adaptive
22,1,2,4,2,1,0.398176292,Adaptive
22,1,1,2,2,5,0.397476341,Naïve
22,1,2,3,1,1,0.535714286,Naïve
22,1,1,6,3,4,0.549668874,Adaptive
23,1,3,4,3,5,0.332225914,Adaptive
23,1,2,3,4,5,0.655688623,Naïve
23,1,1,4,1,1,0.44648318,Adaptive
23,1,2,1,0,5,0.601073345,Naïve
23,1,1,4,2,1,0.412256267,Adaptive
23,1,4,3,1,1,0.450980392,Naïve
23,1,3,3,1,1,0.38410596,Naïve
23,1,4,8,1,3,0.52661597,Adaptive
23,1,3,4,2,2,0.181034483,Adaptive
23,1,1,2,1,5,0.595121951,Naïve
23,1,2,6,4,5,0.689578714,Adaptive
