Participant,DoF,Contents,Codecs,Bitrates,Scores,Motion,Playback
13,1,4,8,3,5,0.530864198,Adaptive
13,1,3,8,3,4,0.62037037,Adaptive
13,1,2,2,1,3,0.373088685,Naïve
13,1,1,4,2,2,0.53525641,Adaptive
13,1,2,8,1,1,0.232835821,Adaptive
13,1,3,2,4,4,0.551537071,Naïve
13,1,2,8,4,4,0.752808989,Adaptive
13,1,1,3,1,1,0.527093596,Naïve
13,1,4,3,2,1,0.431192661,Naïve
13,1,1,3,4,3,0.278443114,Naïve
13,1,2,6,4,5,0.529411765,Adaptive
13,1,1,2,1,3,0.330218069,Naïve
13,1,3,2,3,5,0.511149228,Naïve
13,1,4,8,2,2,0.194528875,Adaptive
13,1,1,4,4,3,0.598484848,Adaptive
13,1,3,4,2,1,0.769392034,Adaptive
13,1,4,6,4,4,0.741847826,Adaptive
13,1,3,8,1,2,0.315614618,Adaptive
13,1,1,4,3,2,0.542334096,Adaptive
13,1,2,3,4,4,0.348387097,Naïve
13,1,1,8,2,2,0.522988506,Adaptive
13,1,4,2,2,2,0.320954907,Naïve
13,1,2,3,2,2,0.585139319,Naïve
13,1,4,6,1,1,0.480555556,Adaptive
13,1,1,8,4,3,0.553571429,Adaptive
13,1,4,6,2,1,0.508379888,Adaptive
13,1,1,8,1,2,0.465714286,Adaptive
13,1,4,2,3,2,0.334355828,Naïve
13,1,1,1,0,3,0.399371069,Naïve
13,1,3,2,2,3,0.442982456,Naïve
13,1,4,3,3,1,0.622222222,Naïve
13,1,1,3,2,1,0.3,Naïve
13,1,3,4,3,2,0.424050633,Adaptive
13,1,2,1,0,4,0.378737542,Naïve
13,1,4,8,1,2,0.501577287,Adaptive
13,1,3,6,3,1,0.542239686,Adaptive
13,1,4,3,1,1,0.573770492,Naïve
13,1,1,4,1,1,0.461783439,Adaptive
13,1,3,3,1,1,0.169435216,Naïve
13,1,2,4,3,2,0.11627907,Adaptive
13,1,4,2,1,2,0.299382716,Naïve
13,1,2,3,1,1,0.159353349,Naïve
13,1,3,3,2,2,0.182724252,Naïve
13,1,2,8,3,2,0.572025052,Adaptive
13,1,3,6,1,2,0.495750708,Adaptive
13,1,1,6,2,2,0.480446927,Adaptive
13,1,4,4,2,1,0.544850498,Adaptive
13,1,2,2,4,4,0.454054054,Naïve
13,1,3,1,0,5,0.196850394,Naïve
13,1,1,3,3,2,0.221884498,Naïve
13,1,4,4,1,2,0.151603499,Adaptive
13,1,2,3,3,1,0.157894737,Naïve
13,1,1,8,3,3,0.11965812,Adaptive
13,1,4,3,4,3,0.527950311,Naïve
13,1,1,2,3,4,0.74393531,Naïve
13,1,4,4,3,1,0.162790698,Adaptive
13,1,1,6,3,2,0.480645161,Adaptive
13,1,3,4,4,2,0.361842105,Adaptive
13,1,2,6,2,1,0.674418605,Adaptive
13,1,3,6,4,2,0.617977528,Adaptive
13,1,2,6,1,1,0.673913043,Adaptive
13,1,4,6,3,3,0.356466877,Adaptive
13,1,2,8,2,2,0.512578616,Adaptive
13,1,3,4,1,1,0.504983389,Adaptive
13,1,2,4,4,4,0.163461538,Adaptive
13,1,3,6,2,2,0.56284153,Adaptive
13,1,2,4,2,1,0.627659574,Adaptive
13,1,4,1,0,5,0.732704403,Naïve
13,1,2,2,2,3,0.556962025,Naïve
13,1,1,6,4,3,0.026578073,Adaptive
13,1,3,8,2,1,0.452531646,Adaptive
13,1,4,8,4,4,0.606060606,Adaptive
13,1,3,8,4,3,0.332225914,Adaptive
13,1,2,4,1,1,0.136950904,Adaptive
13,1,4,2,4,2,0.311258278,Naïve
13,1,1,6,1,1,0.170347003,Adaptive
13,1,3,3,4,2,0.332369942,Naïve
13,1,2,2,3,3,0.223744292,Naïve
13,1,3,3,3,1,0.485049834,Naïve
13,1,4,4,4,3,0.205980066,Adaptive
13,1,1,2,2,2,0.61461794,Naïve
13,1,3,2,1,2,0.205980066,Naïve
13,1,1,2,4,3,0.35443038,Naïve
14,1,3,3,3,3,0.445512821,Naïve
14,1,1,2,3,5,0.489626556,Naïve
14,1,3,3,4,4,0.519480519,Naïve
14,1,2,3,3,3,0.3556231,Naïve
14,1,1,2,4,5,0.536340852,Naïve
14,1,3,2,1,4,0.741176471,Naïve
14,1,1,6,4,3,0.613207547,Adaptive
14,1,2,4,1,1,0.595307918,Adaptive
14,1,1,6,3,4,0.57807309,Adaptive
14,1,2,2,3,5,0.392971246,Naïve
14,1,1,8,3,4,0.294478528,Adaptive
14,1,4,3,4,3,0.445747801,Naïve
14,1,2,8,2,2,0.604651163,Adaptive
14,1,3,6,4,4,0.418604651,Adaptive
14,1,4,4,3,5,0.290237467,Adaptive
14,1,2,6,2,2,0.471760797,Adaptive
14,1,4,4,1,1,0.45398773,Adaptive
14,1,1,6,1,1,0.390163934,Adaptive
14,1,3,6,1,1,0.559210526,Adaptive
14,1,4,6,3,4,0.405315615,Adaptive
14,1,3,8,2,3,0.351851852,Adaptive
14,1,2,3,1,1,0.359735974,Naïve
14,1,3,4,4,4,0.265822785,Adaptive
14,1,4,4,2,2,0.485530547,Adaptive
14,1,2,2,2,5,0.434782609,Naïve
14,1,4,1,0,5,0.29844098,Naïve
14,1,3,8,4,5,0.240121581,Adaptive
14,1,4,4,4,4,0.239884393,Adaptive
14,1,3,3,2,2,0.394495413,Naïve
14,1,2,8,3,3,0.462006079,Adaptive
14,1,3,4,1,2,0.568106312,Adaptive
14,1,2,2,4,5,0.649164678,Naïve
14,1,1,2,2,3,0.657534247,Naïve
14,1,2,4,2,2,0.586956522,Adaptive
14,1,3,1,0,4,0.356020942,Naïve
14,1,2,6,1,1,0.401759531,Adaptive
14,1,4,8,4,5,0.657142857,Adaptive
14,1,3,6,2,3,0.265243902,Adaptive
14,1,4,2,4,3,0.601226994,Naïve
14,1,1,3,3,3,0.750830565,Naïve
14,1,2,4,4,5,0.620418848,Adaptive
14,1,1,6,2,3,0.59947644,Adaptive
14,1,2,3,2,2,0.468553459,Naïve
14,1,4,3,1,1,0.374213836,Naïve
14,1,1,2,1,3,0.80495356,Naïve
14,1,4,8,2,3,0.733118971,Adaptive
14,1,1,4,3,3,0.603960396,Adaptive
14,1,4,6,2,3,0.338797814,Adaptive
14,1,3,8,1,2,0.603225806,Adaptive
14,1,1,3,2,2,0.482084691,Naïve
14,1,4,8,3,5,0.822629969,Adaptive
14,1,1,1,0,5,0.472463768,Naïve
14,1,2,1,0,5,0.51147541,Naïve
14,1,3,8,3,5,0.327217125,Adaptive
14,1,4,2,1,2,0.37434555,Naïve
14,1,2,6,4,3,0.320474777,Adaptive
14,1,3,2,2,3,0.221212121,Naïve
14,1,4,3,2,1,0.248344371,Naïve
14,1,3,2,4,4,0.136212625,Naïve
14,1,1,3,1,1,0.326923077,Naïve
14,1,3,6,3,3,0.147335423,Adaptive
14,1,2,6,3,3,0.212624585,Adaptive
14,1,3,3,1,1,0.235099338,Naïve
14,1,4,6,1,2,0.250825083,Adaptive
14,1,2,8,4,4,0.265780731,Adaptive
14,1,4,2,2,3,0.235294118,Naïve
14,1,1,3,4,3,0.331125828,Naïve
14,1,4,6,4,3,0.394822006,Adaptive
14,1,1,8,1,2,0.323899371,Adaptive
14,1,2,2,1,3,0.571428571,Naïve
14,1,1,4,1,2,0.258152174,Adaptive
14,1,2,8,1,2,0.29969419,Adaptive
14,1,1,8,4,4,0.509146341,Adaptive
14,1,2,4,3,3,0.562913907,Adaptive
14,1,4,3,3,3,0.660660661,Naïve
14,1,3,4,3,2,0.392026578,Adaptive
14,1,1,4,2,2,0.218579235,Adaptive
14,1,3,4,2,2,0.391167192,Adaptive
14,1,2,3,4,4,0.395061728,Naïve
14,1,1,8,2,3,0.248677249,Adaptive
14,1,4,2,3,3,0.413461538,Naïve
14,1,3,2,3,5,0.329073482,Naïve
14,1,1,4,4,4,0.482035928,Adaptive
14,1,4,8,1,2,0.495384615,Adaptive
15,1,3,2,3,4,0.499211356,Naïve
15,1,1,2,1,3,0.583173996,Naïve
15,1,3,4,3,3,0.537157757,Adaptive
15,1,2,8,1,2,0.581196581,Adaptive
15,1,3,8,3,3,0.629139073,Adaptive
15,1,2,2,1,3,0.37755102,Naïve
15,1,1,4,1,2,0.42192691,Adaptive
15,1,2,8,4,4,0.345652174,Adaptive
15,1,1,4,3,4,0.603076923,Adaptive
15,1,4,8,3,4,0.382838284,Adaptive
15,1,1,3,4,4,0.369304556,Naïve
15,1,4,3,2,1,0.528089888,Naïve
15,1,3,2,2,3,0.531736527,Naïve
15,1,4,2,1,2,0.451807229,Naïve
15,1,2,6,4,4,0.527131783,Adaptive
15,1,1,1,0,4,0.223011364,Naïve
15,1,2,6,3,4,0.380664653,Adaptive
15,1,3,2,4,4,0.430868167,Naïve
15,1,4,2,2,3,0.389396709,Naïve
15,1,1,3,2,1,0.347402597,Naïve
15,1,4,3,1,1,0.389204545,Naïve
15,1,3,3,1,1,0.407692308,Naïve
15,1,4,8,1,2,0.545454545,Adaptive
15,1,1,8,4,4,0.375518672,Adaptive
15,1,2,3,4,3,0.653125,Naïve
15,1,1,8,1,3,0.443421053,Adaptive
15,1,3,8,1,3,0.323232323,Adaptive
15,1,4,2,3,4,0.362459547,Naïve
15,1,1,4,4,4,0.374028857,Adaptive
15,1,4,6,1,1,0.340057637,Adaptive
15,1,3,4,2,1,0.598784195,Adaptive
15,1,4,8,2,3,0.701711491,Adaptive
15,1,1,3,1,1,0.329310345,Naïve
15,1,2,1,0,5,0.73015873,Naïve
15,1,1,8,2,4,0.608895706,Adaptive
15,1,4,6,4,5,0.637168142,Adaptive
15,1,1,4,2,2,0.717693837,Adaptive
15,1,2,4,3,3,0.432048682,Adaptive
15,1,4,6,2,4,0.48553719,Adaptive
15,1,2,3,2,2,0.554817276,Naïve
15,1,4,3,3,3,0.535947712,Naïve
15,1,3,6,3,4,0.351973684,Adaptive
15,1,3,6,2,3,0.495049505,Adaptive
15,1,4,6,3,4,0.393442623,Adaptive
15,1,3,4,4,4,0.409669211,Adaptive
15,1,4,2,4,5,0.298329356,Naïve
15,1,3,4,1,1,0.326446281,Adaptive
15,1,2,8,3,4,0.24535809,Adaptive
15,1,1,6,1,3,0.540123457,Adaptive
15,1,4,3,4,4,0.565495208,Naïve
15,1,2,2,3,4,0.608163265,Naïve
15,1,3,1,0,5,0.641196013,Naïve
15,1,1,2,2,4,0.471698113,Naïve
15,1,4,4,2,3,0.551495017,Adaptive
15,1,1,6,3,4,0.624293785,Adaptive
15,1,2,2,2,4,0.56969697,Naïve
15,1,4,4,3,5,0.523219814,Adaptive
15,1,2,3,3,3,0.435393258,Naïve
15,1,3,6,4,4,0.343898574,Adaptive
15,1,2,4,4,4,0.119601329,Adaptive
15,1,4,1,0,5,0.148876404,Naïve
15,1,3,6,1,2,0.708108108,Adaptive
15,1,4,8,4,5,0.462395543,Adaptive
15,1,2,2,4,5,0.468944099,Naïve
15,1,1,3,3,3,0.221130221,Naïve
15,1,3,3,4,4,0.427983539,Naïve
15,1,1,6,2,4,0.324503311,Adaptive
15,1,2,4,2,2,0.516666667,Adaptive
15,1,3,2,1,3,0.8,Naïve
15,1,1,2,3,5,0.427616927,Naïve
15,1,3,8,2,3,0.717948718,Adaptive
15,1,1,2,4,5,0.39275766,Naïve
15,1,2,6,2,4,0.482972136,Adaptive
15,1,3,8,4,4,0.362126246,Adaptive
15,1,2,8,2,4,0.364238411,Adaptive
15,1,1,8,3,4,0.640449438,Adaptive
15,1,4,4,1,3,0.328903654,Adaptive
15,1,2,3,1,1,0.73271028,Naïve
15,1,3,3,3,3,0.405063291,Naïve
15,1,2,6,1,1,0.329201102,Adaptive
15,1,4,4,4,5,0.647783251,Adaptive
15,1,1,6,4,4,0.634078212,Adaptive
15,1,3,3,2,2,0.554817276,Naïve
15,1,2,4,1,1,0.486702128,Adaptive
4,1,2,2,4,5,0.328981723,Naïve
4,1,1,8,3,4,0.388704319,Adaptive
4,1,2,8,2,1,0.122249389,Adaptive
4,1,3,4,1,1,0.319078947,Adaptive
4,1,1,6,2,2,0.536423841,Adaptive
4,1,2,6,2,1,0.065395095,Adaptive
4,1,3,6,4,3,0.197183099,Adaptive
4,1,2,2,2,4,0.404878049,Naïve
4,1,4,8,4,4,0.667630058,Adaptive
4,1,2,8,3,3,0.556122449,Adaptive
4,1,4,2,4,5,0.301775148,Naïve
4,1,2,4,4,4,0.266288952,Adaptive
4,1,3,4,4,3,0.410828025,Adaptive
4,1,4,6,3,2,0.256723716,Adaptive
4,1,3,8,2,2,0.558823529,Adaptive
4,1,1,2,2,4,0.082278481,Naïve
4,1,3,1,0,5,0.140522876,Naïve
4,1,4,4,3,3,0.25,Adaptive
4,1,2,4,2,1,0.241157556,Adaptive
4,1,3,3,2,1,0.395348837,Naïve
4,1,1,6,3,3,0.070769231,Adaptive
4,1,4,1,0,5,0.071895425,Naïve
4,1,1,2,4,5,0.125786164,Naïve
4,1,4,4,1,1,0.18372093,Adaptive
4,1,2,3,1,1,0.195718654,Naïve
4,1,3,3,3,1,0.126245847,Naïve
4,1,1,2,3,4,0.198675497,Naïve
4,1,3,8,4,3,0.155844156,Adaptive
4,1,2,3,3,2,0.093023256,Naïve
4,1,3,2,1,2,0.149006623,Naïve
4,1,2,2,3,4,0.147435897,Naïve
4,1,4,3,4,2,0.814569536,Naïve
4,1,3,6,2,2,0.610778443,Adaptive
4,1,1,6,4,3,0.045751634,Adaptive
4,1,3,6,1,1,0.109271523,Adaptive
4,1,4,4,4,3,0.514619883,Adaptive
4,1,2,6,1,1,0.120253165,Adaptive
4,1,1,3,3,2,0.48427673,Naïve
4,1,3,3,4,2,0.19269103,Naïve
4,1,2,4,1,1,0.109634551,Adaptive
4,1,1,6,1,1,0.103225806,Adaptive
4,1,4,4,2,1,0.48534202,Adaptive
4,1,3,6,3,2,0.43125,Adaptive
4,1,2,8,4,3,0.665562914,Adaptive
4,1,1,3,4,2,0.508305648,Naïve
4,1,3,8,3,2,0.277628032,Adaptive
4,1,1,8,2,2,0.700996678,Adaptive
4,1,4,3,1,1,0.521865889,Naïve
4,1,1,3,1,1,0.687878788,Naïve
4,1,4,6,1,1,0.304615385,Adaptive
4,1,1,3,2,1,0.312206573,Naïve
4,1,4,2,3,4,0.07073955,Naïve
4,1,1,8,1,2,0.29226361,Adaptive
4,1,2,4,3,1,0.059850374,Adaptive
4,1,4,8,3,3,0.269230769,Adaptive
4,1,1,1,0,5,0.318936877,Naïve
4,1,2,6,4,4,0.285714286,Adaptive
4,1,4,8,2,2,0.119140625,Adaptive
4,1,1,4,3,3,0.415282392,Adaptive
4,1,3,8,1,1,0.684754522,Adaptive
4,1,2,6,3,2,0.710963455,Adaptive
4,1,1,2,1,2,0.458083832,Naïve
4,1,3,2,4,4,0.205298013,Naïve
4,1,4,2,2,3,0.380062305,Naïve
4,1,3,2,3,3,0.391397849,Naïve
4,1,4,2,1,1,0.309677419,Naïve
4,1,2,3,2,1,0.289552239,Naïve
4,1,4,6,2,2,0.321192053,Adaptive
4,1,1,8,4,3,0.236363636,Adaptive
4,1,4,8,1,1,0.420895522,Adaptive
4,1,2,8,1,1,0.112956811,Adaptive
4,1,3,4,2,1,0.407407407,Adaptive
4,1,2,3,4,2,0.166666667,Naïve
4,1,4,3,3,2,0.333333333,Naïve
4,1,2,2,1,2,0.199453552,Naïve
4,1,3,4,3,2,0.147577093,Adaptive
4,1,1,4,4,2,0.067331671,Adaptive
4,1,3,2,2,2,0.1609538,Naïve
4,1,4,3,2,2,0.430769231,Naïve
4,1,1,4,1,1,0.26910299,Adaptive
4,1,3,3,1,1,0.336336336,Naïve
4,1,2,1,0,5,0.125,Naïve
4,1,4,6,4,4,0.651162791,Adaptive
4,1,1,4,2,1,0.392026578,Adaptive
5,1,4,6,1,2,0.38647343,Adaptive
5,1,1,4,1,3,0.732815965,Adaptive
5,1,3,2,3,5,0.637931034,Naïve
5,1,2,1,0,5,0.602960969,Naïve
5,1,4,3,2,2,0.464379947,Naïve
5,1,1,3,1,3,0.556574924,Naïve
5,1,3,4,3,4,0.617142857,Adaptive
5,1,4,2,2,4,0.708045977,Naïve
5,1,1,8,4,4,0.658610272,Adaptive
5,1,2,3,4,3,0.34625323,Naïve
5,1,1,4,3,4,0.373814042,Adaptive
5,1,4,2,1,2,0.556626506,Naïve
5,1,1,3,2,2,0.371179039,Naïve
5,1,4,3,3,3,0.631578947,Naïve
5,1,2,6,3,3,0.300387597,Adaptive
5,1,4,2,3,4,0.289208633,Naïve
5,1,3,2,4,5,0.418300654,Naïve
5,1,2,4,3,3,0.394673123,Adaptive
5,1,3,4,2,3,0.552238806,Adaptive
5,1,2,8,4,4,0.472727273,Adaptive
5,1,3,3,1,1,0.507739938,Naïve
5,1,1,8,2,3,0.310144928,Adaptive
5,1,4,8,1,2,0.468085106,Adaptive
5,1,2,8,1,1,0.674033149,Adaptive
5,1,1,3,4,4,0.269736842,Naïve
5,1,4,3,1,1,0.427125506,Naïve
5,1,2,3,2,2,0.300884956,Naïve
5,1,3,8,3,4,0.222570533,Adaptive
5,1,1,2,1,3,0.447976879,Naïve
5,1,4,8,2,3,0.670116429,Adaptive
5,1,2,6,4,4,0.432601881,Adaptive
5,1,1,4,4,4,0.582089552,Adaptive
5,1,4,6,2,2,0.324921136,Adaptive
5,1,1,8,1,2,0.347003155,Adaptive
5,1,3,2,2,3,0.478405316,Naïve
5,1,2,2,1,2,0.779220779,Naïve
5,1,1,4,2,2,0.625,Adaptive
5,1,4,8,3,4,0.726415094,Adaptive
5,1,3,6,3,4,0.717032967,Adaptive
5,1,1,1,0,5,0.526490066,Naïve
5,1,3,8,1,2,0.392026578,Adaptive
5,1,4,6,4,4,0.360946746,Adaptive
5,1,2,3,3,3,0.401840491,Naïve
5,1,3,6,4,4,0.312703583,Adaptive
5,1,2,8,3,4,0.56443299,Adaptive
5,1,1,6,1,2,0.450920245,Adaptive
5,1,2,4,2,2,0.123493976,Adaptive
5,1,4,2,4,4,0.45625,Naïve
5,1,2,6,1,1,0.466257669,Adaptive
5,1,4,4,4,4,0.467065868,Adaptive
5,1,2,6,2,2,0.327922078,Adaptive
5,1,3,4,4,4,0.429487179,Adaptive
5,1,4,4,1,2,0.517915309,Adaptive
5,1,3,3,3,3,0.389908257,Naïve
5,1,4,4,3,3,0.502369668,Adaptive
5,1,3,4,1,2,0.563758389,Adaptive
5,1,2,2,2,3,0.426791277,Naïve
5,1,3,8,2,2,0.284578696,Adaptive
5,1,1,6,3,4,0.326488706,Adaptive
5,1,3,8,4,4,0.55988024,Adaptive
5,1,2,4,1,1,0.314285714,Adaptive
5,1,4,4,2,2,0.429467085,Adaptive
5,1,1,2,3,4,0.323308271,Naïve
5,1,4,3,4,4,0.48125,Naïve
5,1,3,6,1,3,0.338870432,Adaptive
5,1,1,2,4,4,0.339130435,Naïve
5,1,2,4,4,4,0.27244582,Adaptive
5,1,4,8,4,4,0.272425249,Adaptive
5,1,3,3,4,3,0.441358025,Naïve
5,1,1,3,3,2,0.341935484,Naïve
5,1,2,8,2,2,0.537815126,Adaptive
5,1,1,6,2,3,0.246031746,Adaptive
5,1,4,1,0,5,0.320359281,Naïve
5,1,1,2,2,3,0.375321337,Naïve
5,1,3,3,2,1,0.35620915,Naïve
5,1,1,6,4,4,0.252427184,Adaptive
5,1,2,2,4,5,0.372093023,Naïve
5,1,3,1,0,5,0.295681063,Naïve
5,1,2,2,3,4,0.425806452,Naïve
5,1,3,2,1,3,0.450793651,Naïve
5,1,1,8,3,4,0.524429967,Adaptive
5,1,2,3,1,1,0.357798165,Naïve
5,1,3,6,2,2,0.195583596,Adaptive
5,1,4,6,3,4,0.326219512,Adaptive
8,1,1,6,2,3,0.361655773,Adaptive
8,1,4,4,2,1,0.586757991,Adaptive
8,1,2,4,4,4,0.305647841,Adaptive
8,1,3,8,4,4,0.605597964,Adaptive
8,1,2,4,1,1,0.577922078,Adaptive
8,1,1,2,4,5,0.495024876,Naïve
8,1,3,4,4,4,0.387096774,Adaptive
8,1,2,8,2,2,0.708542714,Adaptive
8,1,1,2,2,3,0.406417112,Naïve
8,1,3,6,2,2,0.494047619,Adaptive
8,1,2,6,1,1,0.27388535,Adaptive
8,1,3,3,3,2,0.684375,Naïve
8,1,1,8,3,3,0.521311475,Adaptive
8,1,3,3,2,1,0.376315789,Naïve
8,1,2,2,3,5,0.319620253,Naïve
8,1,1,2,3,5,0.592827004,Naïve
8,1,3,2,1,3,0.72299169,Naïve
8,1,4,8,4,5,0.654605263,Adaptive
8,1,1,6,3,3,0.267295597,Adaptive
8,1,3,8,2,3,0.6443769,Adaptive
8,1,4,2,4,5,0.171806167,Naïve
8,1,1,6,1,1,0.614649682,Adaptive
8,1,4,3,4,3,0.610619469,Naïve
8,1,1,6,4,4,0.731629393,Adaptive
8,1,2,6,2,2,0.537704918,Adaptive
8,1,3,4,1,1,0.451187335,Adaptive
8,1,4,6,3,3,0.189440994,Adaptive
8,1,3,1,0,5,0.56284153,Naïve
8,1,2,3,3,3,0.25915493,Naïve
8,1,3,6,4,5,0.513586957,Adaptive
8,1,2,4,2,1,0.76744186,Adaptive
8,1,4,4,4,5,0.728476821,Adaptive
8,1,2,8,3,4,0.38762215,Adaptive
8,1,4,1,0,5,0.609836066,Naïve
8,1,1,3,3,3,0.277777778,Naïve
8,1,2,3,1,1,0.485049834,Naïve
8,1,3,6,1,2,0.48974359,Adaptive
8,1,2,2,4,4,0.507331378,Naïve
8,1,4,4,1,2,0.328903654,Adaptive
8,1,3,3,4,3,0.563636364,Naïve
8,1,2,2,2,3,0.679300292,Naïve
8,1,4,4,3,3,0.472677596,Adaptive
8,1,3,8,1,2,0.445182724,Adaptive
8,1,4,2,3,5,0.236760125,Naïve
8,1,2,6,4,4,0.276923077,Adaptive
8,1,1,1,0,5,0.021943574,Naïve
8,1,2,6,3,3,0.33442623,Adaptive
8,1,4,6,1,1,0.415873016,Adaptive
8,1,1,8,4,4,0.263929619,Adaptive
8,1,3,3,1,1,0.506451613,Naïve
8,1,4,3,2,1,0.469255663,Naïve
8,1,3,2,4,5,0.212827988,Naïve
8,1,2,1,0,4,0.395833333,Naïve
8,1,4,3,3,3,0.047169811,Naïve
8,1,1,4,4,4,0.62962963,Adaptive
8,1,3,4,2,2,0.575851393,Adaptive
8,1,4,3,1,1,0.206741573,Naïve
8,1,3,4,3,4,0.436031332,Adaptive
8,1,1,2,1,3,0.345733042,Naïve
8,1,4,8,1,3,0.731012658,Adaptive
8,1,1,8,1,3,0.424836601,Adaptive
8,1,4,8,3,5,0.647181628,Adaptive
8,1,1,4,3,4,0.455108359,Adaptive
8,1,4,8,2,3,0.166281755,Adaptive
8,1,2,3,4,4,0.580128205,Naïve
8,1,1,4,1,2,0.395948435,Adaptive
8,1,3,6,3,4,0.355029586,Adaptive
8,1,1,8,2,3,0.507168459,Adaptive
8,1,2,2,1,3,0.193609023,Naïve
8,1,1,3,2,2,0.651898734,Naïve
8,1,2,8,1,2,0.285714286,Adaptive
8,1,1,3,1,1,0.516216216,Naïve
8,1,3,2,3,5,0.61247216,Naïve
8,1,2,4,3,3,0.692307692,Adaptive
8,1,4,2,1,3,0.535014006,Naïve
8,1,3,8,3,4,0.400651466,Adaptive
8,1,2,8,4,4,0.457076566,Adaptive
8,1,4,2,2,3,0.504504505,Naïve
8,1,1,4,2,2,0.586021505,Adaptive
8,1,4,6,4,4,0.431893688,Adaptive
8,1,3,2,2,3,0.534334764,Naïve
8,1,2,3,2,2,0.249376559,Naïve
8,1,4,6,2,3,0.466463415,Adaptive
8,1,1,3,4,3,0.504273504,Naïve
9,1,4,2,1,3,0.614035088,Naïve
9,1,1,8,2,3,0.560846561,Adaptive
9,1,3,2,2,4,0.435582822,Naïve
9,1,1,8,1,3,0.458852868,Adaptive
9,1,4,8,3,5,0.487854251,Adaptive
9,1,3,4,2,1,0.43287037,Adaptive
9,1,4,3,3,4,0.422885572,Naïve
9,1,2,8,4,5,0.649164678,Adaptive
9,1,1,4,4,5,0.564935065,Adaptive
9,1,4,6,1,1,0.38961039,Adaptive
9,1,2,6,3,3,0.5,Adaptive
9,1,3,8,3,5,0.457202505,Adaptive
9,1,1,3,2,1,0.623239437,Naïve
9,1,2,6,4,5,0.604010025,Adaptive
9,1,4,3,1,1,0.706713781,Naïve
9,1,3,8,1,2,0.260645161,Adaptive
9,1,4,6,4,5,0.481216458,Adaptive
9,1,1,8,4,4,0.238693467,Adaptive
9,1,3,4,3,4,0.406716418,Adaptive
9,1,1,1,0,5,0.623880597,Naïve
9,1,2,3,4,3,0.542936288,Naïve
9,1,4,8,2,2,0.273076923,Adaptive
9,1,3,2,4,5,0.556354916,Naïve
9,1,4,6,2,2,0.67651633,Adaptive
9,1,2,4,3,2,0.670769231,Adaptive
9,1,4,2,2,3,0.296587927,Naïve
9,1,3,2,3,5,0.247159091,Naïve
9,1,2,1,0,4,0.422505308,Naïve
9,1,1,4,1,1,0.485135135,Adaptive
9,1,2,3,2,1,0.555900621,Naïve
9,1,1,4,3,4,0.329596413,Adaptive
9,1,4,2,3,4,0.453074434,Naïve
9,1,1,2,1,3,0.761904762,Naïve
9,1,2,8,1,1,0.33030303,Adaptive
9,1,1,3,4,5,0.476331361,Naïve
9,1,2,2,1,2,0.614224138,Naïve
9,1,3,6,3,3,0.366233766,Adaptive
9,1,1,4,2,2,0.63434903,Adaptive
9,1,4,3,2,1,0.675268817,Naïve
9,1,1,3,1,1,0.369636964,Naïve
9,1,3,3,1,1,0.382059801,Naïve
9,1,4,8,1,2,0.703036053,Adaptive
9,1,2,2,2,3,0.430232558,Naïve
9,1,3,1,0,5,0.29303548,Naïve
9,1,1,6,2,4,0.467720685,Adaptive
9,1,4,2,4,5,0.642045455,Naïve
9,1,3,6,2,3,0.632022472,Adaptive
9,1,2,8,3,4,0.564039409,Adaptive
9,1,3,6,1,2,0.317241379,Adaptive
9,1,4,1,0,5,0.28490566,Naïve
9,1,2,6,1,1,0.253776435,Adaptive
9,1,1,6,3,5,0.46130031,Adaptive
9,1,2,3,1,1,0.285714286,Naïve
9,1,3,4,4,5,0.33988764,Adaptive
9,1,4,8,4,5,0.233560091,Adaptive
9,1,2,4,2,1,0.349693252,Adaptive
9,1,3,8,2,3,0.460829493,Adaptive
9,1,1,6,1,2,0.642424242,Adaptive
9,1,3,6,4,5,0.096345515,Adaptive
9,1,2,4,1,1,0.470108696,Adaptive
9,1,1,2,3,5,0.310679612,Naïve
9,1,2,6,2,2,0.645695364,Adaptive
9,1,3,3,4,4,0.543478261,Naïve
9,1,4,4,1,2,0.514195584,Adaptive
9,1,2,2,3,4,0.380829016,Naïve
9,1,3,3,2,3,0.148541114,Naïve
9,1,2,8,2,2,0.655384615,Adaptive
9,1,1,6,4,4,0.677339901,Adaptive
9,1,4,4,4,4,0.384126984,Adaptive
9,1,2,2,4,4,0.635179153,Naïve
9,1,3,4,1,2,0.45482866,Adaptive
9,1,1,2,4,5,0.518272425,Naïve
9,1,4,3,4,4,0.78,Naïve
9,1,2,3,3,3,0.427652733,Naïve
9,1,1,3,3,3,0.279503106,Naïve
9,1,4,6,3,4,0.493449782,Adaptive
9,1,3,2,1,3,0.727574751,Naïve
9,1,2,4,4,4,0.799426934,Adaptive
9,1,3,8,4,5,0.28611898,Adaptive
9,1,4,4,2,1,0.673139159,Adaptive
9,1,1,2,2,4,0.632258065,Naïve
9,1,4,4,3,3,0.741071429,Adaptive
9,1,3,3,3,3,0.398671096,Naïve
9,1,1,8,3,4,0.564784053,Adaptive
16,1,4,4,1,1,0.538666667,Adaptive
16,1,1,6,1,2,0.636568849,Adaptive
16,1,2,8,3,3,0.611295681,Adaptive
16,1,1,3,3,3,0.414985591,Naïve
16,1,2,4,2,2,0.406940063,Adaptive
16,1,3,2,1,4,0.281456954,Naïve
