Participant,DoF,Contents,Codecs,Bitrates,Scores,HRScores,DMOS,Content,Codec,Bitrate,PcqmAvg,p2pointMSEPSNR,p2planeMSEPSNR,YPSNR,UPSNR,VPSNR
38,2,3,2,3,3,3,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
38,2,3,2,4,4,3,6,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
38,2,3,2,5,3,3,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
38,2,3,3,2,1,3,3,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
38,2,3,3,3,2,3,4,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
38,2,3,3,4,3,3,5,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
38,2,3,3,5,3,3,5,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
38,2,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
38,2,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
38,2,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
38,2,4,2,5,4,5,4,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
38,2,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
38,2,4,3,3,2,5,2,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
38,2,4,3,4,3,5,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
38,2,4,3,5,4,5,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
39,2,1,2,2,3,4,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
39,2,1,2,3,4,4,5,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
39,2,1,2,4,2,4,3,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
39,2,1,2,5,4,4,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
39,2,1,3,2,1,4,2,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
39,2,1,3,3,1,4,2,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
39,2,1,3,4,3,4,4,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
39,2,1,3,5,3,4,4,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
39,2,2,2,2,2,5,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
39,2,2,2,3,3,5,3,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
39,2,2,2,4,3,5,3,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
39,2,2,2,5,5,5,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
39,2,2,3,2,1,5,1,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
39,2,2,3,3,2,5,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
39,2,2,3,4,3,5,3,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
39,2,2,3,5,4,5,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
39,2,3,2,2,3,5,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
39,2,3,2,3,5,5,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
39,2,3,2,4,4,5,4,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
39,2,3,2,5,4,5,4,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
39,2,3,3,2,1,5,1,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
39,2,3,3,3,1,5,1,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
39,2,3,3,4,2,5,2,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
39,2,3,3,5,3,5,3,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
39,2,4,2,2,2,3,4,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
39,2,4,2,3,2,3,4,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
39,2,4,2,4,3,3,5,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
39,2,4,2,5,4,3,6,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
39,2,4,3,2,1,3,3,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
39,2,4,3,3,2,3,4,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
39,2,4,3,4,2,3,4,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
39,2,4,3,5,3,3,5,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
40,2,1,2,2,2,3,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
40,2,1,2,3,3,3,5,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
40,2,1,2,4,3,3,5,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
40,2,1,2,5,4,3,6,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
40,2,1,3,2,1,3,3,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
40,2,1,3,3,2,3,4,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
40,2,1,3,4,3,3,5,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
40,2,1,3,5,3,3,5,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
40,2,2,2,2,2,4,3,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
40,2,2,2,3,3,4,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
40,2,2,2,4,4,4,5,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
40,2,2,2,5,4,4,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
40,2,2,3,2,1,4,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
40,2,2,3,3,2,4,3,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
40,2,2,3,4,2,4,3,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
40,2,2,3,5,3,4,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
40,2,3,2,2,2,4,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
40,2,3,2,3,3,4,4,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
40,2,3,2,4,3,4,4,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
40,2,3,2,5,4,4,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
40,2,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
40,2,3,3,3,1,4,2,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
40,2,3,3,4,2,4,3,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
40,2,3,3,5,3,4,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
40,2,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
40,2,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
40,2,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
40,2,4,2,5,4,5,4,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
40,2,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
40,2,4,3,3,1,5,1,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
40,2,4,3,4,2,5,2,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
40,2,4,3,5,4,5,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
41,2,1,2,2,3,3,5,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
41,2,1,2,3,3,3,5,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
41,2,1,2,4,4,3,6,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
41,2,1,2,5,3,3,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
41,2,1,3,2,1,3,3,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
41,2,1,3,3,2,3,4,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
41,2,1,3,4,3,3,5,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
41,2,1,3,5,3,3,5,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
41,2,2,2,2,2,4,3,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
41,2,2,2,3,3,4,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
41,2,2,2,4,3,4,4,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
41,2,2,2,5,4,4,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
41,2,2,3,2,1,4,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
41,2,2,3,3,1,4,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
41,2,2,3,4,3,4,4,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
41,2,2,3,5,3,4,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
41,2,3,2,2,3,4,4,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
41,2,3,2,3,4,4,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
41,2,3,2,4,4,4,5,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
41,2,3,2,5,4,4,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
41,2,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
41,2,3,3,3,2,4,3,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
41,2,3,3,4,3,4,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
41,2,3,3,5,3,4,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
41,2,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
41,2,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
41,2,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
41,2,4,2,5,4,5,4,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
41,2,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
41,2,4,3,3,2,5,2,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
41,2,4,3,4,2,5,2,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
41,2,4,3,5,4,5,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
42,2,1,2,2,3,4,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
42,2,1,2,3,4,4,5,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
42,2,1,2,4,4,4,5,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
42,2,1,2,5,4,4,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
42,2,1,3,2,1,4,2,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
42,2,1,3,3,3,4,4,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
42,2,1,3,4,3,4,4,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
42,2,1,3,5,4,4,5,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
42,2,2,2,2,3,5,3,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
42,2,2,2,3,4,5,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
42,2,2,2,4,5,5,5,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
42,2,2,2,5,5,5,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
42,2,2,3,2,2,5,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
42,2,2,3,3,3,5,3,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
42,2,2,3,4,4,5,4,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
42,2,2,3,5,4,5,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
42,2,3,2,2,3,4,4,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
42,2,3,2,3,4,4,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
42,2,3,2,4,4,4,5,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
42,2,3,2,5,3,4,4,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
42,2,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
42,2,3,3,3,3,4,4,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
42,2,3,3,4,3,4,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
42,2,3,3,5,3,4,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
42,2,4,2,2,3,5,3,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
42,2,4,2,3,4,5,4,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
42,2,4,2,4,5,5,5,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
42,2,4,2,5,5,5,5,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
42,2,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
42,2,4,3,3,3,5,3,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
42,2,4,3,4,3,5,3,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
42,2,4,3,5,5,5,5,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
43,2,1,2,2,1,2,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
43,2,1,2,3,3,2,6,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
43,2,1,2,4,2,2,5,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
43,2,1,2,5,3,2,6,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
43,2,1,3,2,1,2,4,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
43,2,1,3,3,1,2,4,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
43,2,1,3,4,2,2,5,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
43,2,1,3,5,3,2,6,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
43,2,2,2,2,1,4,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
43,2,2,2,3,3,4,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
43,2,2,2,4,5,4,6,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
43,2,2,2,5,4,4,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
43,2,2,3,2,1,4,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
43,2,2,3,3,1,4,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
43,2,2,3,4,2,4,3,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
43,2,2,3,5,3,4,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
43,2,3,2,2,2,2,5,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
43,2,3,2,3,2,2,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
43,2,3,2,4,3,2,6,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
43,2,3,2,5,3,2,6,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
43,2,3,3,2,1,2,4,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
43,2,3,3,3,1,2,4,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
43,2,3,3,4,1,2,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
43,2,3,3,5,3,2,6,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
43,2,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
43,2,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
43,2,4,2,4,4,5,4,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
43,2,4,2,5,4,5,4,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
43,2,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
43,2,4,3,3,1,5,1,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
43,2,4,3,4,1,5,1,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
43,2,4,3,5,4,5,4,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
44,2,1,2,2,2,4,3,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
44,2,1,2,3,4,4,5,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
44,2,1,2,4,3,4,4,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
44,2,1,2,5,3,4,4,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
44,2,1,3,2,1,4,2,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
44,2,1,3,3,1,4,2,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
44,2,1,3,4,3,4,4,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
44,2,1,3,5,3,4,4,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
44,2,2,2,2,2,5,2,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
44,2,2,2,3,4,5,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
44,2,2,2,4,4,5,4,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
44,2,2,2,5,4,5,4,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
44,2,2,3,2,1,5,1,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
44,2,2,3,3,2,5,2,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
44,2,2,3,4,4,5,4,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
44,2,2,3,5,3,5,3,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
44,2,3,2,2,2,4,3,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
44,2,3,2,3,3,4,4,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
44,2,3,2,4,5,4,6,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
44,2,3,2,5,4,4,5,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
44,2,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
44,2,3,3,3,3,4,4,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
44,2,3,3,4,2,4,3,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
44,2,3,3,5,3,4,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
44,2,4,2,2,2,5,2,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
44,2,4,2,3,3,5,3,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
44,2,4,2,4,5,5,5,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
44,2,4,2,5,5,5,5,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
44,2,4,3,2,1,5,1,H4,A3,R1,0.01599418,5.660354304,10.40880325,24.5797794,28.2125664,26.95610016
44,2,4,3,3,2,5,2,H4,A3,R2,0.01227278,11.287248,16.092335,28.28590464,30.93899788,28.7751373
44,2,4,3,4,4,5,4,H4,A3,R3,0.009054088,16.86989856,21.7258944,31.69414472,30.7850977,28.6481088
44,2,4,3,5,5,5,5,H4,A3,R4,0.003859388,12.643104,16.29100942,26.07802932,31.526795,30.5837433
45,2,1,2,2,3,4,4,H1,A2,R1,0.01112868,13.1699,16.1393,27.1533,33.1861,32.5186
45,2,1,2,3,3,4,4,H1,A2,R2,0.006869816,16.1752,19.9781,32.0611,35.581,35.1821
45,2,1,2,4,3,4,4,H1,A2,R3,0.004954706,18.1989,22.8919,37.3618,39.6005,38.8605
45,2,1,2,5,4,4,5,H1,A2,R4,0.00291451,19.7432,25.0814,40.8071,42.0881,40.9712
45,2,1,3,2,1,4,2,H1,A3,R1,0.01986482,5.0583,5.85783,23.7316,28.859,26.8746
45,2,1,3,3,4,4,5,H1,A3,R2,0.01250276,5.95576,11.5333,26.1348,30.297,28.3629
45,2,1,3,4,4,4,5,H1,A3,R3,0.008048172,11.9975,17.285,30.0658,32.2147,30.2705
45,2,1,3,5,4,4,5,H1,A3,R4,0.003510562,18.1163,23.093,33.3412,33.0667,31.4124
45,2,2,2,2,3,4,4,H2,A2,R1,0.01328432,15.36644,18.78940305,30.47728166,35.5489771,34.48197621
45,2,2,2,3,3,4,4,H2,A2,R2,0.00815931,17.82946233,21.76104014,35.49371,39.1807347,36.917475
45,2,2,2,4,3,4,4,H2,A2,R3,0.005574714,19.15485264,23.84237884,41.61099987,39.983695,39.34464336
45,2,2,2,5,4,4,5,H2,A2,R4,0.003050374,5.05779417,5.683266666,21.8686694,27.9816864,27.12722124
45,2,2,3,2,1,4,2,H2,A3,R1,0.019778,5.778278352,11.06620135,26.39092104,29.08512,27.23689287
45,2,2,3,3,2,4,3,H2,A3,R2,0.01520364,11.402424,16.9393,30.05377368,31.25470194,29.9617409
45,2,2,3,4,4,4,5,H2,A3,R3,0.01109318,17.91339744,22.6126656,32.66437364,31.75725868,30.75902208
45,2,2,3,5,3,4,4,H2,A3,R4,0.00509718,13.1699,16.29100942,26.87633634,33.849822,32.83728228
45,2,3,2,2,4,4,5,H3,A2,R1,0.01196244,15.2127756,18.5996111,29.8488841,33.8232986,33.43706784
45,2,3,2,3,4,4,5,H3,A2,R2,0.0079172,16.77028635,22.20972138,34.7838358,38.02836015,36.1791255
45,2,3,2,4,3,4,4,H3,A2,R3,0.00547657,18.5684796,23.84237884,39.59104842,39.1840211,37.7549608
45,2,3,2,5,3,4,4,H3,A2,R4,0.003051862,4.75733115,5.567281632,21.8686694,26.319408,25.54699476
45,2,3,3,2,1,4,2,H3,A3,R1,0.02229976,5.719316328,10.62793595,25.35598296,27.9217152,27.51768558
45,2,3,3,3,2,4,3,H3,A3,R2,0.01768866,11.056896,16.431121,29.16983916,30.93899788,28.4784864
45,2,3,3,4,3,4,4,H3,A3,R3,0.01295152,17.21773152,21.7258944,30.7239158,32.08131234,29.25122688
45,2,3,3,5,3,4,4,H3,A3,R4,0.00650788,12.774803,16.29100942,25.54582464,31.526795,30.90567744
45,2,4,2,2,2,4,3,H4,A2,R1,0.01159416,15.0591112,18.78940305,30.16308288,33.1330272,33.08876505
45,2,4,2,3,3,4,4,H4,A2,R2,0.006724786,16.94681568,21.98538076,34.4288987,36.49186075,35.440776
45,2,4,2,4,4,4,5,H4,A2,R3,0.004577594,19.15485264,23.84237884,38.78306784,37.98451025,38.54980208
45,2,4,2,5,4,4,5,H4,A2,R4,0.002609706,4.75733115,5.509289115,21.6432192,27.1505472,25.0202526
