Participant,DoF,Contents,Codecs,Bitrates,Scores,HRScores,DMOS
4,1,4,3,3,2,5,2
4,1,2,2,1,2,5,2
4,1,3,4,3,2,5,2
4,1,1,4,4,2,5,2
4,1,3,2,2,2,5,2
4,1,4,3,2,2,5,2
4,1,1,4,1,1,5,1
4,1,3,3,1,1,5,1
4,1,4,6,4,4,5,4
4,1,1,4,2,1,5,1
5,1,4,6,1,2,5,2
5,1,1,4,1,3,5,3
5,1,3,2,3,5,5,5
5,1,4,3,2,2,5,2
5,1,1,3,1,3,5,3
5,1,3,4,3,4,5,4
5,1,4,2,2,4,5,4
5,1,1,8,4,4,5,4
5,1,2,3,4,3,5,3
5,1,1,4,3,4,5,4
5,1,4,2,1,2,5,2
5,1,1,3,2,2,5,2
5,1,4,3,3,3,5,3
5,1,2,6,3,3,5,3
5,1,4,2,3,4,5,4
5,1,3,2,4,5,5,5
5,1,2,4,3,3,5,3
5,1,3,4,2,3,5,3
5,1,2,8,4,4,5,4
5,1,3,3,1,1,5,1
5,1,1,8,2,3,5,3
5,1,4,8,1,2,5,2
5,1,2,8,1,1,5,1
5,1,1,3,4,4,5,4
5,1,4,3,1,1,5,1
5,1,2,3,2,2,5,2
5,1,3,8,3,4,5,4
5,1,1,2,1,3,5,3
5,1,4,8,2,3,5,3
5,1,2,6,4,4,5,4
5,1,1,4,4,4,5,4
5,1,4,6,2,2,5,2
5,1,1,8,1,2,5,2
5,1,3,2,2,3,5,3
5,1,2,2,1,2,5,2
5,1,1,4,2,2,5,2
5,1,4,8,3,4,5,4
5,1,3,6,3,4,5,4
5,1,3,8,1,2,5,2
5,1,4,6,4,4,5,4
5,1,2,3,3,3,5,3
5,1,3,6,4,4,5,4
5,1,2,8,3,4,5,4
5,1,1,6,1,2,5,2
5,1,2,4,2,2,5,2
5,1,4,2,4,4,5,4
5,1,2,6,1,1,5,1
5,1,4,4,4,4,5,4
5,1,2,6,2,2,5,2
5,1,3,4,4,4,5,4
5,1,4,4,1,2,5,2
5,1,3,3,3,3,5,3
5,1,4,4,3,3,5,3
5,1,3,4,1,2,5,2
5,1,2,2,2,3,5,3
5,1,3,8,2,2,5,2
5,1,1,6,3,4,5,4
5,1,3,8,4,4,5,4
5,1,2,4,1,1,5,1
5,1,4,4,2,2,5,2
5,1,1,2,3,4,5,4
5,1,4,3,4,4,5,4
5,1,3,6,1,3,5,3
5,1,1,2,4,4,5,4
5,1,2,4,4,4,5,4
5,1,4,8,4,4,5,4
5,1,3,3,4,3,5,3
5,1,1,3,3,2,5,2
5,1,2,8,2,2,5,2
5,1,1,6,2,3,5,3
5,1,1,2,2,3,5,3
5,1,3,3,2,1,5,1
5,1,1,6,4,4,5,4
5,1,2,2,4,5,5,5
5,1,2,2,3,4,5,4
5,1,3,2,1,3,5,3
5,1,1,8,3,4,5,4
5,1,2,3,1,1,5,1
5,1,3,6,2,2,5,2
5,1,4,6,3,4,5,4
8,1,1,6,2,3,5,3
8,1,4,4,2,1,5,1
8,1,2,4,4,4,4,5
8,1,3,8,4,4,5,4
8,1,2,4,1,1,4,2
8,1,1,2,4,5,5,5
8,1,3,4,4,4,5,4
8,1,2,8,2,2,4,3
8,1,1,2,2,3,5,3
8,1,3,6,2,2,5,2
8,1,2,6,1,1,4,2
8,1,3,3,3,2,5,2
8,1,1,8,3,3,5,3
8,1,3,3,2,1,5,1
8,1,2,2,3,5,4,6
8,1,1,2,3,5,5,5
8,1,3,2,1,3,5,3
8,1,4,8,4,5,5,5
8,1,1,6,3,3,5,3
8,1,3,8,2,3,5,3
8,1,4,2,4,5,5,5
8,1,1,6,1,1,5,1
8,1,4,3,4,3,5,3
8,1,1,6,4,4,5,4
8,1,2,6,2,2,4,3
8,1,3,4,1,1,5,1
8,1,4,6,3,3,5,3
8,1,2,3,3,3,4,4
8,1,3,6,4,5,5,5
8,1,2,4,2,1,4,2
8,1,4,4,4,5,5,5
8,1,2,8,3,4,4,5
8,1,1,3,3,3,5,3
8,1,2,3,1,1,4,2
8,1,3,6,1,2,5,2
8,1,2,2,4,4,4,5
8,1,4,4,1,2,5,2
8,1,3,3,4,3,5,3
8,1,2,2,2,3,4,4
8,1,4,4,3,3,5,3
8,1,3,8,1,2,5,2
8,1,4,2,3,5,5,5
8,1,2,6,4,4,4,5
8,1,2,6,3,3,4,4
8,1,4,6,1,1,5,1
8,1,1,8,4,4,5,4
8,1,3,3,1,1,5,1
8,1,4,3,2,1,5,1
8,1,3,2,4,5,5,5
8,1,4,3,3,3,5,3
8,1,1,4,4,4,5,4
8,1,3,4,2,2,5,2
8,1,4,3,1,1,5,1
8,1,3,4,3,4,5,4
8,1,1,2,1,3,5,3
8,1,4,8,1,3,5,3
8,1,1,8,1,3,5,3
8,1,4,8,3,5,5,5
8,1,1,4,3,4,5,4
8,1,4,8,2,3,5,3
8,1,2,3,4,4,4,5
8,1,1,4,1,2,5,2
8,1,3,6,3,4,5,4
8,1,1,8,2,3,5,3
8,1,2,2,1,3,4,4
8,1,1,3,2,2,5,2
8,1,2,8,1,2,4,3
8,1,1,3,1,1,5,1
8,1,3,2,3,5,5,5
8,1,2,4,3,3,4,4
8,1,4,2,1,3,5,3
8,1,3,8,3,4,5,4
8,1,2,8,4,4,4,5
8,1,4,2,2,3,5,3
8,1,1,4,2,2,5,2
8,1,4,6,4,4,5,4
8,1,3,2,2,3,5,3
8,1,2,3,2,2,4,3
8,1,4,6,2,3,5,3
8,1,1,3,4,3,5,3
9,1,4,2,1,3,5,3
9,1,1,8,2,3,5,3
9,1,3,2,2,4,5,4
9,1,1,8,1,3,5,3
9,1,4,8,3,5,5,5
9,1,3,4,2,1,5,1
9,1,4,3,3,4,5,4
9,1,2,8,4,5,4,6
9,1,1,4,4,5,5,5
9,1,4,6,1,1,5,1
9,1,2,6,3,3,4,4
9,1,3,8,3,5,5,5
9,1,1,3,2,1,5,1
9,1,2,6,4,5,4,6
9,1,4,3,1,1,5,1
9,1,3,8,1,2,5,2
9,1,4,6,4,5,5,5
9,1,1,8,4,4,5,4
9,1,3,4,3,4,5,4
9,1,2,3,4,3,4,4
9,1,4,8,2,2,5,2
9,1,3,2,4,5,5,5
9,1,4,6,2,2,5,2
9,1,2,4,3,2,4,3
9,1,4,2,2,3,5,3
9,1,3,2,3,5,5,5
9,1,1,4,1,1,5,1
9,1,2,3,2,1,4,2
9,1,1,4,3,4,5,4
9,1,4,2,3,4,5,4
9,1,1,2,1,3,5,3
9,1,2,8,1,1,4,2
9,1,1,3,4,5,5,5
9,1,2,2,1,2,4,3
9,1,3,6,3,3,5,3
9,1,1,4,2,2,5,2
9,1,4,3,2,1,5,1
9,1,1,3,1,1,5,1
9,1,3,3,1,1,5,1
9,1,4,8,1,2,5,2
9,1,2,2,2,3,4,4
9,1,1,6,2,4,5,4
9,1,4,2,4,5,5,5
9,1,3,6,2,3,5,3
9,1,2,8,3,4,4,5
9,1,3,6,1,2,5,2
9,1,2,6,1,1,4,2
9,1,1,6,3,5,5,5
9,1,2,3,1,1,4,2
9,1,3,4,4,5,5,5
9,1,4,8,4,5,5,5
9,1,2,4,2,1,4,2
9,1,3,8,2,3,5,3
9,1,1,6,1,2,5,2
9,1,3,6,4,5,5,5
9,1,2,4,1,1,4,2
9,1,1,2,3,5,5,5
9,1,2,6,2,2,4,3
9,1,3,3,4,4,5,4
9,1,4,4,1,2,5,2
9,1,2,2,3,4,4,5
9,1,3,3,2,3,5,3
9,1,2,8,2,2,4,3
9,1,1,6,4,4,5,4
9,1,4,4,4,4,5,4
9,1,2,2,4,4,4,5
9,1,3,4,1,2,5,2
9,1,1,2,4,5,5,5
9,1,4,3,4,4,5,4
9,1,2,3,3,3,4,4
9,1,1,3,3,3,5,3
9,1,4,6,3,4,5,4
9,1,3,2,1,3,5,3
9,1,2,4,4,4,4,5
9,1,3,8,4,5,5,5
9,1,4,4,2,1,5,1
9,1,1,2,2,4,5,4
9,1,4,4,3,3,5,3
9,1,3,3,3,3,5,3
9,1,1,8,3,4,5,4
16,1,4,4,1,1,5,1
16,1,1,6,1,2,5,2
16,1,2,8,3,3,5,3
16,1,1,3,3,3,5,3
16,1,2,4,2,2,5,2
16,1,3,2,1,4,5,4
16,1,1,6,4,5,5,5
16,1,3,4,1,2,5,2
16,1,4,4,2,3,5,3
16,1,1,6,2,4,5,4
16,1,3,3,3,3,5,3
16,1,1,2,4,5,5,5
16,1,3,6,2,3,5,3
16,1,2,6,1,1,5,1
16,1,4,4,4,5,5,5
16,1,3,8,2,3,5,3
16,1,2,4,4,4,5,4
16,1,3,3,2,2,5,2
16,1,1,2,2,4,5,4
16,1,3,6,4,5,5,5
16,1,1,8,3,4,5,4
16,1,4,3,4,4,5,4
16,1,2,4,1,1,5,1
16,1,3,4,4,5,5,5
16,1,2,2,2,4,5,4
16,1,3,8,4,5,5,5
16,1,2,3,3,3,5,3
16,1,4,4,3,4,5,4
16,1,2,2,4,4,5,4
16,1,3,3,4,4,5,4
16,1,4,2,4,5,5,5
16,1,2,2,3,5,5,5
16,1,4,8,4,5,5,5
16,1,2,3,1,1,5,1
16,1,1,2,3,5,5,5
16,1,2,8,2,2,5,2
16,1,1,6,3,5,5,5
16,1,2,6,2,3,5,3
16,1,4,6,3,4,5,4
16,1,3,6,1,2,5,2
16,1,1,8,4,5,5,5
16,1,2,8,4,5,5,5
16,1,4,8,2,4,5,4
16,1,1,4,4,5,5,5
16,1,3,3,1,2,5,2
16,1,4,3,1,1,5,1
16,1,3,8,3,5,5,5
16,1,2,3,2,2,5,2
16,1,3,4,2,3,5,3
16,1,1,4,1,3,5,3
16,1,4,8,3,5,5,5
16,1,3,4,3,4,5,4
16,1,4,2,2,4,5,4
16,1,1,8,1,3,5,3
16,1,3,2,2,4,5,4
16,1,2,6,3,4,5,4
16,1,4,6,1,3,5,3
16,1,3,6,3,4,5,4
16,1,2,3,4,4,5,4
16,1,4,3,2,3,5,3
16,1,2,2,1,4,5,4
16,1,1,3,2,3,5,3
16,1,4,2,1,4,5,4
16,1,4,6,4,5,5,5
16,1,1,2,1,4,5,4
16,1,4,2,3,4,5,4
16,1,2,8,1,3,5,3
16,1,1,4,3,4,5,4
16,1,4,3,3,3,5,3
16,1,1,3,4,4,5,4
16,1,2,6,4,5,5,5
16,1,4,6,2,3,5,3
16,1,1,8,2,3,5,3
16,1,3,2,4,5,5,5
16,1,2,4,3,4,5,4
16,1,3,8,1,3,5,3
16,1,1,4,2,3,5,3
16,1,3,2,3,5,5,5
16,1,1,3,1,2,5,2
16,1,4,8,1,3,5,3
17,1,2,6,4,5,4,6
17,1,3,2,3,5,5,5
17,1,1,4,4,4,5,4
17,1,3,8,1,1,5,1
17,1,2,6,3,3,4,4
17,1,1,3,2,1,5,1
17,1,4,6,2,1,5,1
17,1,2,3,4,4,4,5
17,1,1,3,4,4,5,4
17,1,4,6,1,1,5,1
17,1,3,6,3,3,5,3
17,1,1,8,4,4,5,4
17,1,4,8,3,4,5,4
17,1,2,8,1,1,4,2
17,1,1,2,1,2,5,2
17,1,2,3,2,1,4,2
17,1,3,3,1,1,5,1
17,1,4,3,3,3,5,3
17,1,1,8,2,3,5,3
17,1,3,2,2,3,5,3
17,1,2,8,4,4,4,5
17,1,4,3,2,1,5,1
17,1,1,4,2,2,5,2
17,1,4,8,1,2,5,2
17,1,1,8,1,2,5,2
17,1,4,2,2,3,5,3
17,1,2,4,3,3,4,4
17,1,4,3,1,1,5,1
17,1,2,2,1,2,4,3
17,1,4,2,3,4,5,4
17,1,3,4,3,3,5,3
17,1,4,2,1,2,5,2
17,1,1,3,1,1,5,1
17,1,3,8,3,3,5,3
17,1,1,4,1,2,5,2
17,1,4,8,2,3,5,3
17,1,3,2,4,5,5,5
17,1,4,6,4,5,5,5
17,1,1,4,3,4,5,4
17,1,3,4,2,2,5,2
17,1,1,8,3,4,5,4
17,1,2,2,4,4,4,5
17,1,1,6,2,3,5,3
17,1,2,2,2,2,4,3
17,1,3,6,2,2,5,2
17,1,4,4,4,4,5,4
17,1,3,8,4,4,5,4
17,1,4,4,1,2,5,2
17,1,2,4,1,1,4,2
17,1,4,3,4,3,5,3
17,1,2,4,4,4,4,5
17,1,3,6,1,2,5,2
17,1,2,3,1,1,4,2
17,1,3,3,3,3,5,3
17,1,2,2,3,4,4,5
17,1,3,8,2,3,5,3
17,1,4,6,3,3,5,3
17,1,3,3,2,2,5,2
17,1,1,2,4,4,5,4
17,1,2,6,2,2,4,3
17,1,3,4,1,1,5,1
17,1,1,2,3,5,5,5
17,1,2,8,2,3,4,4
17,1,3,3,4,3,5,3
17,1,4,4,3,4,5,4
17,1,1,6,3,4,5,4
17,1,2,3,3,3,4,4
17,1,1,3,3,3,5,3
17,1,2,8,3,4,4,5
17,1,3,6,4,4,5,4
17,1,3,4,4,4,5,4
17,1,1,2,2,3,5,3
17,1,4,4,2,2,5,2
17,1,3,2,1,2,5,2
17,1,4,8,4,4,5,4
17,1,2,4,2,2,4,3
17,1,1,6,4,4,5,4
17,1,4,2,4,4,5,4
17,1,2,6,1,1,4,2
17,1,1,6,1,2,5,2
18,1,4,4,1,2,4,3
18,1,1,2,2,4,5,4
18,1,3,3,3,1,4,2
18,1,2,3,1,1,5,1
18,1,1,6,1,1,5,1
18,1,3,6,1,1,4,2
18,1,1,2,4,5,5,5
18,1,4,4,4,5,4,6
18,1,3,4,4,5,4,6
18,1,2,4,2,3,5,3
18,1,3,3,4,3,4,4
18,1,1,3,3,3,5,3
18,1,2,8,2,4,5,4
18,1,1,8,3,4,5,4
18,1,3,4,1,2,4,3
18,1,2,6,2,2,5,2
18,1,4,8,4,3,4,4
18,1,2,8,3,4,5,4
18,1,3,6,4,4,4,5
18,1,4,6,3,4,4,5
18,1,2,4,1,1,5,1
18,1,1,2,3,3,5,3
18,1,3,8,2,2,4,3
18,1,4,2,4,4,4,5
18,1,1,6,2,3,5,3
18,1,2,3,3,3,5,3
18,1,3,3,2,2,4,3
18,1,4,4,3,3,4,4
18,1,2,2,2,4,5,4
18,1,3,6,2,2,4,3
18,1,1,6,3,4,5,4
18,1,2,4,4,4,5,4
18,1,3,2,1,4,4,5
18,1,2,2,4,5,5,5
18,1,4,4,2,2,4,3
18,1,1,6,4,4,5,4
18,1,2,6,1,1,5,1
18,1,4,3,4,3,4,4
18,1,2,2,3,5,5,5
18,1,3,8,4,5,4,6
18,1,3,4,2,2,4,3
18,1,2,6,4,5,5,5
18,1,3,8,3,5,4,6
18,1,2,4,3,3,5,3
18,1,4,2,2,3,4,4
18,1,2,3,4,4,5,4
18,1,3,2,4,5,4,6
18,1,4,2,1,3,4,4
18,1,1,4,4,4,5,4
18,1,4,8,1,2,4,3
18,1,4,3,2,1,4,2
18,1,1,8,1,2,5,2
18,1,3,8,1,1,4,2
18,1,4,3,3,3,4,4
18,1,2,8,1,2,5,2
18,1,1,4,3,5,5,5
18,1,4,8,3,5,4,6
18,1,1,2,1,3,5,3
18,1,4,2,3,4,4,5
18,1,3,3,1,1,4,2
18,1,1,3,1,1,5,1
18,1,4,6,4,5,4,6
18,1,2,8,4,5,5,5
18,1,1,3,4,4,5,4
18,1,2,2,1,3,5,3
18,1,1,8,2,3,5,3
18,1,4,8,2,2,4,3
18,1,3,6,3,3,4,4
18,1,1,4,1,2,5,2
18,1,3,2,3,4,4,5
18,1,4,3,1,1,4,2
18,1,1,4,2,2,5,2
18,1,4,6,2,3,4,4
18,1,3,2,2,3,4,4
18,1,4,6,1,2,4,3
18,1,1,3,2,2,5,2
18,1,3,4,3,4,4,5
18,1,1,8,4,4,5,4
18,1,2,3,2,2,5,2
18,1,2,6,3,3,5,3
19,1,1,2,1,3,4,4
19,1,2,8,1,2,5,2
19,1,3,8,3,5,5,5
19,1,1,4,3,5,4,6
19,1,2,6,3,4,5,4
19,1,1,8,2,4,4,5
19,1,4,3,3,4,5,4
19,1,1,3,1,1,4,2
19,1,4,3,2,2,5,2
19,1,3,6,3,5,5,5
19,1,1,3,2,3,4,4
19,1,4,8,2,4,5,4
19,1,3,3,1,2,5,2
19,1,1,8,4,5,4,6
19,1,2,6,4,5,5,5
19,1,4,6,2,3,5,3
19,1,3,4,2,3,5,3
19,1,4,6,4,5,5,5
19,1,2,4,3,3,5,3
19,1,1,4,4,5,4,6
19,1,3,4,3,4,5,4
19,1,1,8,1,3,4,4
19,1,4,8,1,2,5,2
19,1,1,4,2,2,4,3
19,1,2,3,2,1,5,1
19,1,3,2,4,5,5,5
19,1,4,6,1,1,5,1
19,1,2,8,4,4,5,4
19,1,4,2,3,3,5,3
19,1,2,3,4,3,5,3
19,1,3,8,1,2,5,2
19,1,4,8,3,3,5,3
19,1,3,2,2,4,5,4
19,1,4,2,1,3,5,3
19,1,3,2,3,4,5,4
19,1,1,4,1,2,4,3
19,1,4,3,1,1,5,1
19,1,2,2,1,3,5,3
19,1,4,2,2,3,5,3
19,1,1,3,4,3,4,4
19,1,2,8,2,3,5,3
19,1,3,8,2,3,5,3
19,1,1,6,4,4,4,5
19,1,2,4,4,3,5,3
19,1,4,3,4,2,5,2
19,1,2,3,3,3,5,3
19,1,4,8,4,5,5,5
19,1,1,3,3,4,4,5
19,1,1,6,2,2,4,3
19,1,4,4,2,1,5,1
19,1,3,3,3,3,5,3
19,1,2,2,2,4,5,4
19,1,2,6,2,2,5,2
19,1,3,6,1,3,5,3
19,1,1,2,4,5,4,6
19,1,4,6,3,4,5,4
19,1,3,6,2,2,5,2
19,1,1,6,3,4,4,5
19,1,4,4,1,2,5,2
19,1,3,3,4,4,5,4
19,1,2,6,1,1,5,1
19,1,1,8,3,4,4,5
19,1,2,3,1,1,5,1
19,1,4,2,4,5,5,5
19,1,3,6,4,5,5,5
19,1,4,4,4,4,5,4
19,1,1,2,2,4,4,5
19,1,2,2,4,3,5,3
19,1,3,4,4,4,5,4
19,1,2,4,2,2,5,2
19,1,3,8,4,3,5,3
19,1,1,6,1,2,4,3
19,1,2,2,3,4,5,4
19,1,3,2,1,3,5,3
19,1,2,8,3,3,5,3
19,1,1,2,3,3,4,4
19,1,4,4,3,4,5,4
19,1,3,4,1,2,5,2
19,1,2,4,1,1,5,1
19,1,3,3,2,2,5,2
20,1,3,8,2,3,5,3
20,1,1,2,2,5,5,5
20,1,2,2,4,5,5,5
20,1,4,4,4,5,5,5
20,1,2,8,3,3,5,3
20,1,3,3,2,1,5,1
20,1,2,4,2,2,5,2
20,1,1,3,3,3,5,3
20,1,4,4,1,3,5,3
20,1,2,4,1,1,5,1
20,1,1,6,2,4,5,4
20,1,3,4,4,5,5,5
20,1,2,2,3,5,5,5
20,1,4,6,3,4,5,4
20,1,3,8,4,4,5,4
20,1,4,3,4,4,5,4
20,1,2,8,2,2,5,2
20,1,3,6,1,1,5,1
20,1,2,6,2,1,5,1
20,1,4,8,4,5,5,5
20,1,1,6,3,4,5,4
20,1,4,4,2,1,5,1
20,1,1,6,1,1,5,1
20,1,4,4,3,2,5,2
20,1,2,3,1,1,5,1
20,1,3,6,4,5,5,5
20,1,2,3,3,2,5,2
20,1,2,2,2,4,5,4
20,1,3,3,3,2,5,2
20,1,4,2,4,5,5,5
20,1,1,6,4,4,5,4
20,1,3,2,1,2,5,2
20,1,2,4,4,5,5,5
20,1,1,8,3,4,5,4
20,1,3,3,4,3,5,3
20,1,1,2,3,4,5,4
20,1,3,4,1,1,5,1
20,1,2,6,1,1,5,1
20,1,3,6,2,2,5,2
20,1,1,2,4,5,5,5
20,1,4,8,1,2,5,2
20,1,1,4,3,4,5,4
20,1,2,8,1,2,5,2
20,1,3,4,3,3,5,3
20,1,1,4,4,4,5,4
20,1,4,6,2,2,5,2
20,1,1,3,4,4,5,4
20,1,3,3,1,1,5,1
20,1,4,8,3,5,5,5
20,1,3,8,1,2,5,2
20,1,2,2,1,3,5,3
20,1,1,4,2,2,5,2
20,1,2,3,4,3,5,3
20,1,1,4,1,2,5,2
20,1,3,6,3,3,5,3
20,1,2,3,2,2,5,2
20,1,1,8,2,3,5,3
20,1,2,6,4,4,5,4
20,1,4,3,1,1,5,1
20,1,2,4,3,2,5,2
20,1,4,2,2,3,5,3
20,1,2,6,3,3,5,3
20,1,4,2,1,2,5,2
20,1,3,2,3,5,5,5
20,1,4,3,2,2,5,2
20,1,1,2,1,3,5,3
20,1,4,2,3,4,5,4
20,1,3,4,2,1,5,1
20,1,1,3,1,1,5,1
20,1,3,2,4,4,5,4
20,1,1,3,2,2,5,2
20,1,4,8,2,2,5,2
20,1,3,2,2,3,5,3
20,1,4,6,4,4,5,4
20,1,2,8,4,4,5,4
20,1,1,8,4,3,5,3
20,1,4,3,3,2,5,2
20,1,1,8,1,2,5,2
20,1,3,8,3,3,5,3
20,1,4,6,1,2,5,2
21,1,2,3,4,4,5,4
21,1,3,2,3,5,5,5
21,1,1,8,1,1,5,1
21,1,4,8,3,5,5,5
21,1,2,4,3,2,5,2
21,1,4,2,1,2,5,2
21,1,3,3,1,1,5,1
21,1,4,8,1,1,5,1
21,1,1,4,2,2,5,2
21,1,2,6,3,3,5,3
21,1,4,2,3,4,5,4
21,1,2,2,1,3,5,3
21,1,3,2,2,4,5,4
21,1,4,6,2,2,5,2
21,1,3,4,3,4,5,4
21,1,1,3,1,1,5,1
21,1,2,8,1,3,5,3
21,1,4,2,2,3,5,3
21,1,1,8,4,4,5,4
21,1,4,8,2,3,5,3
21,1,2,8,4,3,5,3
21,1,3,4,2,1,5,1
21,1,4,3,1,1,5,1
21,1,1,4,4,3,5,3
21,1,3,8,1,3,5,3
21,1,2,3,2,1,5,1
21,1,1,4,3,4,5,4
21,1,3,2,4,4,5,4
21,1,1,3,4,4,5,4
21,1,4,6,4,4,5,4
21,1,1,8,2,2,5,2
21,1,4,3,3,3,5,3
21,1,1,2,1,4,5,4
21,1,4,6,1,2,5,2
21,1,3,6,3,4,5,4
21,1,4,3,2,1,5,1
21,1,1,4,1,2,5,2
21,1,2,6,4,3,5,3
21,1,3,8,3,4,5,4
21,1,1,3,2,2,5,2
21,1,3,4,4,4,5,4
21,1,4,8,4,4,5,4
21,1,1,2,2,4,5,4
21,1,4,2,4,5,5,5
21,1,2,4,4,4,5,4
21,1,3,6,2,2,5,2
21,1,2,3,1,1,5,1
21,1,4,4,1,2,5,2
21,1,2,3,3,3,5,3
21,1,1,2,4,5,5,5
21,1,3,3,4,3,5,3
21,1,2,2,2,4,5,4
21,1,3,8,4,4,5,4
21,1,2,6,1,2,5,2
21,1,1,2,3,5,5,5
21,1,4,6,3,3,5,3
21,1,2,6,2,2,5,2
21,1,1,8,3,4,5,4
21,1,3,3,2,2,5,2
21,1,4,3,4,3,5,3
21,1,3,6,1,2,5,2
21,1,2,2,4,5,5,5
21,1,4,4,4,4,5,4
21,1,1,3,3,3,5,3
21,1,2,4,2,1,5,1
21,1,4,4,2,1,5,1
21,1,1,6,2,3,5,3
21,1,2,8,2,2,5,2
21,1,3,8,2,2,5,2
21,1,2,8,3,3,5,3
21,1,3,6,4,4,5,4
21,1,4,4,3,4,5,4
21,1,1,6,1,3,5,3
21,1,2,4,1,1,5,1
21,1,3,3,3,3,5,3
21,1,1,6,4,4,5,4
21,1,3,2,1,5,5,5
21,1,1,6,3,4,5,4
21,1,3,4,1,1,5,1
21,1,2,2,3,4,5,4
22,1,2,8,1,2,5,2
22,1,1,3,2,2,5,2
22,1,2,2,1,3,5,3
22,1,3,2,2,5,5,5
22,1,1,2,1,4,5,4
22,1,4,3,1,1,5,1
22,1,3,8,1,2,5,2
22,1,1,4,1,1,5,1
22,1,2,6,4,5,5,5
22,1,3,2,3,5,5,5
22,1,2,6,3,4,5,4
22,1,4,3,2,2,5,2
22,1,1,4,2,2,5,2
22,1,2,3,4,4,5,4
22,1,4,2,2,4,5,4
22,1,1,8,1,4,5,4
22,1,3,3,1,1,5,1
22,1,1,8,2,4,5,4
22,1,4,6,2,3,5,3
22,1,3,8,3,4,5,4
22,1,4,8,2,4,5,4
22,1,1,4,3,5,5,5
22,1,4,6,1,2,5,2
22,1,1,8,4,4,5,4
22,1,4,8,1,3,5,3
22,1,1,3,1,1,5,1
22,1,4,2,3,5,5,5
22,1,1,4,4,5,5,5
22,1,4,2,1,2,5,2
22,1,3,4,3,4,5,4
22,1,4,8,3,5,5,5
22,1,3,6,3,4,5,4
22,1,2,8,4,5,5,5
22,1,4,3,3,3,5,3
22,1,3,4,2,2,5,2
22,1,2,3,2,2,5,2
22,1,4,6,4,5,5,5
22,1,3,2,4,5,5,5
22,1,2,4,3,2,5,2
22,1,1,3,4,4,5,4
22,1,1,2,3,5,5,5
22,1,2,2,2,5,5,5
22,1,4,8,4,4,5,4
22,1,3,3,3,2,5,2
22,1,2,6,1,1,5,1
22,1,1,6,2,4,5,4
22,1,4,4,3,4,5,4
22,1,3,2,1,4,5,4
22,1,2,3,3,3,5,3
22,1,3,4,4,4,5,4
22,1,4,3,4,4,5,4
22,1,2,4,1,1,5,1
22,1,4,2,4,5,5,5
22,1,3,6,2,3,5,3
22,1,4,4,2,2,5,2
22,1,3,8,4,4,5,4
22,1,3,6,1,2,5,2
22,1,1,2,4,5,5,5
22,1,3,8,2,3,5,3
22,1,1,8,3,4,5,4
22,1,2,4,4,5,5,5
22,1,4,4,4,5,5,5
22,1,2,8,2,2,5,2
22,1,1,6,1,2,5,2
22,1,2,2,4,5,5,5
22,1,1,3,3,3,5,3
22,1,2,2,3,4,5,4
22,1,4,4,1,2,5,2
22,1,3,3,4,3,5,3
22,1,2,8,3,4,5,4
22,1,3,3,2,2,5,2
22,1,4,6,3,4,5,4
22,1,3,6,4,4,5,4
22,1,2,6,2,3,5,3
22,1,3,4,1,1,5,1
22,1,1,6,4,4,5,4
22,1,2,4,2,1,5,1
22,1,1,2,2,5,5,5
22,1,2,3,1,1,5,1
22,1,1,6,3,4,5,4
23,1,3,4,3,5,5,5
23,1,2,3,4,5,5,5
23,1,1,4,1,1,5,1
23,1,1,4,2,1,5,1
23,1,4,3,1,1,5,1
23,1,3,3,1,1,5,1
23,1,4,8,1,3,5,3
23,1,3,4,2,2,5,2
23,1,1,2,1,5,5,5
23,1,2,6,4,5,5,5
23,1,4,6,1,2,5,2
23,1,1,8,4,5,5,5
23,1,3,8,1,2,5,2
23,1,4,8,3,5,5,5
23,1,2,3,2,3,5,3
23,1,1,3,1,1,5,1
23,1,4,8,2,4,5,4
23,1,2,4,3,3,5,3
23,1,4,2,1,4,5,4
23,1,3,6,3,5,5,5
23,1,2,6,3,5,5,5
23,1,1,3,2,2,5,2
23,1,3,2,3,5,5,5
23,1,1,4,4,5,5,5
23,1,3,2,4,5,5,5
23,1,2,8,1,2,5,2
23,1,4,6,4,5,5,5
23,1,1,8,2,5,5,5
23,1,4,2,3,5,5,5
23,1,3,8,3,5,5,5
23,1,1,3,4,5,5,5
23,1,4,2,2,4,5,4
23,1,2,8,4,5,5,5
23,1,4,3,3,4,5,4
23,1,1,4,3,5,5,5
23,1,4,6,2,4,5,4
23,1,2,2,1,4,5,4
23,1,3,2,2,4,5,4
23,1,4,3,2,2,5,2
23,1,1,8,1,2,5,2
23,1,4,6,3,5,5,5
23,1,2,4,4,5,5,5
23,1,3,3,3,4,5,4
23,1,1,6,3,5,5,5
23,1,2,8,2,2,5,2
23,1,4,2,4,5,5,5
23,1,2,3,1,1,5,1
23,1,3,8,4,5,5,5
23,1,2,2,4,4,5,4
23,1,1,6,2,3,5,3
23,1,3,6,4,5,5,5
23,1,2,2,3,4,5,4
23,1,3,6,2,3,5,3
23,1,1,6,4,5,5,5
23,1,2,2,2,4,5,4
23,1,4,4,1,2,5,2
23,1,3,8,2,3,5,3
23,1,1,2,2,5,5,5
23,1,2,3,3,4,5,4
23,1,1,2,4,4,5,4
23,1,3,6,1,2,5,2
23,1,2,6,2,2,5,2
