Participant;DoF;Contents;Codecs;Bitrates;Scores;Session;ViewOrder
21;1;4;3;1;1;S01;25
21;1;1;4;4;3;S01;26
21;1;3;8;1;3;S01;27
21;1;2;3;2;1;S01;28
21;1;1;4;3;4;S01;29
21;1;3;2;4;4;S01;30
21;1;1;3;4;4;S01;31
21;1;4;6;4;4;S01;32
21;1;1;8;2;2;S01;33
21;1;4;3;3;3;S01;34
21;1;1;2;1;4;S01;35
21;1;4;6;1;2;S01;36
21;1;3;6;3;4;S01;37
21;1;4;3;2;1;S01;38
21;1;1;4;1;2;S01;39
21;1;2;6;4;3;S01;40
21;1;3;8;3;4;S01;41
21;1;1;3;2;2;S01;42
21;1;3;4;4;4;S02;1
21;1;4;8;4;4;S02;2
21;1;1;2;2;4;S02;3
21;1;4;2;4;5;S02;4
21;1;2;4;4;4;S02;5
21;1;3;6;2;2;S02;6
21;1;2;3;1;1;S02;7
21;1;4;4;1;2;S02;8
21;1;2;3;3;3;S02;9
21;1;1;2;4;5;S02;10
21;1;3;3;4;3;S02;11
21;1;2;2;2;4;S02;12
21;1;3;8;4;4;S02;13
21;1;2;6;1;2;S02;14
21;1;1;2;3;5;S02;15
21;1;4;6;3;3;S02;16
21;1;2;6;2;2;S02;17
21;1;1;8;3;4;S02;18
21;1;3;3;2;2;S02;19
21;1;4;3;4;3;S02;20
21;1;3;6;1;2;S02;21
21;1;2;2;4;5;S02;22
21;1;4;4;4;4;S02;23
21;1;1;3;3;3;S02;24
21;1;2;4;2;1;S02;25
21;1;4;1;0;5;S02;26
21;1;3;1;0;5;S02;27
21;1;4;4;2;1;S02;28
21;1;1;6;2;3;S02;29
21;1;2;8;2;2;S02;30
21;1;3;8;2;2;S02;31
21;1;2;8;3;3;S02;32
21;1;3;6;4;4;S02;33
21;1;4;4;3;4;S02;34
21;1;1;6;1;3;S02;35
21;1;2;4;1;1;S02;36
21;1;3;3;3;3;S02;37
21;1;1;6;4;4;S02;38
21;1;3;2;1;5;S02;39
21;1;1;6;3;4;S02;40
21;1;3;4;1;1;S02;41
21;1;2;2;3;4;S02;42
22;1;2;8;1;2;S01;1
22;1;1;3;2;2;S01;2
22;1;2;2;1;3;S01;3
22;1;3;2;2;5;S01;4
22;1;1;2;1;4;S01;5
22;1;4;3;1;1;S01;6
22;1;3;8;1;2;S01;7
22;1;1;4;1;1;S01;8
22;1;2;6;4;5;S01;9
22;1;3;2;3;5;S01;10
22;1;2;6;3;4;S01;11
22;1;4;3;2;2;S01;12
22;1;1;4;2;2;S01;13
22;1;2;3;4;4;S01;14
22;1;4;2;2;4;S01;15
22;1;1;8;1;4;S01;16
22;1;3;3;1;1;S01;17
22;1;1;8;2;4;S01;18
22;1;2;1;0;5;S01;19
22;1;4;6;2;3;S01;20
22;1;3;8;3;4;S01;21
22;1;4;8;2;4;S01;22
22;1;1;4;3;5;S01;23
22;1;4;6;1;2;S01;24
22;1;1;8;4;4;S01;25
22;1;4;8;1;3;S01;26
22;1;1;3;1;1;S01;27
22;1;4;2;3;5;S01;28
22;1;1;4;4;5;S01;29
22;1;4;2;1;2;S01;30
22;1;3;4;3;4;S01;31
22;1;4;8;3;5;S01;32
22;1;1;1;0;5;S01;33
22;1;3;6;3;4;S01;34
22;1;2;8;4;5;S01;35
22;1;4;3;3;3;S01;36
22;1;3;4;2;2;S01;37
22;1;2;3;2;2;S01;38
22;1;4;6;4;5;S01;39
22;1;3;2;4;5;S01;40
22;1;2;4;3;2;S01;41
22;1;1;3;4;4;S01;42
22;1;1;2;3;5;S02;1
22;1;3;1;0;5;S02;2
22;1;2;2;2;5;S02;3
22;1;4;8;4;4;S02;4
22;1;3;3;3;2;S02;5
22;1;2;6;1;1;S02;6
22;1;1;6;2;4;S02;7
22;1;4;4;3;4;S02;8
22;1;3;2;1;4;S02;9
22;1;2;3;3;3;S02;10
22;1;3;4;4;4;S02;11
22;1;4;3;4;4;S02;12
22;1;2;4;1;1;S02;13
22;1;4;2;4;5;S02;14
22;1;3;6;2;3;S02;15
22;1;4;4;2;2;S02;16
22;1;3;8;4;4;S02;17
22;1;4;1;0;5;S02;18
22;1;3;6;1;2;S02;19
22;1;1;2;4;5;S02;20
22;1;3;8;2;3;S02;21
22;1;1;8;3;4;S02;22
22;1;2;4;4;5;S02;23
22;1;4;4;4;5;S02;24
22;1;2;8;2;2;S02;25
22;1;1;6;1;2;S02;26
22;1;2;2;4;5;S02;27
22;1;1;3;3;3;S02;28
22;1;2;2;3;4;S02;29
22;1;4;4;1;2;S02;30
22;1;3;3;4;3;S02;31
22;1;2;8;3;4;S02;32
22;1;3;3;2;2;S02;33
22;1;4;6;3;4;S02;34
22;1;3;6;4;4;S02;35
22;1;2;6;2;3;S02;36
22;1;3;4;1;1;S02;37
22;1;1;6;4;4;S02;38
22;1;2;4;2;1;S02;39
22;1;1;2;2;5;S02;40
22;1;2;3;1;1;S02;41
22;1;1;6;3;4;S02;42
23;1;3;4;3;5;S01;1
23;1;2;3;4;5;S01;2
23;1;1;4;1;1;S01;3
23;1;2;1;0;5;S01;4
23;1;1;4;2;1;S01;5
23;1;4;3;1;1;S01;6
23;1;3;3;1;1;S01;7
23;1;4;8;1;3;S01;8
23;1;3;4;2;2;S01;9
23;1;1;2;1;5;S01;10
23;1;2;6;4;5;S01;11
23;1;4;6;1;2;S01;12
23;1;1;8;4;5;S01;13
23;1;3;8;1;2;S01;14
23;1;4;8;3;5;S01;15
23;1;2;3;2;3;S01;16
23;1;1;3;1;1;S01;17
23;1;4;8;2;4;S01;18
23;1;2;4;3;3;S01;19
23;1;4;2;1;4;S01;20
23;1;3;6;3;5;S01;21
23;1;2;6;3;5;S01;22
23;1;1;3;2;2;S01;23
23;1;3;2;3;5;S01;24
23;1;1;4;4;5;S01;25
23;1;3;2;4;5;S01;26
23;1;2;8;1;2;S01;27
23;1;4;6;4;5;S01;28
23;1;1;8;2;5;S01;29
23;1;4;2;3;5;S01;30
23;1;3;8;3;5;S01;31
23;1;1;3;4;5;S01;32
23;1;4;2;2;4;S01;33
23;1;1;1;0;5;S01;34
23;1;2;8;4;5;S01;35
23;1;4;3;3;4;S01;36
23;1;1;4;3;5;S01;37
23;1;4;6;2;4;S01;38
23;1;2;2;1;4;S01;39
23;1;3;2;2;4;S01;40
23;1;4;3;2;2;S01;41
23;1;1;8;1;2;S01;42
23;1;4;6;3;5;S02;1
23;1;2;4;4;5;S02;2
23;1;3;3;3;4;S02;3
23;1;1;6;3;5;S02;4
23;1;2;8;2;2;S02;5
23;1;4;2;4;5;S02;6
23;1;2;3;1;1;S02;7
23;1;3;8;4;5;S02;8
23;1;4;1;0;5;S02;9
23;1;2;2;4;4;S02;10
23;1;1;6;2;3;S02;11
23;1;3;6;4;5;S02;12
23;1;2;2;3;4;S02;13
23;1;3;6;2;3;S02;14
23;1;1;6;4;5;S02;15
23;1;2;2;2;4;S02;16
23;1;4;4;1;2;S02;17
23;1;3;8;2;3;S02;18
23;1;1;2;2;5;S02;19
23;1;2;3;3;4;S02;20
23;1;1;2;4;4;S02;21
23;1;3;6;1;2;S02;22
23;1;2;6;2;2;S02;23
23;1;3;3;2;3;S02;24
23;1;4;4;2;1;S02;25
23;1;2;4;1;1;S02;26
23;1;1;8;3;5;S02;27
23;1;2;8;3;3;S02;28
23;1;1;3;3;4;S02;29
23;1;3;4;1;1;S02;30
23;1;4;4;4;5;S02;31
23;1;3;1;0;5;S02;32
23;1;4;4;3;3;S02;33
23;1;2;4;2;2;S02;34
23;1;4;8;4;5;S02;35
23;1;1;2;3;4;S02;36
23;1;3;2;1;3;S02;37
23;1;2;6;1;1;S02;38
23;1;4;3;4;5;S02;39
23;1;3;4;4;5;S02;40
23;1;1;6;1;3;S02;41
23;1;3;3;4;4;S02;42
24;1;2;2;4;5;S01;1
24;1;3;1;0;5;S01;2
24;1;2;8;3;5;S01;3
24;1;4;1;0;5;S01;4
24;1;2;2;3;5;S01;5
24;1;4;3;4;4;S01;6
24;1;3;2;1;4;S01;7
24;1;1;3;3;3;S01;8
24;1;4;6;3;3;S01;9
24;1;1;6;1;2;S01;10
24;1;4;4;2;1;S01;11
24;1;2;4;1;1;S01;12
24;1;4;2;4;4;S01;13
24;1;1;2;4;5;S01;14
24;1;2;2;2;4;S01;15
24;1;3;8;4;4;S01;16
24;1;4;8;4;4;S01;17
24;1;1;6;2;3;S01;18
24;1;2;6;1;1;S01;19
24;1;3;3;4;4;S01;20
24;1;2;6;2;3;S01;21
24;1;3;4;4;4;S01;22
24;1;4;4;1;2;S01;23
24;1;3;4;1;2;S01;24
24;1;2;4;4;4;S01;25
24;1;3;6;2;3;S01;26
24;1;2;3;3;3;S01;27
24;1;3;6;4;4;S01;28
24;1;2;8;2;2;S01;29
24;1;1;6;3;4;S01;30
24;1;3;3;3;3;S01;31
24;1;1;6;4;4;S01;32
24;1;2;3;1;1;S01;33
24;1;3;8;2;3;S01;34
24;1;1;2;2;5;S01;35
24;1;3;3;2;3;S01;36
24;1;1;8;3;4;S01;37
24;1;4;4;3;3;S01;38
24;1;1;2;3;5;S01;39
24;1;4;4;4;4;S01;40
24;1;2;4;2;2;S01;41
24;1;3;6;1;3;S01;42
24;1;2;4;3;3;S02;1
24;1;4;8;2;4;S02;2
24;1;2;8;1;2;S02;3
24;1;4;8;1;2;S02;4
24;1;1;3;1;1;S02;5
24;1;3;8;3;4;S02;6
24;1;1;3;4;4;S02;7
24;1;3;2;4;5;S02;8
24;1;1;4;3;4;S02;9
24;1;3;8;1;2;S02;10
24;1;2;8;4;4;S02;11
24;1;1;2;1;5;S02;12
24;1;4;2;1;3;S02;13
24;1;2;6;4;4;S02;14
24;1;4;2;2;4;S02;15
24;1;3;4;3;3;S02;16
24;1;2;3;4;4;S02;17
24;1;4;3;3;3;S02;18
24;1;1;4;4;4;S02;19
24;1;4;6;1;2;S02;20
24;1;3;2;2;4;S02;21
24;1;4;3;2;2;S02;22
24;1;1;4;1;2;S02;23
24;1;3;2;3;5;S02;24
24;1;4;6;4;4;S02;25
24;1;2;1;0;5;S02;26
24;1;1;1;0;5;S02;27
24;1;2;6;3;3;S02;28
24;1;1;8;2;3;S02;29
24;1;2;2;1;3;S02;30
24;1;4;6;2;3;S02;31
24;1;3;3;1;1;S02;32
24;1;1;8;1;2;S02;33
24;1;4;8;3;4;S02;34
24;1;3;6;3;4;S02;35
24;1;4;2;3;4;S02;36
24;1;1;4;2;2;S02;37
24;1;3;4;2;2;S02;38
24;1;1;3;2;3;S02;39
24;1;4;3;1;1;S02;40
24;1;1;8;4;4;S02;41
24;1;2;3;2;3;S02;42
25;1;4;3;2;2;S01;1
25;1;2;6;3;5;S01;2
25;1;1;4;1;2;S01;3
25;1;4;8;3;5;S01;4
25;1;3;2;3;5;S01;5
25;1;4;6;4;4;S01;6
25;1;1;8;2;3;S01;7
25;1;3;4;2;1;S01;8
25;1;4;8;2;3;S01;9
25;1;1;2;1;4;S01;10
25;1;2;1;0;5;S01;11
25;1;3;4;3;3;S01;12
25;1;1;4;4;4;S01;13
25;1;3;2;4;4;S01;14
25;1;4;6;1;2;S01;15
25;1;3;2;2;3;S01;16
25;1;2;8;1;1;S01;17
25;1;1;4;2;1;S01;18
25;1;2;4;3;3;S01;19
25;1;1;4;3;3;S01;20
25;1;3;8;1;2;S01;21
25;1;1;3;1;1;S01;22
25;1;4;2;1;3;S01;23
25;1;3;6;3;3;S01;24
25;1;1;3;4;3;S01;25
25;1;4;6;2;3;S01;26
25;1;3;8;3;3;S01;27
25;1;1;8;4;4;S01;28
25;1;2;3;4;4;S01;29
25;1;1;1;0;5;S01;30
25;1;4;2;3;4;S01;31
25;1;2;8;4;4;S01;32
25;1;4;3;3;3;S01;33
25;1;2;3;2;1;S01;34
25;1;4;3;1;1;S01;35
25;1;3;3;1;1;S01;36
25;1;2;2;1;3;S01;37
25;1;1;3;2;1;S01;38
25;1;4;2;2;3;S01;39
25;1;1;8;1;2;S01;40
25;1;2;6;4;4;S01;41
25;1;4;8;1;3;S01;42
25;1;4;8;4;4;S02;1
25;1;1;2;4;5;S02;2
25;1;3;2;1;3;S02;3
25;1;2;3;1;1;S02;4
25;1;3;4;4;4;S02;5
25;1;4;1;0;5;S02;6
25;1;2;2;3;5;S02;7
25;1;4;4;4;4;S02;8
25;1;3;6;4;4;S02;9
25;1;1;2;2;3;S02;10
25;1;4;2;4;4;S02;11
25;1;1;8;3;4;S02;12
25;1;2;6;2;1;S02;13
25;1;3;4;1;1;S02;14
25;1;1;6;3;4;S02;15
25;1;3;8;2;2;S02;16
25;1;2;4;2;2;S02;17
25;1;3;6;2;2;S02;18
25;1;1;6;1;2;S02;19
25;1;4;4;3;2;S02;20
25;1;2;3;3;3;S02;21
25;1;4;6;3;4;S02;22
25;1;2;4;4;5;S02;23
25;1;3;3;2;2;S02;24
25;1;1;6;2;3;S02;25
25;1;3;1;0;5;S02;26
25;1;4;4;2;2;S02;27
25;1;2;2;4;5;S02;28
25;1;1;6;4;4;S02;29
25;1;4;4;1;1;S02;30
25;1;1;2;3;5;S02;31
25;1;3;3;3;3;S02;32
25;1;2;8;3;4;S02;33
25;1;3;6;1;2;S02;34
25;1;2;4;1;1;S02;35
25;1;4;3;4;4;S02;36
25;1;3;8;4;4;S02;37
25;1;2;8;2;2;S02;38
25;1;3;3;4;3;S02;39
25;1;2;6;1;1;S02;40
25;1;1;3;3;3;S02;41
25;1;2;2;2;4;S02;42
26;1;1;6;1;2;S01;1
26;1;2;2;3;5;S01;2
26;1;3;3;4;3;S01;3
26;1;2;2;4;4;S01;4
26;1;4;3;4;3;S01;5
26;1;2;4;4;4;S01;6
26;1;4;4;4;4;S01;7
26;1;3;3;2;1;S01;8
26;1;4;4;2;1;S01;9
26;1;1;6;4;4;S01;10
26;1;3;6;4;4;S01;11
26;1;1;2;3;4;S01;12
26;1;2;4;1;1;S01;13
26;1;1;6;2;3;S01;14
26;1;4;1;0;5;S01;15
26;1;3;4;4;3;S01;16
26;1;2;6;1;1;S01;17
26;1;4;4;1;2;S01;18
26;1;3;3;3;3;S01;19
26;1;1;3;3;3;S01;20
26;1;2;3;1;1;S01;21
26;1;3;6;2;2;S01;22
26;1;2;8;3;5;S01;23
26;1;1;2;2;4;S01;24
26;1;2;6;2;2;S01;25
26;1;4;8;4;5;S01;26
26;1;1;2;4;4;S01;27
26;1;2;8;2;2;S01;28
26;1;3;6;1;1;S01;29
26;1;2;4;2;1;S01;30
26;1;3;8;2;3;S01;31
26;1;2;2;2;4;S01;32
26;1;1;6;3;5;S01;33
26;1;3;2;1;3;S01;34
26;1;4;4;3;4;S01;35
26;1;3;8;4;4;S01;36
26;1;2;3;3;3;S01;37
26;1;3;4;1;2;S01;38
26;1;4;2;4;5;S01;39
26;1;3;1;0;5;S01;40
26;1;1;8;3;4;S01;41
26;1;4;6;3;3;S01;42
26;1;4;2;3;5;S02;1
26;1;2;6;3;3;S02;2
26;1;4;8;2;3;S02;3
26;1;1;4;2;2;S02;4
26;1;2;3;2;1;S02;5
26;1;3;2;3;5;S02;6
26;1;2;4;3;3;S02;7
26;1;4;3;3;3;S02;8
26;1;3;4;2;2;S02;9
26;1;1;8;4;4;S02;10
26;1;3;4;3;3;S02;11
26;1;4;6;4;4;S02;12
26;1;3;6;3;3;S02;13
26;1;1;8;2;3;S02;14
26;1;2;6;4;5;S02;15
26;1;1;3;1;1;S02;16
26;1;2;8;1;2;S02;17
26;1;1;4;1;2;S02;18
26;1;4;6;2;3;S02;19
26;1;1;4;3;5;S02;20
26;1;4;3;2;1;S02;21
26;1;1;2;1;4;S02;22
26;1;3;2;2;4;S02;23
26;1;4;2;2;3;S02;24
26;1;3;3;1;1;S02;25
26;1;1;4;4;5;S02;26
26;1;4;2;1;3;S02;27
26;1;3;8;3;4;S02;28
26;1;4;3;1;1;S02;29
26;1;3;2;4;4;S02;30
26;1;4;8;1;3;S02;31
26;1;2;2;1;3;S02;32
26;1;1;3;2;1;S02;33
26;1;4;6;1;1;S02;34
26;1;3;8;1;2;S02;35
26;1;4;8;3;5;S02;36
26;1;2;1;0;5;S02;37
26;1;1;3;4;4;S02;38
26;1;2;8;4;4;S02;39
26;1;1;1;0;5;S02;40
26;1;2;3;4;3;S02;41
26;1;1;8;1;2;S02;42
27;1;2;8;4;5;S01;1
27;1;4;6;1;3;S01;2
27;1;1;4;1;2;S01;3
27;1;2;6;4;5;S01;4
27;1;1;4;3;4;S01;5
27;1;3;2;4;5;S01;6
27;1;4;2;2;4;S01;7
27;1;3;3;1;1;S01;8
27;1;1;8;2;4;S01;9
27;1;4;2;1;3;S01;10
27;1;1;3;1;1;S01;11
27;1;2;3;2;2;S01;12
27;1;1;3;2;2;S01;13
27;1;4;6;2;2;S01;14
27;1;1;4;4;3;S01;15
27;1;4;6;4;3;S01;16
27;1;3;8;1;2;S01;17
27;1;2;8;1;2;S01;18
27;1;1;8;4;3;S01;19
27;1;3;4;2;2;S01;20
27;1;2;4;3;3;S01;21
27;1;1;1;0;5;S01;22
27;1;4;3;1;1;S01;23
27;1;3;8;3;3;S01;24
27;1;2;6;3;4;S01;25
27;1;4;8;3;3;S01;26
27;1;2;3;4;2;S01;27
27;1;1;3;4;3;S01;28
27;1;3;4;3;2;S01;29
27;1;1;4;2;2;S01;30
27;1;4;2;3;4;S01;31
27;1;3;2;3;5;S01;32
27;1;2;1;0;5;S01;33
27;1;4;8;2;3;S01;34
27;1;2;2;1;3;S01;35
27;1;4;3;2;2;S01;36
27;1;3;2;2;4;S01;37
27;1;4;8;1;3;S01;38
27;1;1;2;1;4;S01;39
27;1;4;3;3;3;S01;40
27;1;3;6;3;3;S01;41
27;1;1;8;1;3;S01;42
27;1;2;4;1;2;S02;1
27;1;4;4;3;4;S02;2
27;1;3;1;0;5;S02;3
27;1;4;4;1;3;S02;4
27;1;2;2;3;5;S02;5
27;1;3;8;2;3;S02;6
27;1;2;8;2;2;S02;7
27;1;4;6;3;4;S02;8
27;1;2;2;2;5;S02;9
27;1;4;8;4;3;S02;10
27;1;3;3;3;3;S02;11
27;1;1;6;1;3;S02;12
27;1;2;8;3;4;S02;13
27;1;3;4;4;3;S02;14
27;1;1;2;2;4;S02;15
27;1;4;1;0;5;S02;16
27;1;1;2;4;4;S02;17
27;1;3;6;4;3;S02;18
27;1;2;3;3;3;S02;19
27;1;4;3;4;3;S02;20
27;1;1;3;3;3;S02;21
27;1;2;4;4;4;S02;22
27;1;3;2;1;3;S02;23
27;1;2;2;4;4;S02;24
27;1;3;8;4;3;S02;25
27;1;1;6;2;4;S02;26
27;1;3;6;2;2;S02;27
27;1;2;3;1;1;S02;28
27;1;3;3;2;2;S02;29
27;1;2;6;1;1;S02;30
27;1;1;2;3;4;S02;31
27;1;2;4;2;2;S02;32
27;1;4;4;4;3;S02;33
27;1;2;6;2;3;S02;34
27;1;3;3;4;3;S02;35
27;1;1;6;4;4;S02;36
27;1;3;4;1;1;S02;37
27;1;4;4;2;2;S02;38
27;1;3;6;1;2;S02;39
27;1;1;8;3;3;S02;40
27;1;4;2;4;4;S02;41
27;1;1;6;3;2;S02;42
28;1;4;3;4;4;S01;1
28;1;2;4;1;1;S01;2
28;1;1;6;3;5;S01;3
28;1;3;6;2;3;S01;4
28;1;1;2;2;4;S01;5
28;1;4;4;2;1;S01;6
28;1;3;8;2;4;S01;7
28;1;2;3;3;3;S01;8
28;1;3;4;4;5;S01;9
28;1;4;4;3;2;S01;10
28;1;2;4;2;3;S01;11
28;1;4;6;3;5;S01;12
28;1;1;6;4;5;S01;13
28;1;3;2;1;4;S01;14
28;1;1;2;3;5;S01;15
28;1;4;1;0;5;S01;16
28;1;2;6;2;3;S01;17
28;1;1;6;1;3;S01;18
28;1;3;8;4;4;S01;19
28;1;4;2;4;4;S01;20
28;1;2;8;2;3;S01;21
28;1;3;3;4;4;S01;22
28;1;2;6;1;1;S01;23
28;1;1;3;3;3;S01;24
28;1;2;3;1;1;S01;25
28;1;3;3;2;2;S01;26
28;1;4;4;4;5;S01;27
28;1;2;2;3;5;S01;28
28;1;4;8;4;4;S01;29
28;1;3;4;1;2;S01;30
28;1;1;6;2;3;S01;31
28;1;2;2;2;4;S01;32
28;1;4;4;1;2;S01;33
28;1;2;4;4;5;S01;34
28;1;3;3;3;3;S01;35
28;1;2;2;4;4;S01;36
28;1;3;6;1;2;S01;37
28;1;1;2;4;5;S01;38
28;1;3;6;4;5;S01;39
28;1;1;8;3;4;S01;40
28;1;2;8;3;5;S01;41
28;1;3;1;0;5;S01;42
28;1;2;6;4;4;S02;1
28;1;4;6;4;5;S02;2
28;1;1;2;1;3;S02;3
28;1;2;6;3;4;S02;4
28;1;3;8;1;2;S02;5
28;1;1;4;2;2;S02;6
28;1;4;8;2;3;S02;7
28;1;2;3;2;2;S02;8
28;1;3;4;2;2;S02;9
28;1;1;4;1;2;S02;10
28;1;4;3;1;1;S02;11
28;1;1;3;1;1;S02;12
28;1;4;2;2;4;S02;13
28;1;3;4;3;5;S02;14
28;1;4;2;3;5;S02;15
28;1;1;3;2;3;S02;16
28;1;4;8;3;5;S02;17
28;1;3;3;1;1;S02;18
28;1;4;3;2;2;S02;19
28;1;3;2;3;5;S02;20
28;1;1;8;4;5;S02;21
28;1;3;6;3;4;S02;22
28;1;4;6;2;3;S02;23
28;1;2;8;4;5;S02;24
28;1;4;2;1;3;S02;25
28;1;1;4;3;4;S02;26
28;1;2;8;1;2;S02;27
28;1;4;3;3;3;S02;28
28;1;1;4;4;5;S02;29
28;1;4;6;1;2;S02;30
28;1;2;4;3;3;S02;31
28;1;1;8;2;3;S02;32
28;1;3;2;4;5;S02;33
28;1;1;3;4;5;S02;34
28;1;3;8;3;5;S02;35
28;1;2;1;0;5;S02;36
28;1;4;8;1;3;S02;37
28;1;2;3;4;4;S02;38
28;1;1;8;1;2;S02;39
28;1;3;2;2;4;S02;40
28;1;2;2;1;4;S02;41
28;1;1;1;0;5;S02;42
29;1;4;3;1;1;S01;1
29;1;1;2;1;3;S01;2
29;1;2;6;4;4;S01;3
29;1;4;2;3;4;S01;4
29;1;1;4;1;2;S01;5
29;1;3;8;1;3;S01;6
29;1;1;1;0;5;S01;7
29;1;3;2;2;4;S01;8
29;1;4;2;1;2;S01;9
29;1;2;3;4;3;S01;10
29;1;1;8;2;3;S01;11
29;1;2;4;3;2;S01;12
29;1;1;4;4;4;S01;13
29;1;3;4;2;1;S01;14
29;1;2;8;4;3;S01;15
29;1;4;3;3;2;S01;16
29;1;1;8;4;4;S01;17
29;1;4;8;2;2;S01;18
29;1;2;3;2;1;S01;19
29;1;4;6;2;2;S01;20
29;1;2;1;0;5;S01;21
29;1;4;6;4;4;S01;22
29;1;1;3;1;1;S01;23
29;1;3;3;1;1;S01;24
29;1;1;3;2;2;S01;25
29;1;3;2;4;5;S01;26
29;1;1;4;3;4;S01;27
29;1;4;8;3;3;S01;28
29;1;3;4;3;2;S01;29
29;1;2;2;1;2;S01;30
29;1;4;6;1;1;S01;31
29;1;1;3;4;3;S01;32
29;1;3;8;3;4;S01;33
29;1;2;8;1;1;S01;34
29;1;4;2;2;2;S01;35
29;1;3;6;3;3;S01;36
29;1;1;4;2;1;S01;37
29;1;4;3;2;1;S01;38
29;1;2;6;3;2;S01;39
29;1;4;8;1;1;S01;40
29;1;3;2;3;5;S01;41
29;1;1;8;1;2;S01;42
29;1;1;3;3;2;S02;1
29;1;4;8;4;3;S02;2
29;1;2;8;3;2;S02;3
29;1;3;3;2;1;S02;4
29;1;4;6;3;2;S02;5
29;1;2;2;2;3;S02;6
29;1;4;4;1;1;S02;7
29;1;3;4;1;1;S02;8
29;1;1;2;3;4;S02;9
29;1;2;4;4;4;S02;10
29;1;4;4;4;4;S02;11
29;1;3;6;1;1;S02;12
29;1;1;6;3;3;S02;13
29;1;4;3;4;2;S02;14
29;1;3;3;4;2;S02;15
29;1;2;2;3;4;S02;16
29;1;4;2;4;3;S02;17
29;1;3;6;4;3;S02;18
29;1;2;6;1;1;S02;19
29;1;3;6;2;2;S02;20
29;1;4;4;2;1;S02;21
29;1;3;2;1;2;S02;22
29;1;2;8;2;1;S02;23
29;1;1;2;4;3;S02;24
29;1;2;4;1;1;S02;25
29;1;3;8;2;2;S02;26
29;1;1;6;2;2;S02;27
29;1;2;6;2;1;S02;28
29;1;4;4;3;3;S02;29
29;1;1;8;3;4;S02;30
29;1;3;8;4;4;S02;31
29;1;1;6;4;3;S02;32
29;1;2;3;1;1;S02;33
29;1;1;6;1;2;S02;34
29;1;2;3;3;2;S02;35
29;1;1;2;2;3;S02;36
29;1;3;4;4;4;S02;37
29;1;2;4;2;1;S02;38
29;1;3;1;0;5;S02;39
29;1;4;1;0;4;S02;40
29;1;3;3;3;2;S02;41
29;1;2;2;4;4;S02;42
30;1;4;2;4;5;S01;1
30;1;3;4;4;5;S01;2
30;1;1;2;3;5;S01;3
30;1;2;4;2;1;S01;4
30;1;1;2;2;3;S01;5
30;1;3;6;1;1;S01;6
30;1;2;2;2;2;S01;7
30;1;3;6;4;5;S01;8
30;1;1;8;3;4;S01;9
30;1;3;3;2;1;S01;10
30;1;1;2;4;5;S01;11
30;1;4;6;3;2;S01;12
30;1;3;6;2;1;S01;13
30;1;1;6;3;3;S01;14
30;1;2;8;2;2;S01;15
30;1;4;4;4;4;S01;16
30;1;3;3;4;4;S01;17
30;1;2;6;1;1;S01;18
30;1;1;6;2;2;S01;19
30;1;2;8;3;5;S01;20
30;1;3;1;0;5;S01;21
30;1;2;2;3;5;S01;22
30;1;3;2;1;4;S01;23
30;1;1;6;1;1;S01;24
30;1;2;3;1;1;S01;25
30;1;3;4;1;1;S01;26
30;1;4;3;4;2;S01;27
30;1;2;2;4;5;S01;28
30;1;4;4;2;1;S01;29
30;1;2;4;4;4;S01;30
30;1;4;4;3;3;S01;31
30;1;3;3;3;2;S01;32
30;1;2;4;1;1;S01;33
30;1;1;6;4;1;S01;34
30;1;3;8;2;2;S01;35
30;1;4;4;1;1;S01;36
30;1;2;3;3;2;S01;37
30;1;4;8;4;4;S01;38
30;1;3;8;4;2;S01;39
30;1;4;1;0;5;S01;40
30;1;1;3;3;3;S01;41
30;1;2;6;2;2;S01;42
30;1;4;3;3;2;S02;1
30;1;1;8;2;2;S02;2
30;1;3;2;3;3;S02;3
30;1;4;2;3;3;S02;4
30;1;2;3;2;1;S02;5
30;1;4;6;2;1;S02;6
30;1;3;2;4;3;S02;7
30;1;4;2;1;1;S02;8
30;1;2;6;3;3;S02;9
30;1;4;8;2;2;S02;10
30;1;3;4;3;2;S02;11
30;1;4;6;1;1;S02;12
30;1;1;4;1;1;S02;13
30;1;3;4;2;2;S02;14
30;1;1;4;3;4;S02;15
30;1;3;8;1;1;S02;16
30;1;1;8;4;5;S02;17
30;1;2;6;4;5;S02;18
30;1;4;3;2;1;S02;19
30;1;3;3;1;1;S02;20
30;1;2;8;1;1;S02;21
30;1;1;3;4;4;S02;22
30;1;4;8;3;4;S02;23
30;1;1;4;2;2;S02;24
30;1;3;2;2;4;S02;25
30;1;2;3;4;4;S02;26
30;1;1;1;0;4;S02;27
30;1;4;3;1;1;S02;28
30;1;1;3;2;1;S02;29
30;1;2;2;1;3;S02;30
30;1;1;4;4;5;S02;31
30;1;2;4;3;2;S02;32
30;1;4;6;4;5;S02;33
30;1;1;3;1;1;S02;34
30;1;4;2;2;4;S02;35
30;1;1;2;1;3;S02;36
30;1;2;8;4;5;S02;37
30;1;3;6;3;3;S02;38
30;1;4;8;1;2;S02;39
30;1;3;8;3;3;S02;40
30;1;1;8;1;2;S02;41
30;1;2;1;0;4;S02;42
31;1;1;2;1;5;S01;1
31;1;2;8;1;3;S01;2
31;1;3;8;3;4;S01;3
31;1;1;4;3;5;S01;4
31;1;2;6;3;4;S01;5
