Participant;DoF;Contents;Codecs;Bitrates;Scores;Session;ViewOrder
15;1;4;5;3;4;S02;2
15;1;3;3;4;4;S02;3
15;1;4;1;4;5;S02;4
15;1;3;3;1;1;S02;5
15;1;2;7;3;4;S02;6
15;1;1;5;1;3;S02;7
15;1;4;2;4;4;S02;8
15;1;2;1;3;4;S02;9
15;1;3;0;0;5;S02;10
15;1;1;1;2;4;S02;11
15;1;4;3;2;3;S02;12
15;1;1;5;3;4;S02;13
15;1;2;1;2;4;S02;14
15;1;4;3;3;5;S02;15
15;1;2;2;3;3;S02;16
15;1;3;5;4;4;S02;17
15;1;2;3;4;4;S02;18
15;1;4;0;0;5;S02;19
15;1;3;5;1;2;S02;20
15;1;4;7;4;5;S02;21
15;1;2;1;4;5;S02;22
15;1;1;2;3;3;S02;23
15;1;3;2;4;4;S02;24
15;1;1;5;2;4;S02;25
15;1;2;3;2;2;S02;26
15;1;3;1;1;3;S02;27
15;1;1;1;3;5;S02;28
15;1;3;7;2;3;S02;29
15;1;1;1;4;5;S02;30
15;1;2;5;2;4;S02;31
15;1;3;7;4;4;S02;32
15;1;2;7;2;4;S02;33
15;1;1;7;3;4;S02;34
15;1;4;3;1;3;S02;35
15;1;2;2;1;1;S02;36
15;1;3;2;3;3;S02;37
15;1;2;5;1;1;S02;38
15;1;4;3;4;5;S02;39
15;1;1;5;4;4;S02;40
15;1;3;2;2;2;S02;41
15;1;2;3;1;1;S02;42
4;1;2;2;4;5;S01;1
4;1;1;8;3;4;S01;2
4;1;2;8;2;1;S01;3
4;1;3;4;1;1;S01;4
4;1;1;6;2;2;S01;5
4;1;2;6;2;1;S01;6
4;1;3;6;4;3;S01;7
4;1;2;2;2;4;S01;8
4;1;4;8;4;4;S01;9
4;1;2;8;3;3;S01;10
4;1;4;2;4;5;S01;11
4;1;2;4;4;4;S01;12
4;1;3;4;4;3;S01;13
4;1;4;6;3;2;S01;14
4;1;3;8;2;2;S01;15
4;1;1;2;2;4;S01;16
4;1;3;1;0;5;S01;17
4;1;4;4;3;3;S01;18
4;1;2;4;2;1;S01;19
4;1;3;3;2;1;S01;20
4;1;1;6;3;3;S01;21
4;1;4;1;0;5;S01;22
4;1;1;2;4;5;S01;23
4;1;4;4;1;1;S01;24
4;1;2;3;1;1;S01;25
4;1;3;3;3;1;S01;26
4;1;1;2;3;4;S01;27
4;1;3;8;4;3;S01;28
4;1;2;3;3;2;S01;29
4;1;3;2;1;2;S01;30
4;1;2;2;3;4;S01;31
4;1;4;3;4;2;S01;32
4;1;3;6;2;2;S01;33
4;1;1;6;4;3;S01;34
4;1;3;6;1;1;S01;35
4;1;4;4;4;3;S01;36
4;1;2;6;1;1;S01;37
4;1;1;3;3;2;S01;38
4;1;3;3;4;2;S01;39
4;1;2;4;1;1;S01;40
4;1;1;6;1;1;S01;41
4;1;4;4;2;1;S01;42
4;1;3;6;3;2;S02;1
4;1;2;8;4;3;S02;2
4;1;1;3;4;2;S02;3
4;1;3;8;3;2;S02;4
4;1;1;8;2;2;S02;5
4;1;4;3;1;1;S02;6
4;1;1;3;1;1;S02;7
4;1;4;6;1;1;S02;8
4;1;1;3;2;1;S02;9
4;1;4;2;3;4;S02;10
4;1;1;8;1;2;S02;11
4;1;2;4;3;1;S02;12
4;1;4;8;3;3;S02;13
4;1;1;1;0;5;S02;14
4;1;2;6;4;4;S02;15
4;1;4;8;2;2;S02;16
4;1;1;4;3;3;S02;17
4;1;3;8;1;1;S02;18
4;1;2;6;3;2;S02;19
4;1;1;2;1;2;S02;20
4;1;3;2;4;4;S02;21
4;1;4;2;2;3;S02;22
4;1;3;2;3;3;S02;23
4;1;4;2;1;1;S02;24
4;1;2;3;2;1;S02;25
4;1;4;6;2;2;S02;26
4;1;1;8;4;3;S02;27
4;1;4;8;1;1;S02;28
4;1;2;8;1;1;S02;29
4;1;3;4;2;1;S02;30
4;1;2;3;4;2;S02;31
4;1;4;3;3;2;S02;32
4;1;2;2;1;2;S02;33
4;1;3;4;3;2;S02;34
4;1;1;4;4;2;S02;35
4;1;3;2;2;2;S02;36
4;1;4;3;2;2;S02;37
4;1;1;4;1;1;S02;38
4;1;3;3;1;1;S02;39
4;1;2;1;0;5;S02;40
4;1;4;6;4;4;S02;41
4;1;1;4;2;1;S02;42
5;1;4;6;1;2;S01;1
5;1;1;4;1;3;S01;2
5;1;3;2;3;5;S01;3
5;1;2;1;0;5;S01;4
5;1;4;3;2;2;S01;5
5;1;1;3;1;3;S01;6
5;1;3;4;3;4;S01;7
5;1;4;2;2;4;S01;8
5;1;1;8;4;4;S01;9
5;1;2;3;4;3;S01;10
5;1;1;4;3;4;S01;11
5;1;4;2;1;2;S01;12
5;1;1;3;2;2;S01;13
5;1;4;3;3;3;S01;14
5;1;2;6;3;3;S01;15
5;1;4;2;3;4;S01;16
5;1;3;2;4;5;S01;17
5;1;2;4;3;3;S01;18
5;1;3;4;2;3;S01;19
5;1;2;8;4;4;S01;20
5;1;3;3;1;1;S01;21
5;1;1;8;2;3;S01;22
5;1;4;8;1;2;S01;23
5;1;2;8;1;1;S01;24
5;1;1;3;4;4;S01;25
5;1;4;3;1;1;S01;26
5;1;2;3;2;2;S01;27
5;1;3;8;3;4;S01;28
5;1;1;2;1;3;S01;29
5;1;4;8;2;3;S01;30
5;1;2;6;4;4;S01;31
5;1;1;4;4;4;S01;32
5;1;4;6;2;2;S01;33
5;1;1;8;1;2;S01;34
5;1;3;2;2;3;S01;35
5;1;2;2;1;2;S01;36
5;1;1;4;2;2;S01;37
5;1;4;8;3;4;S01;38
5;1;3;6;3;4;S01;39
5;1;1;1;0;5;S01;40
5;1;3;8;1;2;S01;41
5;1;4;6;4;4;S01;42
5;1;2;3;3;3;S02;1
5;1;3;6;4;4;S02;2
5;1;2;8;3;4;S02;3
5;1;1;6;1;2;S02;4
5;1;2;4;2;2;S02;5
5;1;4;2;4;4;S02;6
5;1;2;6;1;1;S02;7
5;1;4;4;4;4;S02;8
5;1;2;6;2;2;S02;9
5;1;3;4;4;4;S02;10
5;1;4;4;1;2;S02;11
5;1;3;3;3;3;S02;12
5;1;4;4;3;3;S02;13
5;1;3;4;1;2;S02;14
5;1;2;2;2;3;S02;15
5;1;3;8;2;2;S02;16
5;1;1;6;3;4;S02;17
5;1;3;8;4;4;S02;18
5;1;2;4;1;1;S02;19
5;1;4;4;2;2;S02;20
5;1;1;2;3;4;S02;21
5;1;4;3;4;4;S02;22
5;1;3;6;1;3;S02;23
5;1;1;2;4;4;S02;24
5;1;2;4;4;4;S02;25
5;1;4;8;4;4;S02;26
5;1;3;3;4;3;S02;27
5;1;1;3;3;2;S02;28
5;1;2;8;2;2;S02;29
5;1;1;6;2;3;S02;30
5;1;4;1;0;5;S02;31
5;1;1;2;2;3;S02;32
5;1;3;3;2;1;S02;33
5;1;1;6;4;4;S02;34
5;1;2;2;4;5;S02;35
5;1;3;1;0;5;S02;36
5;1;2;2;3;4;S02;37
5;1;3;2;1;3;S02;38
5;1;1;8;3;4;S02;39
5;1;2;3;1;1;S02;40
5;1;3;6;2;2;S02;41
5;1;4;6;3;4;S02;42
8;1;1;6;2;3;S01;1
8;1;4;4;2;1;S01;2
8;1;2;4;4;4;S01;3
8;1;3;8;4;4;S01;4
8;1;2;4;1;1;S01;5
8;1;1;2;4;5;S01;6
8;1;3;4;4;4;S01;7
8;1;2;8;2;2;S01;8
8;1;1;2;2;3;S01;9
8;1;3;6;2;2;S01;10
8;1;2;6;1;1;S01;11
8;1;3;3;3;2;S01;12
8;1;1;8;3;3;S01;13
8;1;3;3;2;1;S01;14
8;1;2;2;3;5;S01;15
8;1;1;2;3;5;S01;16
8;1;3;2;1;3;S01;17
8;1;4;8;4;5;S01;18
8;1;1;6;3;3;S01;19
8;1;3;8;2;3;S01;20
8;1;4;2;4;5;S01;21
8;1;1;6;1;1;S01;22
8;1;4;3;4;3;S01;23
8;1;1;6;4;4;S01;24
8;1;2;6;2;2;S01;25
8;1;3;4;1;1;S01;26
8;1;4;6;3;3;S01;27
8;1;3;1;0;5;S01;28
8;1;2;3;3;3;S01;29
8;1;3;6;4;5;S01;30
8;1;2;4;2;1;S01;31
8;1;4;4;4;5;S01;32
8;1;2;8;3;4;S01;33
8;1;4;1;0;5;S01;34
8;1;1;3;3;3;S01;35
8;1;2;3;1;1;S01;36
8;1;3;6;1;2;S01;37
8;1;2;2;4;4;S01;38
8;1;4;4;1;2;S01;39
8;1;3;3;4;3;S01;40
8;1;2;2;2;3;S01;41
8;1;4;4;3;3;S01;42
8;1;3;8;1;2;S02;1
8;1;4;2;3;5;S02;2
8;1;2;6;4;4;S02;3
8;1;1;1;0;5;S02;4
8;1;2;6;3;3;S02;5
8;1;4;6;1;1;S02;6
8;1;1;8;4;4;S02;7
8;1;3;3;1;1;S02;8
8;1;4;3;2;1;S02;9
8;1;3;2;4;5;S02;10
8;1;2;1;0;4;S02;11
8;1;4;3;3;3;S02;12
8;1;1;4;4;4;S02;13
8;1;3;4;2;2;S02;14
8;1;4;3;1;1;S02;15
8;1;3;4;3;4;S02;16
8;1;1;2;1;3;S02;17
8;1;4;8;1;3;S02;18
8;1;1;8;1;3;S02;19
8;1;4;8;3;5;S02;20
8;1;1;4;3;4;S02;21
8;1;4;8;2;3;S02;22
8;1;2;3;4;4;S02;23
8;1;1;4;1;2;S02;24
8;1;3;6;3;4;S02;25
8;1;1;8;2;3;S02;26
8;1;2;2;1;3;S02;27
8;1;1;3;2;2;S02;28
8;1;2;8;1;2;S02;29
8;1;1;3;1;1;S02;30
8;1;3;2;3;5;S02;31
8;1;2;4;3;3;S02;32
8;1;4;2;1;3;S02;33
8;1;3;8;3;4;S02;34
8;1;2;8;4;4;S02;35
8;1;4;2;2;3;S02;36
8;1;1;4;2;2;S02;37
8;1;4;6;4;4;S02;38
8;1;3;2;2;3;S02;39
8;1;2;3;2;2;S02;40
8;1;4;6;2;3;S02;41
8;1;1;3;4;3;S02;42
9;1;4;2;1;3;S01;1
9;1;1;8;2;3;S01;2
9;1;3;2;2;4;S01;3
9;1;1;8;1;3;S01;4
9;1;4;8;3;5;S01;5
9;1;3;4;2;1;S01;6
9;1;4;3;3;4;S01;7
9;1;2;8;4;5;S01;8
9;1;1;4;4;5;S01;9
9;1;4;6;1;1;S01;10
9;1;2;6;3;3;S01;11
9;1;3;8;3;5;S01;12
9;1;1;3;2;1;S01;13
9;1;2;6;4;5;S01;14
9;1;4;3;1;1;S01;15
9;1;3;8;1;2;S01;16
9;1;4;6;4;5;S01;17
9;1;1;8;4;4;S01;18
9;1;3;4;3;4;S01;19
9;1;1;1;0;5;S01;20
9;1;2;3;4;3;S01;21
9;1;4;8;2;2;S01;22
9;1;3;2;4;5;S01;23
9;1;4;6;2;2;S01;24
9;1;2;4;3;2;S01;25
9;1;4;2;2;3;S01;26
9;1;3;2;3;5;S01;27
9;1;2;1;0;4;S01;28
9;1;1;4;1;1;S01;29
9;1;2;3;2;1;S01;30
9;1;1;4;3;4;S01;31
9;1;4;2;3;4;S01;32
9;1;1;2;1;3;S01;33
9;1;2;8;1;1;S01;34
9;1;1;3;4;5;S01;35
9;1;2;2;1;2;S01;36
9;1;3;6;3;3;S01;37
9;1;1;4;2;2;S01;38
9;1;4;3;2;1;S01;39
9;1;1;3;1;1;S01;40
9;1;3;3;1;1;S01;41
9;1;4;8;1;2;S01;42
9;1;2;2;2;3;S02;1
9;1;3;1;0;5;S02;2
9;1;1;6;2;4;S02;3
9;1;4;2;4;5;S02;4
9;1;3;6;2;3;S02;5
9;1;2;8;3;4;S02;6
9;1;3;6;1;2;S02;7
9;1;4;1;0;5;S02;8
9;1;2;6;1;1;S02;9
9;1;1;6;3;5;S02;10
9;1;2;3;1;1;S02;11
9;1;3;4;4;5;S02;12
9;1;4;8;4;5;S02;13
9;1;2;4;2;1;S02;14
9;1;3;8;2;3;S02;15
9;1;1;6;1;2;S02;16
9;1;3;6;4;5;S02;17
9;1;2;4;1;1;S02;18
9;1;1;2;3;5;S02;19
9;1;2;6;2;2;S02;20
9;1;3;3;4;4;S02;21
9;1;4;4;1;2;S02;22
9;1;2;2;3;4;S02;23
9;1;3;3;2;3;S02;24
9;1;2;8;2;2;S02;25
9;1;1;6;4;4;S02;26
9;1;4;4;4;4;S02;27
9;1;2;2;4;4;S02;28
9;1;3;4;1;2;S02;29
9;1;1;2;4;5;S02;30
9;1;4;3;4;4;S02;31
9;1;2;3;3;3;S02;32
9;1;1;3;3;3;S02;33
9;1;4;6;3;4;S02;34
9;1;3;2;1;3;S02;35
9;1;2;4;4;4;S02;36
9;1;3;8;4;5;S02;37
9;1;4;4;2;1;S02;38
9;1;1;2;2;4;S02;39
9;1;4;4;3;3;S02;40
9;1;3;3;3;3;S02;41
9;1;1;8;3;4;S02;42
16;1;4;4;1;1;S01;1
16;1;1;6;1;2;S01;2
16;1;2;8;3;3;S01;3
16;1;1;3;3;3;S01;4
16;1;2;4;2;2;S01;5
16;1;3;2;1;4;S01;6
16;1;1;6;4;5;S01;7
16;1;3;4;1;2;S01;8
16;1;4;4;2;3;S01;9
16;1;3;1;0;5;S01;10
16;1;1;6;2;4;S01;11
16;1;3;3;3;3;S01;12
16;1;1;2;4;5;S01;13
16;1;3;6;2;3;S01;14
16;1;2;6;1;1;S01;15
16;1;4;4;4;5;S01;16
16;1;3;8;2;3;S01;17
16;1;2;4;4;4;S01;18
16;1;3;3;2;2;S01;19
16;1;1;2;2;4;S01;20
16;1;4;1;0;5;S01;21
16;1;3;6;4;5;S01;22
16;1;1;8;3;4;S01;23
16;1;4;3;4;4;S01;24
16;1;2;4;1;1;S01;25
16;1;3;4;4;5;S01;26
16;1;2;2;2;4;S01;27
16;1;3;8;4;5;S01;28
16;1;2;3;3;3;S01;29
16;1;4;4;3;4;S01;30
16;1;2;2;4;4;S01;31
16;1;3;3;4;4;S01;32
16;1;4;2;4;5;S01;33
16;1;2;2;3;5;S01;34
16;1;4;8;4;5;S01;35
16;1;2;3;1;1;S01;36
16;1;1;2;3;5;S01;37
16;1;2;8;2;2;S01;38
16;1;1;6;3;5;S01;39
16;1;2;6;2;3;S01;40
16;1;4;6;3;4;S01;41
16;1;3;6;1;2;S01;42
16;1;1;8;4;5;S02;1
16;1;2;8;4;5;S02;2
16;1;4;8;2;4;S02;3
16;1;1;4;4;5;S02;4
16;1;3;3;1;2;S02;5
16;1;4;3;1;1;S02;6
16;1;3;8;3;5;S02;7
16;1;2;3;2;2;S02;8
16;1;3;4;2;3;S02;9
16;1;1;4;1;3;S02;10
16;1;4;8;3;5;S02;11
16;1;3;4;3;4;S02;12
16;1;4;2;2;4;S02;13
16;1;1;8;1;3;S02;14
16;1;3;2;2;4;S02;15
16;1;2;6;3;4;S02;16
16;1;4;6;1;3;S02;17
16;1;3;6;3;4;S02;18
16;1;2;3;4;4;S02;19
16;1;4;3;2;3;S02;20
16;1;2;2;1;4;S02;21
16;1;1;3;2;3;S02;22
16;1;4;2;1;4;S02;23
16;1;2;1;0;5;S02;24
16;1;4;6;4;5;S02;25
16;1;1;2;1;4;S02;26
16;1;4;2;3;4;S02;27
16;1;2;8;1;3;S02;28
16;1;1;4;3;4;S02;29
16;1;4;3;3;3;S02;30
16;1;1;3;4;4;S02;31
16;1;2;6;4;5;S02;32
16;1;4;6;2;3;S02;33
16;1;1;8;2;3;S02;34
16;1;3;2;4;5;S02;35
16;1;1;1;0;5;S02;36
16;1;2;4;3;4;S02;37
16;1;3;8;1;3;S02;38
16;1;1;4;2;3;S02;39
16;1;3;2;3;5;S02;40
16;1;1;3;1;2;S02;41
16;1;4;8;1;3;S02;42
17;1;2;6;4;5;S01;1
17;1;3;2;3;5;S01;2
17;1;1;4;4;4;S01;3
17;1;3;8;1;1;S01;4
17;1;2;6;3;3;S01;5
17;1;1;3;2;1;S01;6
17;1;4;6;2;1;S01;7
17;1;2;3;4;4;S01;8
17;1;1;3;4;4;S01;9
17;1;4;6;1;1;S01;10
17;1;3;6;3;3;S01;11
17;1;1;8;4;4;S01;12
17;1;4;8;3;4;S01;13
17;1;2;8;1;1;S01;14
17;1;1;2;1;2;S01;15
17;1;2;3;2;1;S01;16
17;1;1;1;0;5;S01;17
17;1;3;3;1;1;S01;18
17;1;4;3;3;3;S01;19
17;1;1;8;2;3;S01;20
17;1;3;2;2;3;S01;21
17;1;2;8;4;4;S01;22
17;1;4;3;2;1;S01;23
17;1;1;4;2;2;S01;24
17;1;4;8;1;2;S01;25
17;1;1;8;1;2;S01;26
17;1;4;2;2;3;S01;27
17;1;2;4;3;3;S01;28
17;1;4;3;1;1;S01;29
17;1;2;2;1;2;S01;30
17;1;4;2;3;4;S01;31
17;1;3;4;3;3;S01;32
17;1;4;2;1;2;S01;33
17;1;1;3;1;1;S01;34
17;1;3;8;3;3;S01;35
17;1;2;1;0;4;S01;36
17;1;1;4;1;2;S01;37
17;1;4;8;2;3;S01;38
17;1;3;2;4;5;S01;39
17;1;4;6;4;5;S01;40
17;1;1;4;3;4;S01;41
17;1;3;4;2;2;S01;42
17;1;1;8;3;4;S02;1
17;1;2;2;4;4;S02;2
17;1;3;1;0;5;S02;3
17;1;1;6;2;3;S02;4
17;1;2;2;2;2;S02;5
17;1;3;6;2;2;S02;6
17;1;4;4;4;4;S02;7
17;1;3;8;4;4;S02;8
17;1;4;4;1;2;S02;9
17;1;2;4;1;1;S02;10
17;1;4;3;4;3;S02;11
17;1;2;4;4;4;S02;12
17;1;3;6;1;2;S02;13
17;1;2;3;1;1;S02;14
17;1;3;3;3;3;S02;15
17;1;2;2;3;4;S02;16
17;1;3;8;2;3;S02;17
17;1;4;6;3;3;S02;18
17;1;3;3;2;2;S02;19
17;1;1;2;4;4;S02;20
17;1;2;6;2;2;S02;21
17;1;3;4;1;1;S02;22
17;1;1;2;3;5;S02;23
17;1;2;8;2;3;S02;24
17;1;3;3;4;3;S02;25
17;1;4;4;3;4;S02;26
17;1;1;6;3;4;S02;27
17;1;2;3;3;3;S02;28
17;1;1;3;3;3;S02;29
17;1;2;8;3;4;S02;30
17;1;3;6;4;4;S02;31
17;1;4;1;0;5;S02;32
17;1;3;4;4;4;S02;33
17;1;1;2;2;3;S02;34
17;1;4;4;2;2;S02;35
17;1;3;2;1;2;S02;36
17;1;4;8;4;4;S02;37
17;1;2;4;2;2;S02;38
17;1;1;6;4;4;S02;39
17;1;4;2;4;4;S02;40
17;1;2;6;1;1;S02;41
17;1;1;6;1;2;S02;42
18;1;4;4;1;2;S01;1
18;1;1;2;2;4;S01;2
18;1;3;3;3;1;S01;3
18;1;2;3;1;1;S01;4
18;1;1;6;1;1;S01;5
18;1;3;6;1;1;S01;6
18;1;1;2;4;5;S01;7
18;1;4;4;4;5;S01;8
18;1;3;4;4;5;S01;9
18;1;2;4;2;3;S01;10
18;1;3;3;4;3;S01;11
18;1;1;3;3;3;S01;12
18;1;4;1;0;4;S01;13
18;1;2;8;2;4;S01;14
18;1;3;1;0;4;S01;15
18;1;1;8;3;4;S01;16
18;1;3;4;1;2;S01;17
18;1;2;6;2;2;S01;18
18;1;4;8;4;3;S01;19
18;1;2;8;3;4;S01;20
18;1;3;6;4;4;S01;21
18;1;4;6;3;4;S01;22
18;1;2;4;1;1;S01;23
18;1;1;2;3;3;S01;24
18;1;3;8;2;2;S01;25
18;1;4;2;4;4;S01;26
18;1;1;6;2;3;S01;27
18;1;2;3;3;3;S01;28
18;1;3;3;2;2;S01;29
18;1;4;4;3;3;S01;30
18;1;2;2;2;4;S01;31
18;1;3;6;2;2;S01;32
18;1;1;6;3;4;S01;33
18;1;2;4;4;4;S01;34
18;1;3;2;1;4;S01;35
18;1;2;2;4;5;S01;36
18;1;4;4;2;2;S01;37
18;1;1;6;4;4;S01;38
18;1;2;6;1;1;S01;39
18;1;4;3;4;3;S01;40
18;1;2;2;3;5;S01;41
18;1;3;8;4;5;S01;42
18;1;3;4;2;2;S02;1
18;1;2;6;4;5;S02;2
18;1;3;8;3;5;S02;3
18;1;2;4;3;3;S02;4
18;1;4;2;2;3;S02;5
18;1;2;3;4;4;S02;6
18;1;3;2;4;5;S02;7
18;1;4;2;1;3;S02;8
18;1;1;4;4;4;S02;9
18;1;4;8;1;2;S02;10
18;1;2;1;0;5;S02;11
18;1;4;3;2;1;S02;12
18;1;1;8;1;2;S02;13
18;1;3;8;1;1;S02;14
18;1;4;3;3;3;S02;15
18;1;2;8;1;2;S02;16
18;1;1;4;3;5;S02;17
18;1;4;8;3;5;S02;18
18;1;1;2;1;3;S02;19
18;1;4;2;3;4;S02;20
18;1;3;3;1;1;S02;21
18;1;1;3;1;1;S02;22
18;1;4;6;4;5;S02;23
18;1;2;8;4;5;S02;24
18;1;1;3;4;4;S02;25
18;1;2;2;1;3;S02;26
18;1;1;8;2;3;S02;27
18;1;4;8;2;2;S02;28
18;1;3;6;3;3;S02;29
18;1;1;4;1;2;S02;30
18;1;3;2;3;4;S02;31
18;1;4;3;1;1;S02;32
18;1;1;4;2;2;S02;33
18;1;4;6;2;3;S02;34
18;1;3;2;2;3;S02;35
18;1;4;6;1;2;S02;36
18;1;1;3;2;2;S02;37
18;1;3;4;3;4;S02;38
18;1;1;8;4;4;S02;39
18;1;2;3;2;2;S02;40
18;1;1;1;0;5;S02;41
18;1;2;6;3;3;S02;42
19;1;1;2;1;3;S01;1
19;1;2;8;1;2;S01;2
19;1;3;8;3;5;S01;3
19;1;1;4;3;5;S01;4
19;1;2;6;3;4;S01;5
19;1;1;8;2;4;S01;6
19;1;4;3;3;4;S01;7
19;1;1;3;1;1;S01;8
19;1;4;3;2;2;S01;9
19;1;3;6;3;5;S01;10
19;1;1;3;2;3;S01;11
19;1;4;8;2;4;S01;12
19;1;3;3;1;2;S01;13
19;1;1;8;4;5;S01;14
19;1;2;6;4;5;S01;15
19;1;4;6;2;3;S01;16
19;1;3;4;2;3;S01;17
19;1;4;6;4;5;S01;18
19;1;2;4;3;3;S01;19
19;1;1;4;4;5;S01;20
19;1;3;4;3;4;S01;21
19;1;1;8;1;3;S01;22
19;1;4;8;1;2;S01;23
19;1;1;4;2;2;S01;24
19;1;2;3;2;1;S01;25
19;1;3;2;4;5;S01;26
19;1;2;1;0;5;S01;27
19;1;4;6;1;1;S01;28
19;1;2;8;4;4;S01;29
19;1;4;2;3;3;S01;30
19;1;2;3;4;3;S01;31
19;1;3;8;1;2;S01;32
19;1;4;8;3;3;S01;33
19;1;3;2;2;4;S01;34
19;1;4;2;1;3;S01;35
19;1;3;2;3;4;S01;36
19;1;1;4;1;2;S01;37
19;1;4;3;1;1;S01;38
19;1;2;2;1;3;S01;39
19;1;1;1;0;4;S01;40
19;1;4;2;2;3;S01;41
19;1;1;3;4;3;S01;42
19;1;2;8;2;3;S02;1
19;1;3;8;2;3;S02;2
19;1;1;6;4;4;S02;3
19;1;2;4;4;3;S02;4
19;1;4;3;4;2;S02;5
19;1;2;3;3;3;S02;6
19;1;4;8;4;5;S02;7
19;1;1;3;3;4;S02;8
19;1;3;1;0;5;S02;9
19;1;1;6;2;2;S02;10
19;1;4;4;2;1;S02;11
19;1;3;3;3;3;S02;12
19;1;2;2;2;4;S02;13
19;1;4;1;0;5;S02;14
19;1;2;6;2;2;S02;15
19;1;3;6;1;3;S02;16
19;1;1;2;4;5;S02;17
19;1;4;6;3;4;S02;18
19;1;3;6;2;2;S02;19
19;1;1;6;3;4;S02;20
19;1;4;4;1;2;S02;21
19;1;3;3;4;4;S02;22
19;1;2;6;1;1;S02;23
19;1;1;8;3;4;S02;24
19;1;2;3;1;1;S02;25
19;1;4;2;4;5;S02;26
19;1;3;6;4;5;S02;27
19;1;4;4;4;4;S02;28
19;1;1;2;2;4;S02;29
19;1;2;2;4;3;S02;30
19;1;3;4;4;4;S02;31
19;1;2;4;2;2;S02;32
19;1;3;8;4;3;S02;33
19;1;1;6;1;2;S02;34
19;1;2;2;3;4;S02;35
19;1;3;2;1;3;S02;36
19;1;2;8;3;3;S02;37
19;1;1;2;3;3;S02;38
19;1;4;4;3;4;S02;39
19;1;3;4;1;2;S02;40
19;1;2;4;1;1;S02;41
19;1;3;3;2;2;S02;42
20;1;3;8;2;3;S01;1
20;1;1;2;2;5;S01;2
20;1;2;2;4;5;S01;3
20;1;4;4;4;5;S01;4
20;1;2;8;3;3;S01;5
20;1;3;3;2;1;S01;6
20;1;2;4;2;2;S01;7
20;1;1;3;3;3;S01;8
20;1;4;4;1;3;S01;9
20;1;2;4;1;1;S01;10
20;1;1;6;2;4;S01;11
20;1;3;4;4;5;S01;12
20;1;2;2;3;5;S01;13
20;1;4;6;3;4;S01;14
20;1;3;8;4;4;S01;15
20;1;4;3;4;4;S01;16
20;1;2;8;2;2;S01;17
20;1;3;6;1;1;S01;18
20;1;2;6;2;1;S01;19
20;1;4;8;4;5;S01;20
20;1;1;6;3;4;S01;21
20;1;4;4;2;1;S01;22
20;1;1;6;1;1;S01;23
20;1;4;4;3;2;S01;24
20;1;2;3;1;1;S01;25
20;1;4;1;0;5;S01;26
20;1;3;6;4;5;S01;27
20;1;2;3;3;2;S01;28
20;1;3;1;0;5;S01;29
20;1;2;2;2;4;S01;30
20;1;3;3;3;2;S01;31
20;1;4;2;4;5;S01;32
20;1;1;6;4;4;S01;33
20;1;3;2;1;2;S01;34
20;1;2;4;4;5;S01;35
20;1;1;8;3;4;S01;36
20;1;3;3;4;3;S01;37
20;1;1;2;3;4;S01;38
20;1;3;4;1;1;S01;39
20;1;2;6;1;1;S01;40
20;1;3;6;2;2;S01;41
20;1;1;2;4;5;S01;42
20;1;4;8;1;2;S02;1
20;1;1;4;3;4;S02;2
20;1;2;8;1;2;S02;3
20;1;3;4;3;3;S02;4
20;1;1;4;4;4;S02;5
20;1;4;6;2;2;S02;6
20;1;1;3;4;4;S02;7
20;1;3;3;1;1;S02;8
20;1;4;8;3;5;S02;9
20;1;3;8;1;2;S02;10
20;1;2;2;1;3;S02;11
20;1;1;4;2;2;S02;12
20;1;2;3;4;3;S02;13
20;1;1;4;1;2;S02;14
20;1;3;6;3;3;S02;15
20;1;2;3;2;2;S02;16
20;1;1;8;2;3;S02;17
20;1;2;6;4;4;S02;18
20;1;4;3;1;1;S02;19
20;1;2;4;3;2;S02;20
20;1;4;2;2;3;S02;21
20;1;2;6;3;3;S02;22
20;1;4;2;1;2;S02;23
20;1;1;1;0;5;S02;24
20;1;3;2;3;5;S02;25
20;1;4;3;2;2;S02;26
20;1;2;1;0;5;S02;27
20;1;1;2;1;3;S02;28
20;1;4;2;3;4;S02;29
20;1;3;4;2;1;S02;30
20;1;1;3;1;1;S02;31
20;1;3;2;4;4;S02;32
20;1;1;3;2;2;S02;33
20;1;4;8;2;2;S02;34
20;1;3;2;2;3;S02;35
20;1;4;6;4;4;S02;36
20;1;2;8;4;4;S02;37
20;1;1;8;4;3;S02;38
20;1;4;3;3;2;S02;39
20;1;1;8;1;2;S02;40
20;1;3;8;3;3;S02;41
20;1;4;6;1;2;S02;42
21;1;2;3;4;4;S01;1
21;1;3;2;3;5;S01;2
21;1;1;8;1;1;S01;3
21;1;4;8;3;5;S01;4
21;1;1;1;0;5;S01;5
21;1;2;4;3;2;S01;6
21;1;4;2;1;2;S01;7
21;1;3;3;1;1;S01;8
21;1;4;8;1;1;S01;9
21;1;1;4;2;2;S01;10
21;1;2;6;3;3;S01;11
21;1;4;2;3;4;S01;12
21;1;2;2;1;3;S01;13
21;1;3;2;2;4;S01;14
21;1;4;6;2;2;S01;15
21;1;3;4;3;4;S01;16
21;1;1;3;1;1;S01;17
21;1;2;8;1;3;S01;18
21;1;4;2;2;3;S01;19
21;1;2;1;0;5;S01;20
21;1;1;8;4;4;S01;21
21;1;4;8;2;3;S01;22
21;1;2;8;4;3;S01;23
21;1;3;4;2;1;S01;24
